timestamp,case,group,J,K,L,sol_id,status,min_Re,error,csv_path
2026-03-07T15:04:28,re300_lx10_lz6,E,2,4,5,4,ok,299.0546215690493,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_2_4_5/bifurcations/bif_E_sol004.csv
2026-03-07T15:06:16,re300_lx10_lz6,D,2,4,9,2,ok,236.88867628434784,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/D/jkl_2_4_9/bifurcations/bif_D_sol002.csv
2026-03-07T15:06:20,re300_lx10_lz6,E,2,4,5,3,ok,149.25536075381106,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_2_4_5/bifurcations/bif_E_sol003.csv
2026-03-07T15:09:13,re300_lx10_lz6,E,2,4,6,3,ok,260.3695973787479,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_2_4_6/bifurcations/bif_E_sol003.csv
2026-03-07T15:09:51,re300_lx10_lz6,E,2,4,6,1,ok,226.05530030268372,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_2_4_6/bifurcations/bif_E_sol001.csv
2026-03-07T15:12:30,re300_lx10_lz6,E,2,4,6,4,ok,267.39548660767787,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_2_4_6/bifurcations/bif_E_sol004.csv
2026-03-07T15:12:35,re300_lx10_lz6,E,2,4,6,2,ok,149.24079319929763,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_2_4_6/bifurcations/bif_E_sol002.csv
2026-03-07T15:14:33,re300_lx10_lz6,E,2,4,7,2,ok,254.99408911757274,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_2_4_7/bifurcations/bif_E_sol002.csv
2026-03-07T15:16:57,re300_lx10_lz6,E,2,4,7,3,ok,163.19303264053184,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_2_4_7/bifurcations/bif_E_sol003.csv
2026-03-07T15:21:24,re300_lx10_lz6,E,2,4,8,1,ok,156.15886866706663,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_2_4_8/bifurcations/bif_E_sol001.csv
2026-03-07T15:25:04,re300_lx10_lz6,E,2,4,7,1,ok,166.48344328172755,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_2_4_7/bifurcations/bif_E_sol001.csv
2026-03-07T15:27:37,re300_lx10_lz6,D,2,4,9,1,ok,228.92436277603235,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/D/jkl_2_4_9/bifurcations/bif_D_sol001.csv
2026-03-07T15:29:14,re300_lx10_lz6,D,2,4,7,3,ok,183.1712050066691,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/D/jkl_2_4_7/bifurcations/bif_D_sol003.csv
2026-03-07T15:39:28,re300_lx10_lz6,E,2,4,8,2,ok,253.8493088404764,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_2_4_8/bifurcations/bif_E_sol002.csv
2026-03-07T15:41:44,re300_lx10_lz6,E,2,4,9,3,ok,283.70961469012605,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_2_4_9/bifurcations/bif_E_sol003.csv
2026-03-07T15:42:41,re300_lx10_lz6,E,2,4,8,3,ok,178.14877347788106,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_2_4_8/bifurcations/bif_E_sol003.csv
2026-03-07T15:48:01,re300_lx10_lz6,E,2,4,9,2,ok,158.46804504811686,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_2_4_9/bifurcations/bif_E_sol002.csv
2026-03-07T15:48:05,re300_lx10_lz6,F,1,3,5,1,ok,105.02351277414769,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/F/jkl_1_3_5/bifurcations/bif_F_sol001.csv
2026-03-07T15:48:07,re300_lx10_lz6,F,1,4,5,1,ok,107.05906525957126,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/F/jkl_1_4_5/bifurcations/bif_F_sol001.csv
2026-03-07T15:48:23,re300_lx10_lz6,F,2,4,5,1,ok,149.25536069376693,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/F/jkl_2_4_5/bifurcations/bif_F_sol001.csv
2026-03-07T15:48:46,re300_lx10_lz6,F,2,4,6,1,ok,226.0553003903913,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/F/jkl_2_4_6/bifurcations/bif_F_sol001.csv
2026-03-07T15:49:26,re300_lx10_lz6,F,2,4,7,1,ok,166.48344329532586,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/F/jkl_2_4_7/bifurcations/bif_F_sol001.csv
2026-03-07T15:50:23,re300_lx10_lz6,F,2,4,8,1,ok,226.66783237327718,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/F/jkl_2_4_8/bifurcations/bif_F_sol001.csv
2026-03-07T15:53:11,re300_lx10_lz6,F,2,4,9,1,ok,172.87243713973695,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/F/jkl_2_4_9/bifurcations/bif_F_sol001.csv
2026-03-07T15:58:20,re300_lx10_lz6,F,3,4,9,1,ok,184.32884750331795,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/F/jkl_3_4_9/bifurcations/bif_F_sol001.csv
2026-03-07T16:02:30,re300_lx10_lz6,C,3,4,9,1,ok,184.32884748325804,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/C/jkl_3_4_9/bifurcations/bif_C_sol001.csv
2026-03-07T16:03:58,re300_lx10_lz6,E,2,4,9,1,ok,185.77790949513604,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_2_4_9/bifurcations/bif_E_sol001.csv
2026-03-07T16:04:04,re300_lx10_lz6,G,1,3,5,1,ok,158.1645398569789,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/bifurcations/bif_G_sol001.csv
2026-03-07T16:05:38,re300_lx10_lz6,G,1,3,5,11,ok,286.2204911001288,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/bifurcations/bif_G_sol011.csv
2026-03-07T16:06:48,re300_lx10_lz6,G,1,3,5,10,ok,216.31921025025656,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/bifurcations/bif_G_sol010.csv
2026-03-07T16:07:07,re300_lx10_lz6,G,1,3,5,2,ok,255.00898107353785,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/bifurcations/bif_G_sol002.csv
2026-03-07T16:07:54,re300_lx10_lz6,F,3,5,9,1,ok,217.79174459391064,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/F/jkl_3_5_9/bifurcations/bif_F_sol001.csv
2026-03-07T16:08:22,re300_lx10_lz6,E,3,4,9,1,ok,201.23080650229343,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_3_4_9/bifurcations/bif_E_sol001.csv
2026-03-07T16:08:28,re300_lx10_lz6,G,1,3,5,4,ok,243.35542472306446,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/bifurcations/bif_G_sol004.csv
2026-03-07T16:09:10,re300_lx10_lz6,G,1,3,5,3,ok,250.87461446252397,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/bifurcations/bif_G_sol003.csv
2026-03-07T16:10:00,re300_lx10_lz6,G,1,3,5,5,ok,271.63918166314227,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/bifurcations/bif_G_sol005.csv
2026-03-07T16:11:05,re300_lx10_lz6,G,1,3,5,7,ok,257.0991457764038,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/bifurcations/bif_G_sol007.csv
2026-03-07T16:14:06,re300_lx10_lz6,G,1,3,5,8,ok,105.0235127252185,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/bifurcations/bif_G_sol008.csv
2026-03-07T16:15:22,re300_lx10_lz6,G,1,3,5,6,ok,255.00898100266318,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/bifurcations/bif_G_sol006.csv
2026-03-07T16:15:55,re300_lx10_lz6,G,1,3,5,9,ok,225.30659607679385,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/bifurcations/bif_G_sol009.csv
2026-03-07T16:17:15,re300_lx10_lz6,G,1,4,5,2,ok,296.9932263837463,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_4_5/bifurcations/bif_G_sol002.csv
2026-03-07T16:18:59,re300_lx10_lz6,G,1,4,5,4,ok,296.9932268064842,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_4_5/bifurcations/bif_G_sol004.csv
2026-03-07T16:20:27,re300_lx10_lz6,G,1,4,5,1,ok,138.60412998901765,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_4_5/bifurcations/bif_G_sol001.csv
2026-03-07T16:21:13,re300_lx10_lz6,G,1,4,5,3,ok,298.2399542271774,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_4_5/bifurcations/bif_G_sol003.csv
2026-03-07T16:22:33,re300_lx10_lz6,G,1,4,5,5,ok,266.03357033449026,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_4_5/bifurcations/bif_G_sol005.csv
2026-03-07T16:25:03,re300_lx10_lz6,G,1,4,5,6,ok,290.6961892299873,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_4_5/bifurcations/bif_G_sol006.csv
2026-03-07T16:37:45,re300_lx10_lz6,G,1,4,5,7,ok,201.1604038728555,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_4_5/bifurcations/bif_G_sol007.csv
2026-03-07T16:39:53,re300_lx10_lz6,G,1,4,5,8,ok,190.73263347199264,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_4_5/bifurcations/bif_G_sol008.csv
2026-03-07T16:46:21,re300_lx10_lz6,G,2,4,5,1,ok,160.89462386014551,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_2_4_5/bifurcations/bif_G_sol001.csv
2026-03-07T16:51:26,re300_lx10_lz6,G,2,4,5,3,ok,277.8797365678176,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_2_4_5/bifurcations/bif_G_sol003.csv
2026-03-07T16:55:41,re300_lx10_lz6,G,2,4,5,2,ok,236.59553650807695,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_2_4_5/bifurcations/bif_G_sol002.csv
2026-03-07T17:05:47,re300_lx10_lz6,E,3,5,9,1,ok,150.606189360904,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_3_5_9/bifurcations/bif_E_sol001.csv
2026-03-07T17:08:06,re300_lx10_lz6,G,2,4,5,4,ok,279.08309955935016,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_2_4_5/bifurcations/bif_G_sol004.csv
2026-03-07T17:08:39,re300_lx2pi_lzpi,A,1,3,5,1,ok,157.4859162918905,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_1_3_5/bifurcations/bif_A_sol001.csv
2026-03-07T17:08:55,re300_lx2pi_lzpi,A,1,3,5,2,ok,283.1472951423927,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_1_3_5/bifurcations/bif_A_sol002.csv
2026-03-07T17:09:30,re300_lx2pi_lzpi,A,1,3,5,3,ok,157.485916380344,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_1_3_5/bifurcations/bif_A_sol003.csv
2026-03-07T17:10:48,re300_lx2pi_lzpi,A,1,4,5,1,ok,152.07615953004094,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_1_4_5/bifurcations/bif_A_sol001.csv
2026-03-07T17:11:16,re300_lx10_lz6,G,2,4,5,5,ok,294.796111741688,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_2_4_5/bifurcations/bif_G_sol005.csv
2026-03-07T17:11:35,re300_lx10_lz6,G,2,4,5,6,ok,292.43281834459094,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_2_4_5/bifurcations/bif_G_sol006.csv
2026-03-07T17:11:50,re300_lx2pi_lzpi,A,1,4,5,2,ok,152.07615955023067,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_1_4_5/bifurcations/bif_A_sol002.csv
2026-03-07T17:15:29,re300_lx2pi_lzpi,A,2,4,5,1,ok,264.7170260865981,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_2_4_5/bifurcations/bif_A_sol001.csv
2026-03-07T17:24:02,re300_lx2pi_lzpi,A,2,4,6,1,ok,171.67580831656173,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_2_4_6/bifurcations/bif_A_sol001.csv
2026-03-07T17:27:39,re300_lx10_lz6,C,3,5,9,1,ok,217.79174456579022,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/C/jkl_3_5_9/bifurcations/bif_C_sol001.csv
2026-03-07T17:27:50,re300_lx10_lz6,G,2,4,6,1,ok,296.13116572077763,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_2_4_6/bifurcations/bif_G_sol001.csv
2026-03-07T17:30:21,re300_lx2pi_lzpi,A,2,4,7,1,ok,167.12765019016274,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_2_4_7/bifurcations/bif_A_sol001.csv
2026-03-07T17:32:02,re300_lx10_lz6,E,3,5,11,1,ok,150.230935535851,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_3_5_11/bifurcations/bif_E_sol001.csv
2026-03-07T17:41:51,re300_lx2pi_lzpi,A,2,4,8,1,ok,167.96178162517745,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_2_4_8/bifurcations/bif_A_sol001.csv
2026-03-07T17:42:13,re300_lx2pi_lzpi,B,1,3,5,1,ok,157.48591631345772,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_3_5/bifurcations/bif_B_sol001.csv
2026-03-07T17:42:33,re300_lx2pi_lzpi,B,1,3,5,2,ok,157.48591643525384,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_3_5/bifurcations/bif_B_sol002.csv
2026-03-07T17:42:55,re300_lx2pi_lzpi,B,1,3,5,3,ok,157.48591643887949,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_3_5/bifurcations/bif_B_sol003.csv
2026-03-07T17:44:51,re300_lx2pi_lzpi,B,1,4,5,1,ok,152.07615957567774,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_4_5/bifurcations/bif_B_sol001.csv
2026-03-07T17:45:11,re300_lx2pi_lzpi,B,1,4,5,2,ok,249.368636830952,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_4_5/bifurcations/bif_B_sol002.csv
2026-03-07T17:45:36,re300_lx2pi_lzpi,B,1,4,5,3,ok,249.36863642797724,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_4_5/bifurcations/bif_B_sol003.csv
2026-03-07T17:57:07,re300_lx10_lz6,G,2,4,5,7,ok,283.2890947573723,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_2_4_5/bifurcations/bif_G_sol007.csv
2026-03-07T17:57:24,re300_lx2pi_lzpi,C,1,3,5,1,ok,157.4859162365933,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_1_3_5/bifurcations/bif_C_sol001.csv
2026-03-07T17:57:48,re300_lx2pi_lzpi,C,1,3,5,2,ok,157.485916622972,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_1_3_5/bifurcations/bif_C_sol002.csv
2026-03-07T17:58:12,re300_lx2pi_lzpi,C,1,3,5,3,ok,157.48591629980626,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_1_3_5/bifurcations/bif_C_sol003.csv
2026-03-07T18:00:30,re300_lx2pi_lzpi,C,1,4,5,1,ok,152.07615956152992,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_1_4_5/bifurcations/bif_C_sol001.csv
2026-03-07T18:01:05,re300_lx2pi_lzpi,C,1,4,5,2,ok,152.0761595036717,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_1_4_5/bifurcations/bif_C_sol002.csv
2026-03-07T18:03:31,re300_lx2pi_lzpi,A,2,4,9,1,ok,168.63447794946552,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_2_4_9/bifurcations/bif_A_sol001.csv
2026-03-07T18:04:38,re300_lx2pi_lzpi,B,2,4,5,1,ok,276.47733565070547,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_2_4_5/bifurcations/bif_B_sol001.csv
2026-03-07T18:05:18,re300_lx2pi_lzpi,C,2,4,5,1,ok,215.40161027231983,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_2_4_5/bifurcations/bif_C_sol001.csv
2026-03-07T18:11:46,re300_lx2pi_lzpi,C,2,4,6,1,ok,171.67580832301599,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_2_4_6/bifurcations/bif_C_sol001.csv
2026-03-07T18:13:17,re300_lx10_lz6,E,3,5,10,1,ok,150.33233864201452,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_3_5_10/bifurcations/bif_E_sol001.csv
2026-03-07T18:15:53,re300_lx2pi_lzpi,C,2,4,7,1,ok,210.87727312796366,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_2_4_7/bifurcations/bif_C_sol001.csv
2026-03-07T18:27:33,re300_lx2pi_lzpi,C,2,4,8,1,ok,167.9617816292584,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_2_4_8/bifurcations/bif_C_sol001.csv
2026-03-07T18:41:56,re300_lx2pi_lzpi,C,2,4,9,1,ok,168.63447794392548,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_2_4_9/bifurcations/bif_C_sol001.csv
2026-03-07T19:10:34,re300_lx2pi_lzpi,A,3,4,9,1,ok,169.72414818562353,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_3_4_9/bifurcations/bif_A_sol001.csv
2026-03-07T19:10:52,re300_lx2pi_lzpi,D,1,3,5,1,ok,157.48591652383266,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_1_3_5/bifurcations/bif_D_sol001.csv
2026-03-07T19:11:10,re300_lx2pi_lzpi,D,1,3,5,2,ok,157.48591640932247,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_1_3_5/bifurcations/bif_D_sol002.csv
2026-03-07T19:11:22,re300_lx2pi_lzpi,D,1,3,5,3,ok,157.4859163996894,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_1_3_5/bifurcations/bif_D_sol003.csv
2026-03-07T19:12:21,re300_lx2pi_lzpi,D,1,4,5,1,ok,152.07615959135904,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_1_4_5/bifurcations/bif_D_sol001.csv
2026-03-07T19:13:03,re300_lx2pi_lzpi,D,1,4,5,2,ok,152.07615958459039,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_1_4_5/bifurcations/bif_D_sol002.csv
2026-03-07T19:15:27,re300_lx2pi_lzpi,D,2,4,5,1,ok,229.41217056976913,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_2_4_5/bifurcations/bif_D_sol001.csv
2026-03-07T19:21:30,re300_lx2pi_lzpi,D,2,4,6,1,ok,202.6879370745599,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_2_4_6/bifurcations/bif_D_sol001.csv
2026-03-07T19:21:52,re300_lx2pi_lzpi,E,1,3,5,1,ok,157.48591632626537,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/bifurcations/bif_E_sol001.csv
2026-03-07T19:21:59,re300_lx2pi_lzpi,E,1,3,5,2,ok,265.3306260728492,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/bifurcations/bif_E_sol002.csv
2026-03-07T19:22:13,re300_lx2pi_lzpi,E,1,3,5,3,ok,157.48591632813384,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/bifurcations/bif_E_sol003.csv
2026-03-07T19:22:22,re300_lx2pi_lzpi,E,1,3,5,4,ok,153.76229290242927,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/bifurcations/bif_E_sol004.csv
2026-03-07T19:22:30,re300_lx2pi_lzpi,E,1,3,5,5,ok,265.3306261005653,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/bifurcations/bif_E_sol005.csv
