      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02      0.116855      0.160977     0.0155178     0.0339986      0.063942     0.0013967             0             0       0.26926       0.13463      -0.13463       0.26926
     300       0.11686      0.160983     0.0155192     0.0340016     0.0639457    0.00139696             0             0      0.269275      0.134637     -0.134637      0.269275
  299.98      0.116865      0.160989     0.0155206     0.0340047     0.0639494    0.00139721             0             0       0.26929      0.134645     -0.134645       0.26929
 286.727      0.119712      0.164561     0.0165191     0.0361771     0.0665768    0.00158166             0             0       0.27914       0.13957      -0.13957       0.27914
 279.876      0.120802      0.165829     0.0170488      0.037369     0.0680284     0.0016871             0             0      0.283493      0.141746     -0.141746      0.283493
 273.005      0.121716      0.166824     0.0175788     0.0386046      0.069546    0.00179933             0             0      0.287391      0.143695     -0.143695       0.28739
 266.947       0.12258      0.167763      0.018064     0.0397609     0.0710046    0.00190724             0             0       0.29105      0.145525     -0.145525      0.291047
 261.599      0.123685      0.169052      0.018553     0.0409049     0.0725172    0.00201743             0             0       0.29553      0.147765     -0.147765      0.295525
 257.001      0.125275      0.171029     0.0190991     0.0420951     0.0741873    0.00213677             0             0      0.301896      0.150948     -0.150948      0.301888
 253.428      0.127493      0.173897     0.0197466      0.043346     0.0760671     0.0022688             0             0      0.311101      0.155551     -0.155551       0.31109
 251.497      0.130576      0.177995     0.0205637     0.0446645     0.0782408    0.00241779             0             0      0.324903      0.162452     -0.162452      0.324891
 251.465      0.130827      0.178334     0.0206277      0.044755     0.0784006    0.00242851             0             0      0.326089      0.163044     -0.163044      0.326076
 251.455      0.130974      0.178532     0.0206648     0.0448064     0.0784923    0.00243465             0             0      0.326783      0.163391     -0.163391       0.32677
 251.453      0.131268       0.17893     0.0207388     0.0449071     0.0786738    0.00244675             0             0      0.328185      0.164093     -0.164093      0.328172
 251.525      0.131857      0.179729     0.0208852     0.0450979     0.0790253    0.00247001             0             0      0.331027      0.165514     -0.165514      0.331014
 251.974      0.133021      0.181321     0.0211682      0.045432     0.0796739    0.00251216             0             0      0.336799        0.1684       -0.1684      0.336786
 253.349      0.134646      0.183571     0.0215459     0.0457912     0.0804593    0.00256106             0             0      0.345208      0.172604     -0.172604      0.345194
 255.501      0.136108       0.18563     0.0218634      0.045982     0.0810141    0.00259235             0             0      0.353174      0.176587     -0.176587      0.353161
 258.223      0.137339      0.187399     0.0221076     0.0460111     0.0813275    0.00260577             0             0      0.360245      0.180123     -0.180123      0.360233
  261.28      0.138345      0.188876     0.0222848     0.0459153     0.0814421    0.00260483             0             0      0.366321      0.183161     -0.183161      0.366309
 265.014        0.1393      0.190307     0.0224295     0.0457069     0.0814092    0.00259221             0             0      0.372358      0.186179     -0.186179      0.372346
 269.567      0.140292      0.191817     0.0225595     0.0453992      0.081258    0.00257002             0             0      0.378815      0.189407     -0.189407      0.378804
 274.991      0.141576      0.193751     0.0227367     0.0450723      0.081115    0.00254848             0             0      0.386957      0.193479     -0.193479      0.386947
 278.203      0.142879      0.195629     0.0229781     0.0450566     0.0812964    0.00255809             0             0      0.394471      0.197235     -0.197235      0.394461
  278.71       0.14329      0.196203     0.0230687     0.0451205     0.0814268    0.00256803             0             0      0.396688      0.198344     -0.198344      0.396678
 278.947      0.143585      0.196613     0.0231377     0.0451839     0.0815392    0.00257694             0             0      0.398246      0.199123     -0.199123      0.398236
 279.133      0.144074      0.197281     0.0232577     0.0453166     0.0817548    0.00259451             0             0      0.400759      0.200379     -0.200379      0.400748
 278.977      0.144884      0.198374     0.0234708     0.0456013      0.082182    0.00263036             0             0      0.404789      0.202394     -0.202394      0.404777
 277.037      0.146799      0.200899     0.0240244      0.046502     0.0834394    0.00273961             0             0      0.413853      0.206927     -0.206927       0.41384
 272.853      0.149255      0.204063      0.024793     0.0479345     0.0853588    0.00291241             0             0       0.42495      0.212475     -0.212475      0.424933
 267.571      0.151918      0.207445     0.0256618     0.0496597     0.0876364    0.00312461             0             0      0.436744      0.218372     -0.218372      0.436724
 262.046      0.154749      0.211019     0.0265999     0.0515538     0.0901275    0.00336534             0             0      0.449354      0.224677     -0.224677       0.44933
 256.549       0.15794      0.215051     0.0276579     0.0536529      0.092887    0.00364359             0             0      0.463938      0.231969     -0.231969      0.463911
 251.269      0.161747      0.219883     0.0289119     0.0560338     0.0960125    0.00397568             0             0      0.482057      0.241028     -0.241028      0.482027
 247.005      0.165847      0.225123     0.0302554     0.0584379     0.0991545    0.00433038             0             0       0.50255      0.251275     -0.251275      0.502517
 243.848       0.17014      0.230644     0.0316597     0.0607976      0.102214    0.00469869             0             0      0.525101       0.26255      -0.26255      0.525067
 241.835      0.174366       0.23611     0.0330456     0.0629849      0.105022     0.0050591             0             0      0.548407      0.274204     -0.274204      0.548372
 240.873      0.178048      0.240898     0.0342569     0.0647855       0.10731     0.0053707             0             0      0.569572      0.284786     -0.284786      0.569537
  240.63      0.180124      0.243608     0.0349403     0.0657547      0.108531    0.00554451             0             0      0.581802      0.290901     -0.290901      0.581767
 240.635      0.184036      0.248742     0.0362203     0.0674806      0.110676    0.00586554             0             0      0.605116      0.302558     -0.302558       0.60508
