                     %Re                     obs                       s                guesserr                   error     directory
                   300.1               1.5166135                       0                       0           8.1585869e-16  ./initial-2/
                     300               1.5166474                       0                       0           1.8155322e-14  ./initial-1/
                   299.9               1.5166816                       0                       0           4.7722789e-16  ./initial-0/
               271.95015                1.532493             0.094081742           1.4159676e-05           1.2703205e-14   search-0/
               258.27363                1.544975              0.14040707            1.810313e-05           1.4469009e-14   search-1/
               244.68632               1.5603174              0.18681407           1.9243928e-05           7.9080545e-15   search-2/
               231.21243               1.5779257              0.23320335           1.7751743e-05           8.7830362e-15   search-3/
               219.47362               1.5945914               0.2738464           1.6526975e-05           4.9760301e-15   search-4/
                207.7965               1.6117522              0.31438138           1.8173112e-05           6.8638628e-15   search-5/
               197.79848               1.6264782              0.34909372            1.697727e-05           3.5097016e-15   search-6/
               187.80206               1.6409728              0.38375858           1.9690919e-05           1.0272718e-14   search-7/
               179.55164               1.6527341              0.41233242           1.7838508e-05           1.0752384e-14   search-8/
               172.26323               1.6631174               0.4375733           1.6453403e-05           7.1388139e-15   search-9/
                164.9745               1.6738678              0.46288194           1.9099155e-05           2.7129215e-14   search-10/
               159.03153               1.6834611               0.4836772           1.8031506e-05           2.8123783e-14   search-11/
               153.94439               1.6930141              0.50176636           1.6951541e-05           2.7301817e-14   search-12/
                149.5378               1.7033187              0.51795029            1.652648e-05           2.1614914e-14   search-13/
                145.8076                1.715015              0.53258168           1.6675854e-05           3.1362703e-14   search-14/
               142.75852               1.7289696              0.54629145           1.6712022e-05           4.6437032e-14   search-15/
               140.40665                1.746832              0.56043953           1.6227263e-05           2.7352821e-16   search-16/
                 138.862               1.7750598              0.57975056            1.614528e-05           1.2227944e-14   search-17/
               138.87423               1.8035967              0.59856637           1.7252598e-05            6.725165e-15   search-18/
               139.51797               1.8248378              0.61273513           1.8567461e-05           3.3373231e-15   search-19/
               140.70683               1.8489822              0.62914055           1.7763525e-05           3.9759935e-16   search-20/
               142.37164               1.8746057              0.64692341           1.5570167e-05           6.2629574e-14   search-21/
               144.42774                1.900989              0.66562066           1.3746017e-05           2.0870769e-14   search-22/
               146.79719               1.9276499              0.68489233           1.1104976e-05           1.6063251e-14   search-23/
               149.90132               1.9589428              0.70797438           1.1698392e-05           1.4999353e-14   search-24/
                153.2956               1.9900228              0.73138285           1.0325098e-05           1.1298288e-14   search-25/
               157.63625               2.0263928              0.75939021           1.1580978e-05           1.1286843e-14   search-26/
               162.28141               2.0621592              0.78760169           1.0359809e-05            1.588262e-14   search-27/
                168.0805               2.1032632               0.8208909           1.1717243e-05           1.4965554e-14   search-28/
               174.22368               2.1433757              0.85433972           1.0816962e-05           1.3045756e-14   search-29/
               181.60256               2.1878021              0.89258923           1.2145977e-05           9.8432961e-15   search-30/
               189.35915                2.230905              0.93101042           1.1651921e-05           4.8778486e-15   search-31/
               197.46112               2.2726934              0.96959186           1.0841336e-05           9.2137373e-15   search-32/
               205.87675               2.3131705               1.0083114           1.0010322e-05            6.629513e-15   search-33/
               215.76684               2.3574893               1.0523649           1.2208902e-05           8.3903669e-15   search-34/
               225.99234               2.4001067               1.0965394           1.3626581e-05            5.565139e-15   search-35/
               236.52654               2.4410628               1.1408364            1.447805e-05           1.2067818e-14   search-36/
               247.34145               2.4805278               1.1852964           1.4286375e-05           2.2746646e-14   search-37/
               258.39878               2.5188181               1.2299718           1.3682671e-05           2.2205672e-14   search-38/
               269.64657               2.5563232               1.2748852           1.3438009e-05           2.2329646e-14   search-39/
               281.02626               2.5934261               1.3200221           1.3402599e-05           9.9918684e-15   search-40/
               292.48209               2.6304633               1.3653491           1.2978751e-05           1.4799407e-14   search-41/
               303.96618               2.6677069               1.4108288            1.218783e-05           1.2651474e-14   search-42/
               315.43991               2.7053461               1.4564209            1.139888e-05           9.7784428e-15   search-43/
               326.87486               2.7434615               1.5020767           1.0929746e-05           4.4093855e-15   search-44/
               338.25496               2.7820143               1.5477399           1.0927093e-05           8.1429084e-15   search-45/
               349.57834                2.820883               1.5933628           1.1304218e-05           1.0618425e-14   search-46/
               360.85507               2.8599586               1.6389342           1.1714404e-05            1.109799e-14   search-47/
               372.09797               2.8992381               1.6844888           1.1758349e-05           1.3088193e-14   search-48/
               383.31117               2.9388272               1.7300787           1.1399728e-05           1.6415946e-14   search-49/
