source_J,source_K,source_L,target_J,target_K,target_L,Re,eps,T,closure,relative_closure,I_span,D_span,E_span,new_norm,span_class,reached_target
2,3,7,2,4,7,285.91486006421275,0.42036697387695315,75.94666213731962,4.6759253598886005e-11,1.8155637776413832e-10,0.1000433456763361,0.10560390302236033,0.0065595356250535836,0.002221891190349977,medium,false
