timestamp,physical_id,case,group,J,K,L,source,sol_id,direction,status,n_points,min_Re,max_Re,min_input,max_input,error,out_dir,seed
2026-04-30T18:24:44,re300_lx10_lz6_005,re300_lx10_lz6,G,1,3,5,on,7,minus,ok,40,240.62965,300.02,1.2692595,1.6050829,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/dns_bidirectional_bifurcations/re300_lx10_lz6_005/minus,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re300_lx10_lz6_005/G_J1K3L5_ubest.nc
2026-04-30T20:25:03,re300_lx10_lz6_004,re300_lx10_lz6,G,1,4,5,on,8,minus,ok,38,274.69691,318.67657,1.2335972,1.3536166,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/dns_bidirectional_bifurcations/re300_lx10_lz6_004/minus,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re300_lx10_lz6_004/G_J1K4L5_ubest.nc
2026-04-30T20:35:18,re300_lx10_lz6_005,re300_lx10_lz6,G,1,3,5,on,7,plus,ok,20,299.98,500.21551,1.2290615,1.2692903,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/dns_bidirectional_bifurcations/re300_lx10_lz6_005/plus,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re300_lx10_lz6_005/G_J1K3L5_ubest.nc
2026-05-01T05:30:56,re300_lx10_lz6_017,re300_lx10_lz6,G,1,4,5,ls,7,minus,ok,41,284.87002,456.55099,1.3692196,1.7327477,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/dns_bidirectional_bifurcations/re300_lx10_lz6_017/minus,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re300_lx10_lz6_017/G_J1K4L5_ubest.nc
2026-05-01T17:34:55,re300_lx10_lz6_015,re300_lx10_lz6,G,2,4,6,ls,1,plus,ok,36,299.98,406.20765,1.6925855,3.0140401,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/dns_bidirectional_bifurcations/re300_lx10_lz6_015/plus,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re300_lx10_lz6_015/G_J2K4L6_ubest.nc
2026-05-01T20:14:12,re300_lx10_lz6_017,re300_lx10_lz6,G,1,4,5,ls,7,plus,ok,48,299.98,359.79172,1.6818539,1.741511,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/dns_bidirectional_bifurcations/re300_lx10_lz6_017/plus,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re300_lx10_lz6_017/G_J1K4L5_ubest.nc
2026-05-01T22:18:02,re300_lx2pi_lzpi_012,re300_lx2pi_lzpi,A,3,5,11,on,1,minus,ok,49,173.98832,330.14088,1.2261403,4.7041213,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/dns_bidirectional_bifurcations/re300_lx2pi_lzpi_012/minus,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re300_lx2pi_lzpi_012/A_J3K5L11_ubest.nc
2026-05-01T23:02:08,re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,3,5,11,on,1,minus,ok,53,174.10532,389.16859,1.2500211,5.3748088,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/dns_bidirectional_bifurcations/re300_lx2pi_lzpi_001/minus,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re300_lx2pi_lzpi_001/C_J3K5L11_ubest.nc
2026-05-01T23:42:58,re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,3,5,11,on,1,plus,ok,12,299.98,502.90277,1.1664352,1.2500589,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/dns_bidirectional_bifurcations/re300_lx2pi_lzpi_001/plus,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re300_lx2pi_lzpi_001/C_J3K5L11_ubest.nc
2026-05-02T00:33:59,re300_lx2pi_lzpi_012,re300_lx2pi_lzpi,A,3,5,11,on,1,plus,ok,22,299.98,508.07227,4.7036797,5.4245666,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/dns_bidirectional_bifurcations/re300_lx2pi_lzpi_012/plus,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re300_lx2pi_lzpi_012/A_J3K5L11_ubest.nc
2026-05-02T00:47:06,re300_lx10_lz6_020,re300_lx10_lz6,G,1,4,5,on,3,minus,ok,33,295.81315,326.88285,1.7931316,2.0527355,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/dns_bidirectional_bifurcations/re300_lx10_lz6_020/minus,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re300_lx10_lz6_020/G_J1K4L5_ubest.nc
2026-05-02T03:46:39,re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,1,3,5,on,2,minus,ok,53,178.66657,349.06243,2.0176319,5.1631451,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/dns_bidirectional_bifurcations/re300_lx2pi_lzpi_008/minus,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re300_lx2pi_lzpi_008/B_J1K3L5_ubest.nc
2026-05-02T03:56:44,re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,1,4,5,on,2,minus,ok,53,174.08519,348.91189,1.3057168,5.1620126,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/dns_bidirectional_bifurcations/re300_lx2pi_lzpi_002/minus,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re300_lx2pi_lzpi_002/D_J1K4L5_ubest.nc
2026-05-02T04:56:17,re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,1,4,5,on,2,plus,ok,13,299.98,518.77022,1.2112112,1.3057548,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/dns_bidirectional_bifurcations/re300_lx2pi_lzpi_002/plus,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re300_lx2pi_lzpi_002/D_J1K4L5_ubest.nc
