physical_id,case,Re,Lx,Lz,group,source,J,K,L,asc_path,dns_path,out_png
re400_lx10_lz6_001,re400_lx10_lz6,400.0,10.0,6.0,E,on,2,4,9,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re400_lx10_lz6_001/on_E_J2K4L9.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re400_lx10_lz6_001/E_J2K4L9_ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/_computed_dns_ode_comparisons/eqb_catalog/re400_lx10_lz6_001.png
re400_lx2pi_lzpi_001,re400_lx2pi_lzpi,400.0,6.283185307179586,3.141592653589793,A,on,2,4,6,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re400_lx2pi_lzpi_001/on_A_J2K4L6.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/eqb_fuzzing/eqb_catalog/solutions/re400_lx2pi_lzpi_001/A_J2K4L6_ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/_computed_dns_ode_comparisons/eqb_catalog/re400_lx2pi_lzpi_001.png
