                     %Lz                     obs                       s                guesserr                   error     directory
               3.1490139                 1.52947                       0                       0           1.8946132e-16  ./initial-2/
               3.1440139               1.5352638                       0                       0           2.5039807e-15  ./initial-1/
               3.1390139               1.5415346                       0                       0           2.6915868e-16  ./initial-0/
               3.1107808               1.5958361             0.040874823           1.2061072e-05           2.3938468e-16   search-0/
                3.105363               1.6194763             0.056369077           1.8631348e-05           8.6906886e-17   search-1/
               3.1052506               1.6771405             0.093928896           1.1902365e-05           4.6731682e-15   search-2/
               3.1178935               1.7291012              0.12801174            1.910272e-05           1.4349237e-15   search-3/
                3.137283               1.7749863              0.15852884           1.8232169e-05            1.170083e-16   search-4/
               3.1642963               1.8220605              0.19037186           1.6042259e-05           3.5296474e-14   search-5/
               3.1982353               1.8692253              0.22293421           1.5036588e-05            1.567783e-14   search-6/
               3.2385602               1.9157516              0.25584171           1.4445361e-05           9.9729438e-15   search-7/
                3.284943                1.961048              0.28882848           1.3767012e-05           3.3205482e-15   search-8/
               3.3372938               2.0045928              0.32171799           1.3235236e-05           5.1248355e-15   search-9/
               3.3957404                2.045898              0.35441999           1.2886979e-05           4.1059205e-15   search-10/
               3.4605628               2.0845041              0.38693803           1.2662162e-05           1.8415839e-15   search-11/
               3.5320711               2.1200089              0.41937449           1.2519882e-05           1.9287026e-15   search-12/
               3.6104191               2.1521401              0.45191688           1.2563891e-05           5.6088573e-15   search-13/
               3.6953842               2.1808722              0.48478875           1.3016401e-05            4.957829e-15   search-14/
               3.7862025               2.2065394              0.51816406           1.3837799e-05           1.0583593e-14   search-15/
               3.8816072               2.2298314              0.55209017           1.4424599e-05           6.0341837e-15   search-16/
               3.9801248               2.2516063              0.58648556           1.4145054e-05           1.5680499e-14   search-17/
                4.080448               2.2726305              0.62120923           1.3048004e-05            6.702204e-15   search-18/
               4.1816406               2.2934439              0.65613367           1.1700085e-05           9.1538328e-15   search-19/
               4.2831234               2.3143937              0.69117766           1.0591804e-05           7.1899446e-15   search-20/
               4.3974422               2.3384697              0.73077604            1.226214e-05           6.8238912e-15   search-21/
               4.5113865               2.3632722              0.77045536           1.2761088e-05           1.1184474e-14   search-22/
                4.624722               2.3889443              0.81019291           1.2630046e-05           1.5563818e-14   search-23/
               4.7372809               2.4154916              0.84995112           1.2119233e-05           5.2898065e-15   search-24/
               4.8490042               2.4427715              0.88968126           1.1714314e-05           1.3233329e-14   search-25/
               4.9599714               2.4705152              0.92933328           1.1440166e-05           9.5356186e-15   search-26/
               5.0704029                2.498327              0.96885398           1.1436374e-05           1.9851921e-14   search-27/
               5.1806665               2.5256156                1.008172           1.1882954e-05           2.3293523e-14   search-28/
               5.2913274               2.5516108               1.0472302           1.2584147e-05           2.2549608e-14   search-29/
               5.4031104               2.5756377               1.0860764           1.3431168e-05           5.2212406e-14   search-30/
               5.5166116               2.5974137               1.1248636            1.513374e-05           3.2738574e-14   search-31/
               5.6319994               2.6170555               1.1637304           1.7091161e-05           2.6693898e-14   search-32/
               5.7490425                 2.63489                1.202728           1.7615199e-05            1.129192e-14   search-33/
               5.8673547               2.6512371               1.2418364           1.6455797e-05            1.055129e-14   search-34/
               5.9866049               2.6662095               1.2809994           1.4535819e-05            2.176897e-14   search-35/
               6.1066285                2.679554               1.3201516           1.2848156e-05           1.6105956e-14   search-36/
               6.2274578               2.6906284               1.3592543            1.226663e-05           2.2171592e-14   search-37/
               6.3492445               2.6986443               1.3983406           1.3407275e-05            4.054741e-14   search-38/
               6.4720387               2.7031274               1.4375061            1.538743e-05            2.734063e-14   search-39/
