                     %Re                     obs                       s                guesserr                   error     directory
                   300.1               1.3238692                       0                       0           1.4803555e-16  ./initial-2/
                     300               1.3239338                       0                       0           6.0096315e-15  ./initial-1/
                   299.9               1.3239984                       0                       0           1.8608428e-16  ./initial-0/
               270.31845               1.3468467               0.1004409           1.3727824e-05           1.3159443e-14   search-0/
               256.08061               1.3613493              0.14914814           1.8189403e-05           9.8390992e-15   search-1/
               243.81819               1.3765056              0.19159574           1.6983245e-05           8.0085343e-15   search-2/
               231.69142               1.3948099              0.23431734           1.6750322e-05           3.3141121e-14   search-3/
               221.45364               1.4138249              0.27134247            1.700036e-05            6.184534e-15   search-4/
               212.65885               1.4338712              0.30433775           1.6541533e-05           1.7477294e-14   search-5/
               204.17384                1.458042              0.33800169           1.9449165e-05           1.1004479e-14   search-6/
                197.5632                1.482025              0.36652736           1.7937457e-05           3.1133414e-14   search-7/
               192.12573               1.5074667              0.39294317           1.6297453e-05           2.7441854e-14   search-8/
               187.34621               1.5378557               0.4208839           1.7167386e-05           2.5156247e-14   search-9/
               183.56581               1.5744491              0.45126085           1.8621893e-05           5.2454491e-14   search-10/
               181.26039               1.6174486              0.48463623           1.7726419e-05           4.9956184e-14   search-11/
               180.89004               1.6783608              0.53066128           1.6030031e-05           1.1915852e-14   search-12/
               182.07267               1.7201864              0.56249817           1.8514694e-05             7.79476e-16   search-13/
               183.96367               1.7591735              0.59261313            1.795341e-05           2.3958666e-16   search-14/
               186.60552               1.8001543              0.62479526            1.612991e-05           7.1904726e-14   search-15/
               189.88904               1.8422721              0.65843804           1.5640252e-05           3.2338571e-14   search-16/
               193.70591                1.884995              0.69312526           1.4641429e-05           9.0222952e-15   search-17/
               197.96077               1.9279678              0.72854703            1.305774e-05           5.9273424e-15   search-18/
               202.57654               1.9709692              0.76448694           1.1374205e-05           2.9546914e-15   search-19/
                208.1431               2.0193578              0.80547637           1.2256326e-05           4.8661049e-15   search-20/
               214.03179               2.0675421              0.84682705           1.1607468e-05           5.8798861e-15   search-21/
               220.19474               2.1154676              0.88844936           1.0357038e-05           8.3154837e-15   search-22/
               227.67369               2.1709404              0.93720488           1.1807618e-05           3.6858223e-15   search-23/
               235.43293               2.2259872              0.98617119           1.1461903e-05           2.3859808e-15   search-24/
               243.44066               2.2805857               1.0352954           1.0314508e-05           3.3802919e-15   search-25/
               253.07493               2.3437515               1.0928075           1.1778017e-05           3.0670196e-15   search-26/
               262.98884               2.4062555               1.1504349           1.1428197e-05           3.0910718e-15   search-27/
               273.16333               2.4680632               1.2081385           1.0308949e-05           3.1673931e-15   search-28/
               285.30925               2.5390094               1.2753007           1.1838854e-05           1.0394786e-14   search-29/
               297.78185                2.608836               1.3424588           1.1903483e-05           8.4362447e-15   search-30/
               310.58186               2.6774364               1.4095803           1.1719305e-05           9.4184027e-15   search-31/
               323.71598               2.7447685               1.4766864           1.1873806e-05            5.103905e-15   search-32/
               337.18711               2.8109144               1.5438616           1.2591356e-05           1.0134087e-14   search-33/
               350.98188               2.8760578               1.6112075            1.298346e-05            1.876976e-14   search-34/
               365.06644                2.940332               1.6787432           1.2711423e-05           1.2311811e-14   search-35/
               379.40227               3.0036479               1.7463497           1.2759686e-05           6.1545746e-14   search-36/
               393.97471               3.0657682               1.8138856            1.495248e-05           3.1267727e-16   search-37/
               405.52812               3.1142507               1.8670283           1.8954785e-05           4.2161426e-15   search-38/
               411.28246                3.141534               1.8951814           1.8934897e-05           1.7300592e-14   search-39/
               414.09565               3.1610917               1.9126788           1.9082606e-05           1.6533895e-15   search-40/
               415.66799               3.1749239               1.9243675           1.6533558e-05           1.0369385e-15   search-41/
               417.23518               3.1883553               1.9357786           1.1227849e-05            1.361475e-15   search-42/
               419.24274               3.2041844                 1.94948            1.069259e-05           3.5186144e-14   search-43/
               422.52439               3.2276347               1.9702981           1.2380251e-05           1.8471937e-16   search-44/
                426.8182               3.2555586               1.9957876           1.1380036e-05           1.9184241e-16   search-45/
               432.64881               3.2904148               2.0285119           1.0785121e-05           2.0997759e-16   search-46/
               440.58133               3.3339594               2.0707131           1.0741981e-05           6.7772103e-14   search-47/
               451.11117               3.3864337               2.1236556           1.1028216e-05           6.3773114e-14   search-48/
               464.83058               3.4474176               2.1885642           1.1264296e-05           2.7075417e-14   search-49/
