                     %Re                     obs                       s                guesserr                   error     directory
                  400.02               2.3336948                       0                       0           3.0409254e-16  ./initial-2/
                     400               2.3336867                       0                       0           9.7682343e-16  ./initial-1/
                  399.98               2.3336787                       0                       0            3.269251e-16  ./initial-0/
               384.07637               2.3322789              0.03981371           1.4423068e-05           3.7386644e-16   search-0/
               375.07755               2.3326813             0.062311424           1.7033358e-05            8.114949e-14   search-1/
               366.07818               2.3322437             0.084810631           1.2850467e-05           3.1238276e-14   search-2/
               357.07886               2.3308452              0.10731692           1.0431106e-05            4.385685e-14   search-3/
               348.08242                2.328784              0.12982536           1.6066719e-05           2.3317261e-16   search-4/
               342.09604               2.3271443              0.14480779            1.657297e-05           3.8002076e-16   search-5/
               337.19959               2.3256624              0.15706537           1.8217888e-05           2.2709582e-16   search-6/
               333.28193               2.3242414              0.16687844           1.8626631e-05           2.0526238e-16   search-7/
               330.09702               2.3224395              0.17487805           1.8248513e-05           4.6801068e-14   search-8/
               327.37732               2.3197345               0.1817754           1.7103145e-05           8.9131298e-14   search-9/
               324.68202               2.3152907              0.18877754           1.8994424e-05           3.1158035e-14   search-10/
               322.43139               2.3099367              0.19485388           1.7078745e-05           3.4046316e-16   search-11/
               320.54329               2.3042779              0.20016053            1.678013e-05           1.6582316e-15   search-12/
               319.12442               2.2993773              0.20428269           1.9264959e-05           2.5562231e-16   search-13/
               318.38316               2.2966158              0.20648141           1.8387932e-05            3.167444e-14   search-14/
