step,Re,converged,residual_norm,norm,shear,power,unstable_count,max_real,max_complex_real,max_complex_imag,hopf_period_estimate,state_path
1,300.0,true,3.322351895718153e-11,0.258106735185437,1.6189979060541109,1.6189979060541109,1,0.061981281487398066,-0.01949801274494476,-0.09525540965352915,65.96145384323376,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0001_Re300.00000000.asc
2,299.0,true,3.36466635651926e-11,0.2578180456254444,1.6177350474846333,1.6177350474846333,1,0.06187064221829993,-0.020133908219039414,-0.09512225792816503,66.05378640112346,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0002_Re299.00000000.asc
3,298.0,true,3.627226361092399e-11,0.25752375919983606,1.6164460246023864,1.6164460246023864,1,0.06175713620589283,-0.020785990359967317,-0.09498681511369285,66.14797327038531,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0003_Re298.00000000.asc
4,297.0,true,3.911326089733347e-11,0.2572237185202449,1.6151300848000847,1.6151300848000847,1,0.061640649925988396,-0.02145453218577075,-0.094849075655827,66.24403309926808,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0004_Re297.00000000.asc
5,296.0,true,4.2185160009035865e-11,0.25691776344294953,1.6137864661495076,1.6137864661495076,1,0.061521067643060874,-0.02213979694577397,-0.09470904501879811,66.3419772201534,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0005_Re296.00000000.asc
6,295.0,true,4.550788010805881e-11,0.2566057310726314,1.6124143978943208,1.6124143978943208,1,0.06139827147312849,-0.022842036127038917,-0.09456674209473301,66.4418078491628,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0006_Re295.00000000.asc
7,294.0,true,4.909867537771278e-11,0.2562874560375848,1.6110131022485357,1.6110131022485357,1,0.0612721416079256,-0.023561487351359302,-0.09442220207509844,66.54351592205266,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0007_Re294.00000000.asc
8,293.0,true,5.2979711345872405e-11,0.25596277082720365,1.6095817965337196,1.6095817965337196,1,0.0611425565935197,-0.024298372312581182,-0.09427547972044951,66.64707860210109,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0008_Re293.00000000.asc
9,292.0,true,5.7176009154498513e-11,0.2556315062012442,1.6081196957025947,1.6081196957025947,1,0.061009393671817194,-0.025052894824719195,-0.09412665304028094,66.7524564428179,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0009_Re292.00000000.asc
10,291.0,true,6.170441987034455e-11,0.2552934916818924,1.6066260153042529,1.6066260153042529,1,0.06087252919453172,-0.025825239062855512,-0.09397582738265668,66.85959019648018,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0010_Re291.00000000.asc
11,290.0,true,6.659259895502469e-11,0.25494855614098083,1.605099974951858,1.605099974951858,1,0.06073183912045428,-0.026615568089067215,-0.09382313991772015,66.9683972705426,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0011_Re290.00000000.asc
12,289.0,true,7.186261342358582e-11,0.2545965284966197,1.6035408023630193,1.6035408023630193,1,0.060587199608216735,-0.027424022762724674,-0.09366876448075641,67.07876784763637,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0012_Re289.00000000.asc
13,288.0,true,7.753674452909556e-11,0.2542372385352127,1.6019477380504474,1.6019477380504474,1,0.060438487718272337,-0.028250721137365393,-0.09351291671966919,67.19056070099033,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0013_Re288.00000000.asc
14,287.0,true,8.36450365348433e-11,0.25387051787709564,1.6003200407509395,1.6003200407509395,1,0.06028558223941031,-0.02909575844321933,-0.09335585946991287,67.30359875487578,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0014_Re287.00000000.asc
15,286.0,true,9.02091317015389e-11,0.2534962011063612,1.5986569936909136,1.5986569936909136,1,0.060128364656944676,-0.029959207744057297,-0.09319790825856096,67.41766445817657,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0015_Re286.00000000.asc
16,285.0,true,9.725251914450376e-11,0.25311412708781633,1.5969579117972081,1.5969579117972081,1,0.05996672028136341,-0.03084112133841594,-0.0930394368206693,67.53249505680301,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0016_Re285.00000000.asc
17,284.0,true,1.2739710325511293e-15,0.2527241396695539,1.5952221462507241,1.5952221462507241,1,0.059800538862301335,-0.03174153352243733,-0.0928808824111725,67.64777792877419,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0017_Re284.00000000.asc
18,283.0,true,2.5653190176851238e-15,0.2523260926875923,1.5934491085217388,1.5934491085217388,1,0.059629718823288096,-0.032660461334681895,-0.09272275130556545,67.76314570814999,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/restartable_eq_branch_Re300_120_dRe1/states/xeq_step0018_Re283.00000000.asc
