                     %Re                     obs                       s                guesserr                   error     directory
                   300.1               1.3656703                       0                       0           2.4630575e-16  ./initial-2/
                     300               1.3657138                       0                       0           5.4152504e-15  ./initial-1/
                   299.9               1.3657575                       0                       0           2.4241244e-16  ./initial-0/
               270.09207               1.3818922              0.10039452           9.9981309e-06           8.5659311e-15   search-0/
               252.72633               1.3950561              0.15907737           1.8029209e-05           1.4333357e-14   search-1/
               238.39598                1.408849              0.20790115           1.7904579e-05           1.1770065e-14   search-2/
               224.17268               1.4259085              0.25693007           1.8109282e-05           2.2673711e-14   search-3/
                 212.242               1.4433935              0.29870904           1.7236582e-05           6.0845125e-15   search-4/
                200.4856               1.4639463               0.3406873           1.9687367e-05           2.0275727e-14   search-5/
               190.75278                1.483718              0.37621362           1.7387703e-05           5.0857277e-15   search-6/
               181.21857               1.5056286               0.4118142           1.8377196e-05           3.5376625e-15   search-7/
               173.02467               1.5265031              0.44311309           1.6536325e-05           5.0890119e-15   search-8/
               165.00696               1.5488155              0.47443688           1.7933165e-05           8.2496761e-15   search-9/
                158.1575               1.5695276              0.50184634           1.6660343e-05           4.4210591e-15   search-10/
               151.46328               1.5916727              0.52942977           1.8802477e-05           8.4666252e-15   search-11/
               145.94175               1.6120627              0.55312892            1.725899e-05           4.6236702e-15   search-12/
                140.6328               1.6347983              0.57742506           1.9431811e-05           5.7433602e-15   search-13/
               136.43625                1.656885              0.59880779           1.7379584e-05           3.5911759e-14   search-14/
               132.68513               1.6833838              0.62189056           1.8514463e-05           5.3679169e-14   search-15/
               130.03634               1.7124667              0.64494346           1.6280883e-05           6.1170819e-14   search-16/
               128.48431               1.7473804              0.67102606           1.8964143e-05           2.9950804e-14   search-17/
               128.30505               1.7885136              0.70115048            1.668393e-05           2.9895586e-15   search-18/
               128.94158               1.8174061              0.72241223           1.8570008e-05           7.5543521e-16   search-19/
               130.20956               1.8498372              0.74653205           1.7785177e-05           1.5672228e-16   search-20/
               132.05781                1.884269              0.77248546           1.6176779e-05           7.1355501e-14   search-21/
               134.40764               1.9199098              0.79973239           1.5342111e-05           3.8131366e-14   search-22/
                137.1769               1.9561679              0.82784022           1.3419519e-05            2.279498e-14   search-23/
               140.29671               1.9926528              0.85650787           1.1333088e-05           1.6070787e-14   search-24/
               144.22093               2.0342739              0.88967222           1.2103677e-05           1.8666051e-14   search-25/
                148.4831               2.0756848              0.92315736            1.126406e-05            4.808324e-15   search-26/
               153.63908               2.1218744              0.96109457           1.2304217e-05           6.7579343e-15   search-27/
               159.14257               2.1675168              0.99921866           1.1459743e-05           8.1637158e-15   search-28/
               164.96896               2.2125396               1.0374806           1.0203666e-05           1.1155839e-14   search-29/
               172.15232               2.2642564               1.0822838           1.1804424e-05           6.3148601e-15   search-30/
               179.72499               2.3150867                1.127255           1.1723732e-05           4.8328022e-15   search-31/
                187.6607               2.3650757               1.1724158           1.0918839e-05           4.7526567e-15   search-32/
               196.99614               2.4204738               1.2235405           1.2299276e-05           2.5764175e-15   search-33/
               206.70513               2.4750612               1.2749698           1.2583366e-05           2.5461401e-15   search-34/
               216.73297               2.5290075               1.3267152            1.250158e-05           8.1608378e-15   search-35/
               227.02078               2.5824648               1.3787548           1.2162171e-05           2.8831457e-15   search-36/
               237.51214               2.6355639               1.4310486           1.1784513e-05           4.0392737e-15   search-37/
               248.15716               2.6884091               1.4835492           1.1184936e-05           2.4114576e-15   search-38/
               258.91458               2.7410819               1.5362113            1.034264e-05           2.5723361e-15   search-39/
               271.34059               2.8013204               1.5967184           1.2031003e-05           5.2431242e-15   search-40/
               283.83724               2.8614913               1.6573509            1.193468e-05           3.3107731e-15   search-41/
               296.37882               2.9216258               1.7180671           1.1023758e-05           4.3174455e-15   search-42/
                310.5539                2.989381               1.7865791           1.2258414e-05           4.5805611e-15   search-43/
               324.75357               3.0570282               1.8550904           1.2237491e-05           7.5665616e-15   search-44/
               338.97796               3.1244678               1.9235491           1.1803057e-05           8.9852452e-15   search-45/
               353.23798               3.1915476               1.9919004           1.1319143e-05           8.3778886e-15   search-46/
               367.55589               3.2580458               2.0600813           1.1263972e-05            1.019287e-14   search-47/
               381.96712               3.3236449               2.1280133            1.161929e-05           5.9634077e-15   search-48/
                396.5237               3.3879143               2.1956072           1.2372548e-05           8.8233949e-15   search-49/
