physical_id,case,group,direction,step,Re,input
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,1,300.02,1.3057168
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,2,300.0,1.3057358
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,3,299.98,1.3057548
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,4,273.1756,1.3336782
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,5,260.38411,1.3478233
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,6,250.15364,1.3582411
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,7,243.24141,1.3642234
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,8,237.66555,1.3683238
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,9,233.43967,1.3711386
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,10,230.73591,1.3729144
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,11,228.64722,1.3743278
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,12,227.68893,1.3760286
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,13,227.16256,1.3777208
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,14,226.34423,1.380393
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,15,210.85242,1.4428659
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,16,202.908,1.4873831
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,17,196.14628,1.5362349
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,18,190.66821,1.5872403
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,19,186.37972,1.6384081
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,20,183.08528,1.688409
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,21,180.5736,1.7366167
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,22,178.41507,1.7897861
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,23,176.71113,1.8457137
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,24,175.46219,1.9029905
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,25,174.62813,1.9606163
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,26,174.17884,2.0135877
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,27,174.08519,2.1342644
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,28,174.69703,2.2237729
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,29,175.88933,2.3206567
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,30,177.63221,2.4218456
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,31,179.8821,2.5259699
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,32,182.59244,2.6320672
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,33,185.72082,2.7394686
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,34,189.23158,2.8477049
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,35,193.60253,2.9700473
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,36,198.3924,3.0927369
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,37,203.57976,3.2155345
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,38,209.14955,3.3382425
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,39,215.36241,3.4660874
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,40,221.97266,3.5934527
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,41,228.98481,3.7203383
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,42,236.40633,3.8467354
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,43,244.2466,3.9726226
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,44,252.51654,4.0979641
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,45,261.22884,4.2227088
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,46,270.39903,4.3467866
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,47,280.04752,4.4701039
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,48,290.20299,4.5925328
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,49,300.90763,4.7138924
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,50,312.22551,4.8339112
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,51,324.17748,4.9514009
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,52,336.86847,5.0652917
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,minus,53,348.91189,5.1620126
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,plus,1,299.98,1.3057548
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,plus,2,300.0,1.3057358
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,plus,3,300.02,1.3057168
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,plus,4,327.35395,1.2824891
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,plus,5,343.64327,1.2710431
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,plus,6,360.00317,1.2610612
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,plus,7,378.65615,1.2512496
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,plus,8,397.35832,1.2428278
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,plus,9,418.77608,1.2346418
re300_lx2pi_lzpi_002,re300_lx2pi_lzpi,D,plus,10,440.2277,1.227759
