                     %Re                     obs                       s                guesserr                   error     directory
                  300.02               4.7041213                       0                       0           6.9031986e-16  ./initial-2/
                     300               4.7039005                       0                       0           2.8024157e-15  ./initial-1/
                  299.98               4.7036797                       0                       0           3.7531967e-16  ./initial-0/
               278.08506               4.4455914             0.091388219           1.4033127e-05           1.1049099e-15   search-0/
               267.13479               4.3034211              0.13877811           1.7788158e-05           1.5629622e-14   search-1/
               256.46716               4.1554067              0.18626025           1.8083857e-05           6.0652325e-15   search-2/
               246.10379               4.0014023              0.23385455           1.5991682e-05           6.2563584e-15   search-3/
               236.07026               3.8411715              0.28159225           1.7985713e-05           3.6712912e-15   search-4/
               227.47865               3.6937335              0.32404939            1.635261e-05           5.0921948e-15   search-5/
               219.19964               3.5410121              0.36666021           1.6841907e-05           6.4804948e-16   search-6/
               211.26495               3.3827516              0.40945626           1.8680022e-05           3.5352936e-15   search-7/
               204.71262               3.2411934              0.44664053           1.6857191e-05           2.8638495e-15   search-8/
               198.47818               3.0948455               0.4840548           1.7804498e-05           3.7810296e-15   search-9/
               193.28078                2.961419              0.51729216           1.6446032e-05           3.6087145e-15   search-10/
               188.40424               2.8231278              0.55088598           1.8363586e-05           4.4390192e-15   search-11/
               184.52536               2.6998938              0.58010111            1.700295e-05            4.502519e-15   search-12/
               180.98329               2.5709814               0.6099417           1.9463981e-05           9.4778399e-15   search-13/
               178.37318               2.4584293              0.63540179           1.7738235e-05           1.5645771e-15   search-14/
               176.39588               2.3530605              0.65875162           1.6553431e-05           4.3391762e-15   search-15/
               174.97053               2.2501136              0.68114685           1.6231183e-05           2.5462595e-16   search-16/
               174.11052               2.1404523              0.70463529           1.6821558e-05           8.9421976e-15   search-17/
               174.01953               2.1132687              0.71042218           2.4722899e-06            3.086434e-16   search-20/
               173.99196               2.0979094              0.71368872           3.4743639e-07           1.2062752e-14   search-23/
               173.98832               2.0699841              0.71962535           4.6143267e-07           4.7228485e-14   search-24/
               174.16088               2.0167148              0.73096444           2.1678078e-06           7.1475812e-15   search-25/
               174.78849               1.9471749              0.74589518           7.1985093e-06           5.4618985e-14   search-26/
                175.8862               1.8810909              0.76041263           9.8743309e-06           2.9798496e-14   search-27/
                177.5189               1.8170439              0.77507575           9.6690557e-06           1.4624671e-14   search-28/
                179.8892               1.7519861              0.79100407             9.10013e-06           7.3399851e-15   search-29/
               183.10564               1.6880606              0.80831403           9.2596754e-06           9.1747427e-16   search-30/
               186.98923               1.6303291              0.82615248             1.24342e-05           2.7295268e-16   search-31/
               191.45034               1.5791274              0.84458099           1.7856705e-05           7.5051699e-15   search-32/
               195.71822                1.539786              0.86108358           1.6765457e-05             8.65504e-16   search-33/
               200.24403               1.5051622              0.87786952           1.5221943e-05            1.043499e-15   search-34/
               204.95606               1.4747937              0.89485138           1.3306041e-05           1.0452561e-15   search-35/
               209.80228               1.4481367              0.91197061           1.1574426e-05           3.9909337e-15   search-36/
               215.39332               1.4218272               0.9314286           1.2228914e-05           2.3150035e-15   search-37/
                221.0724                1.398918              0.95097534           1.1146198e-05            1.801225e-15   search-38/
               227.63434               1.3762031              0.97337518           1.2075511e-05           4.5862946e-15   search-39/
               234.25387               1.3565242              0.99583337           1.0796571e-05           1.9657659e-16   search-40/
               241.98264               1.3368024               1.0219348           1.1858602e-05           4.6085016e-16   search-41/
               249.74943               1.3198001               1.0480753           1.0584483e-05            6.349894e-16   search-42/
               258.86679               1.3026987               1.0786832           1.1744491e-05           2.2337621e-15   search-43/
               268.00918               1.2880216               1.1093171           1.0463073e-05           2.8812862e-16   search-44/
               278.77806               1.2732458               1.1453505           1.1674634e-05           6.5822916e-16   search-45/
               289.56324               1.2606136               1.1814013           1.0383563e-05           1.1205821e-15   search-46/
                302.3003                1.247896               1.2239442           1.1624999e-05           1.0577236e-14   search-47/
               315.04783                1.237057               1.2664984           1.0320646e-05           1.8109254e-15   search-48/
               330.14027               1.2261407                 1.31686           1.1581397e-05           6.8663078e-15   search-49/
