      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02       0.41965      0.538711      0.153761      0.195859      0.208481     0.0620031             0             0       3.70412       1.85206      -1.85206       3.70412
     300      0.419643        0.5387      0.153759      0.195859      0.208481     0.0620027             0             0        3.7039       1.85195      -1.85195        3.7039
  299.98      0.419636      0.538689      0.153758      0.195859      0.208482     0.0620023             0             0       3.70368       1.85184      -1.85184       3.70368
 278.085      0.410508      0.525135      0.151331      0.195872      0.208894     0.0612668             0             0       3.44559        1.7228       -1.7228       3.44559
 267.135      0.404855      0.516929      0.149622       0.19548      0.208765      0.060599             0             0       3.30342       1.65171      -1.65171       3.30342
 256.467       0.39848       0.50782      0.147546      0.194735      0.208327     0.0596917             0             0       3.15541        1.5777       -1.5777       3.15541
 246.104      0.391305      0.497731      0.145046      0.193558      0.207507      0.058503             0             0        3.0014        1.5007       -1.5007        3.0014
  236.07      0.383242      0.486583      0.142055      0.191849      0.206221     0.0569855             0             0       2.84117       1.42059      -1.42059       2.84117
 227.479      0.375272      0.475745      0.138931      0.189799      0.204613     0.0553253             0             0       2.69373       1.34687      -1.34687       2.69373
   219.2      0.366449      0.463936      0.135302      0.187151      0.202479      0.053332             0             0       2.54101       1.27051      -1.27051       2.54101
 211.265      0.356675      0.451069      0.131098      0.183803      0.199721     0.0509703             0             0       2.38275       1.19138      -1.19138       2.38275
 204.713      0.347363      0.438997       0.12694      0.180252      0.196743     0.0486044             0             0       2.24119        1.1206       -1.1206       2.24119
 198.478      0.337137      0.425923      0.122228       0.17599      0.193109     0.0459121             0             0       2.09485       1.04742      -1.04742       2.09485
 193.281      0.327242      0.413434      0.117549      0.171548      0.189259     0.0432466             0             0       1.96142      0.980709     -0.980709       1.96142
 188.404      0.316359      0.399856      0.112297      0.166345      0.184677     0.0402813             0             0       1.82313      0.911564     -0.911564       1.82313
 184.525       0.30607      0.387145      0.107256      0.161158      0.180035     0.0374756             0             0       1.69989      0.849947     -0.849947       1.69989
 180.983      0.294645      0.373152      0.101601      0.155133      0.174557     0.0343891             0             0       1.57098      0.785491     -0.785491       1.57098
 178.373      0.284056      0.360272     0.0963301      0.149335        0.1692     0.0315803             0             0       1.45843      0.729215     -0.729215       1.45843
 176.396      0.273564      0.347574      0.091102      0.143414      0.163649     0.0288672             0             0       1.35306       0.67653      -0.67653       1.35306
 174.971      0.262711      0.334489     0.0857086      0.137134      0.157675     0.0261516             0             0       1.25011      0.625057     -0.625057       1.25011
 174.111      0.250418      0.319707     0.0796408      0.129857      0.150646     0.0232055             0             0       1.14045      0.570226     -0.570226       1.14045
  174.02      0.247242      0.315893     0.0780836      0.127953      0.148788     0.0224691             0             0       1.11327      0.556634     -0.556634       1.11327
 173.992      0.245424       0.31371     0.0771943      0.126859      0.147717     0.0220523             0             0       1.09791      0.548955     -0.548955       1.09791
 173.988      0.242074      0.309687     0.0755598      0.124836       0.14573     0.0212932             0             0       1.06998      0.534992     -0.534992       1.06998
 174.161      0.235513      0.301812     0.0723777      0.120847      0.141788     0.0198425             0             0       1.01671      0.508357     -0.508357       1.01671
 174.788      0.226594      0.291104     0.0680953      0.115374      0.136326     0.0179481             0             0      0.947175      0.473587     -0.473587      0.947175
 175.886      0.217713      0.280435      0.063888      0.109874      0.130777      0.016154             0             0      0.881091      0.440545     -0.440545      0.881091
 177.519      0.208693      0.269587     0.0596798      0.104244      0.125032     0.0144284             0             0      0.817044      0.408522     -0.408522      0.817044
 179.889      0.199072      0.257997     0.0552713     0.0981956       0.11879     0.0126973             0             0      0.751986      0.375993     -0.375993      0.751986
 183.106      0.189122      0.245983     0.0508059     0.0918993      0.112212     0.0110267             0             0      0.688061       0.34403      -0.34403      0.688061
 186.989      0.179665      0.234534     0.0466574     0.0858799      0.105846    0.00955227             0             0      0.630329      0.315165     -0.315165      0.630329
  191.45      0.170861      0.223849     0.0428844     0.0802473      0.099817     0.0082787             0             0      0.579127      0.289564     -0.289564      0.579127
 195.718      0.163805      0.215263      0.039924     0.0757111     0.0949097     0.0073261             0             0      0.539786      0.269893     -0.269893      0.539786
 200.244      0.157365      0.207409     0.0372731     0.0715535     0.0903697    0.00650918             0             0      0.505162      0.252581     -0.252581      0.505162
 204.956      0.151526      0.200273     0.0349113     0.0677669     0.0861982    0.00581115             0             0      0.474794      0.237397     -0.237397      0.474794
 209.802      0.146243      0.193804     0.0328085      0.064325      0.082375     0.0052141             0             0      0.448137      0.224068     -0.224068      0.448137
 215.393      0.140875      0.187219     0.0307041     0.0608093     0.0784376    0.00464051             0             0      0.421827      0.210914     -0.210914      0.421827
 221.072      0.136067      0.181311     0.0288463     0.0576428     0.0748622    0.00415479             0             0      0.398918      0.199459     -0.199459      0.398918
 227.634      0.131171      0.175284     0.0269787     0.0543966     0.0711672    0.00368684             0             0      0.376203      0.188102     -0.188102      0.376203
 234.254      0.126818      0.169919     0.0253381       0.05149     0.0678321    0.00329324             0             0      0.356524      0.178262     -0.178262      0.356524
 241.983      0.122349      0.164401     0.0236702     0.0484804      0.064351    0.00291063             0             0      0.336802      0.168401     -0.168401      0.336802
 249.749      0.118405      0.159525     0.0222111     0.0458003     0.0612262      0.002591             0             0        0.3198        0.1599       -0.1599        0.3198
 258.867      0.114349      0.154505     0.0207209     0.0430166     0.0579547    0.00227978             0             0      0.302699      0.151349     -0.151349      0.302699
 268.009      0.110796      0.150101     0.0194217     0.0405502      0.055033    0.00202152             0             0      0.288022      0.144011     -0.144011      0.288022
 278.778       0.10715      0.145574     0.0180923     0.0379883     0.0519739    0.00177044             0             0      0.273246      0.136623     -0.136623      0.273246
 289.563      0.103976      0.141629     0.0169367     0.0357295     0.0492551    0.00156345             0             0      0.260614      0.130307     -0.130307      0.260614
   302.3      0.100729      0.137586     0.0157532      0.033386     0.0464118    0.00136279             0             0      0.247896      0.123948     -0.123948      0.247896
 315.048     0.0979193      0.134082      0.014727     0.0313293     0.0438963    0.00119841             0             0      0.237057      0.118528     -0.118528      0.237057
  330.14     0.0950519        0.1305     0.0136755     0.0291989     0.0412694    0.00103959             0             0      0.226141       0.11307      -0.11307      0.226141
