                     %Lz                     obs                       s                guesserr                   error     directory
               2.5904256               2.4212956                       0                       0           7.4777835e-14  ./initial-2/
               2.5879256               2.4175373                       0                       0           1.9591473e-15  ./initial-1/
               2.5854256               2.4137536                       0                       0           5.6443949e-14  ./initial-0/
               2.5138586               2.2933483             0.058806665           1.3064097e-05           1.1171478e-15   search-0/
               2.4781955                2.222719             0.091109028           1.7142733e-05           4.3156997e-15   search-1/
               2.4460914               2.1506002               0.1234171           1.7263328e-05           5.3714545e-15   search-2/
               2.4175528               2.0763366              0.15605524           1.5650171e-05            3.671217e-15   search-3/
               2.3929275               1.9985263              0.18961811           1.8769834e-05            1.443565e-14   search-4/
               2.3760621               1.9286134              0.21926238           1.7637036e-05           4.3553391e-14   search-5/
               2.3651491               1.8588045              0.24844469           1.6842482e-05           1.0666503e-15   search-6/
               2.3622692               1.8230354              0.26328218           5.7881521e-06           1.0886755e-15   search-8/
               2.3617329               1.8098621              0.26873517           8.4027872e-07           7.2157529e-14   search-11/
               2.3615026                1.789957              0.27696927           1.1574087e-06           2.4579333e-15   search-12/
                2.363133               1.7525519              0.29245447           2.7024882e-06           5.4586982e-14   search-13/
               2.3693839               1.7066447              0.31159671           7.4710973e-06           1.8429602e-14   search-14/
               2.3805081               1.6634127              0.32998877            9.835435e-06           2.3808528e-14   search-15/
               2.3970836               1.6223693              0.34813409            9.727695e-06           5.6444459e-14   search-16/
               2.4205899               1.5825854              0.36693077           9.3832218e-06           2.0456322e-14   search-17/
               2.4517635               1.5454077              0.38646519           9.5753454e-06           1.9378848e-14   search-18/
               2.4898114               1.5127139              0.40644115           1.1445911e-05           2.9066079e-15   search-19/
                2.534098               1.4847348              0.42710009           1.4927507e-05           5.3002849e-15   search-20/
               2.5834055               1.4614118              0.44845625           1.7115202e-05            2.820155e-15   search-21/
               2.6362977               1.4423425              0.47036364            1.646183e-05           6.0562254e-15   search-22/
               2.6915314               1.4269094              0.49264075           1.3732858e-05           5.0076126e-15   search-23/
               2.7482261               1.4144619              0.51514506           1.0498377e-05           4.2625479e-15   search-24/
               2.8187027               1.4024792               0.5428253           1.1122834e-05           5.4732225e-15   search-25/
               2.9007279               1.3921122              0.57480945           1.1965581e-05           2.9980568e-15   search-26/
               2.9940418               1.3837668               0.6110317           1.2213677e-05           6.7151737e-15   search-27/
               3.1012985               1.3775676                0.652556           1.2013881e-05           1.3007616e-14   search-28/
               3.2254025               1.3738655              0.70053545           1.1887654e-05           5.2374579e-15   search-29/
               3.3691918                1.373262              0.75609764           1.1845103e-05           6.0790944e-15   search-30/
               3.5357103               1.3766623              0.82045739           1.1835513e-05           2.8213955e-15   search-31/
               3.7275093               1.3854033              0.89465857           1.1908859e-05           4.5253238e-15   search-32/
               3.9437009               1.4012472              0.97845383           1.2237821e-05           3.1255419e-15   search-33/
               4.1594612               1.4239175               1.0623514           1.1675237e-05           4.7035652e-15   search-34/
               4.3745256                1.454957               1.1464404           1.3061502e-05           1.4753163e-14   search-35/
               4.5884006               1.4980787               1.2309868           1.8229266e-05           7.3353329e-14   search-36/
               4.7490453               1.5446947               1.2959875           1.9788159e-05           6.1051257e-14   search-37/
               4.8528444               1.5883706               1.3399775           1.6677179e-05           1.5862517e-16   search-38/
               4.9341135               1.6412458               1.3782465           1.8342461e-05           1.7608308e-16   search-39/
               4.9803747               1.6958128               1.4070391             1.70314e-05           2.7617045e-15   search-40/
               4.9924488               1.7225548               1.4190444            5.937316e-06           4.0575206e-16   search-42/
               4.9980943               1.7441198               1.4282275            2.155134e-06           2.5579602e-14   search-44/
               5.0000497               1.7911277               1.4476867           4.7894644e-06           1.4842467e-15   search-45/
                  4.9853               1.8561827               1.4751933           8.5568741e-06           9.5600408e-16   search-46/
               4.9500358                1.935909               1.5108759            1.716462e-05           2.1708609e-15   search-47/
               4.9157895               1.9982564               1.5398624           1.6505049e-05           3.1394591e-16   search-48/
               4.8765232                2.066781               1.5720128            1.493736e-05           4.5959668e-16   search-49/
               4.8359085               2.1424898               1.6070416           1.5508132e-05           4.3478894e-16   search-50/
               4.8032555               2.2157592               1.6398706           1.7230472e-05            3.474765e-16   search-51/
               4.7808715               2.2858371               1.6701208           1.8513702e-05           5.7170259e-16   search-52/
               4.7686466                2.359002               1.7007515           1.9423874e-05           2.8008545e-14   search-53/
               4.7670427               2.3904403               1.7137705           6.1992389e-06           2.5002485e-16   search-55/
               4.7679253               2.4318407                1.730899           8.0533715e-06           5.9466126e-14   search-56/
               4.7722153               2.4813842               1.7514593           9.9870453e-06            3.135686e-16   search-57/
               4.7800302               2.5514753               1.7806089           1.9293313e-05            1.868178e-15   search-58/
               4.7848714               2.6088002               1.8043947           1.8559235e-05           5.4857825e-15   search-59/
               4.7871112               2.6446855               1.8192636           1.7510987e-05           6.9327697e-14   search-60/
               4.7887458               2.6711909               1.8302456           1.2835269e-05           1.3589982e-15   search-61/
                4.791258               2.7038753               1.8438001           1.2482401e-05           4.8671506e-16   search-62/
               4.7947949               2.7357573               1.8570585           1.2188426e-05            2.850967e-16   search-63/
               4.7993997                 2.76496               1.8692684           1.0967622e-05           2.3185805e-14   search-64/
               4.8052965                2.793282               1.8812032           1.0521521e-05           6.0465916e-15   search-65/
               4.8125732               2.8222398                1.893507           1.2293659e-05            5.419371e-14   search-66/
               4.8210656               2.8557599               1.9077554           1.8774984e-05           2.6825813e-15   search-67/
               4.8234397               2.8687224               1.9131952           6.3783022e-06           8.4597544e-15   search-69/
