                     %Re                     obs                       s                guesserr                   error     directory
                  300.02               1.3323996                       0                       0           5.7722585e-14  ./initial-2/
                     300               1.3324238                       0                       0           8.8705369e-16  ./initial-1/
                  299.98               1.3324479                       0                       0           2.5394189e-16  ./initial-0/
               275.03422               1.3688522             0.087595282           1.4087921e-05           1.4776375e-14   search-0/
               262.91702               1.3925728              0.13173526           1.8102478e-05            5.747752e-15   search-1/
               251.11032               1.4213603              0.17663137           1.9005275e-05           6.1347772e-15   search-2/
                239.8261               1.4562338              0.22245544           1.6874321e-05           1.3542127e-14   search-3/
               229.31622               1.4980905              0.26951011           1.7397324e-05           9.1402782e-15   search-4/
               219.89799               1.5470765              0.31785496           1.5857656e-05           2.3253398e-15   search-5/
               211.87825               1.6019129              0.36693029           1.4470799e-05           5.0623838e-15   search-6/
               205.41086               1.6598902              0.41549054           1.7111094e-05            4.252694e-14   search-7/
                200.4039               1.7180869              0.46224804           1.9477772e-05           2.1553295e-16   search-8/
               196.59419               1.7746526              0.50655991           1.7872418e-05           3.5476748e-14   search-9/
               193.69473               1.8289018              0.54840599           1.4127096e-05           7.4275493e-14   search-10/
               191.47353               1.8807699              0.58803149           1.0493919e-05           2.4098302e-14   search-11/
               189.45245               1.9406805                0.633497           1.1137824e-05           6.8969168e-14   search-12/
                187.8254               2.0045084              0.68170666           1.1975649e-05           3.7392657e-14   search-13/
               186.61884               2.0700943              0.73109369           1.2082561e-05           2.1829118e-16   search-14/
               185.79598               2.1366855              0.78114635           1.1639049e-05           2.2559551e-16   search-15/
               185.33633               2.1992967              0.82816181           1.1067326e-05           1.7689436e-14   search-16/
               185.22208               2.3414257                0.934832            1.241112e-05           1.8135775e-16   search-17/
               185.80556               2.4444163               1.0121521           1.7085436e-05            2.666676e-16   search-18/
               186.94907               2.5548838               1.0951469           1.6840365e-05            5.300368e-14   search-19/
               188.62809               2.6693302               1.1812224           1.4525402e-05           1.5828316e-14   search-20/
               190.80914               2.7862618               1.2692817           1.3664935e-05            6.979875e-15   search-21/
               193.45882               2.9046933               1.3586037           1.2438262e-05           2.6507901e-15   search-22/
               196.54896               3.0239767               1.4487179           1.1196328e-05           1.5995808e-15   search-23/
                200.0579               3.1436806               1.5393153            1.007141e-05           9.8154716e-16   search-24/
               204.39928               3.2759614               1.6396428           1.0919729e-05           4.9640477e-16   search-25/
               209.21947               3.4081505                1.740145           1.0781272e-05           1.2972317e-15   search-26/
               214.51131               3.5400607               1.8407043           1.0252836e-05           1.4404283e-15   search-27/
               220.23885               3.6708195               1.9406802           9.4731842e-06           2.7364069e-16   search-28/
               226.43299               3.8010845               2.0406021            8.928835e-06           4.8987133e-16   search-29/
               233.10209               3.9308306               2.1404834           8.5411445e-06           6.4913656e-16   search-30/
               240.25735               4.0600135               2.2403273           8.2532568e-06           1.5184041e-15   search-31/
                247.9135               4.1885723               2.3401303            8.011861e-06           1.0653674e-15   search-32/
               256.08997               4.3164282               2.4398832           7.7962466e-06           1.5450423e-15   search-33/
               264.81268               4.4434794               2.5395711           7.6074959e-06           3.2879274e-15   search-34/
               274.11667               4.5695916               2.6391714           7.4756129e-06           1.1943074e-15   search-35/
               284.05026               4.6945774               2.7386473           7.4750009e-06           1.7996862e-15   search-36/
               294.68205               4.8181563               2.8379349           7.7621944e-06            3.514614e-15   search-37/
               306.11418               4.9398674               2.9369106           8.6686573e-06           5.1178792e-15   search-38/
               318.37874               5.0576667                3.034315           1.0729708e-05           6.5991171e-15   search-39/
               331.64912               5.1692751                3.129041           1.5486614e-05           1.8654703e-14   search-40/
               343.29882               5.2512615               3.2018016           1.8367648e-05           3.6978613e-14   search-41/
                352.9884               5.3042928               3.2530587           1.9857206e-05           6.4863192e-16   search-42/
               359.80493               5.3295211               3.2826354           1.6865229e-05           8.4039361e-14   search-43/
               365.80935                5.338586               3.3037748           1.8983839e-05            4.537985e-16   search-44/
               369.95851               5.3330695               3.3182117           1.7084687e-05           4.4134731e-16   search-45/
               373.59054               5.3152567               3.3362477           1.6760704e-05           9.7831396e-14   search-46/
               375.49914               5.2991056               3.3499374           1.6959779e-05           1.2400578e-15   search-47/
               376.77946               5.2853536                3.361106           1.2076938e-05           6.0958838e-16   search-48/
               378.64346               5.2618648               3.3797976           1.1733596e-05           4.3153742e-16   search-49/
