                     %Lz                     obs                       s                guesserr                   error     directory
               7.7132297               1.8406729                       0                       0           2.6991037e-15  ./initial-2/
               7.7157297               1.8502102                       0                       0           3.4016496e-14  ./initial-1/
               7.7182297                1.862066                       0                       0           4.4130162e-15  ./initial-0/
                7.721216               1.9584731             0.020882619            1.327637e-05           2.5636283e-14   search-0/
               7.7160712               2.0171459             0.031967003           1.7038392e-05           5.2359823e-14   search-1/
               7.7122058               2.0769701             0.043186865           1.9459871e-05           3.7672411e-14   search-2/
               7.7141587               2.1371767             0.054485672           1.9564136e-05           1.7394537e-14   search-3/
               7.7226849               2.1877286             0.064124635           1.7333536e-05           1.2195814e-14   search-4/
               7.7383687               2.2373316             0.073894087           1.7764323e-05           8.5414384e-15   search-5/
               7.7607142                2.285385             0.083818584           1.9904894e-05           2.1704489e-14   search-6/
               7.7824942               2.3238223             0.092143878           1.7797223e-05           5.0335729e-14   search-7/
                7.801193               2.3565441             0.099478766            1.672591e-05           2.4576794e-14   search-8/
               7.8142067               2.3842744              0.10589379           1.6896361e-05           7.7105874e-14   search-9/
               7.8211564               2.4074417              0.11153865           1.6971009e-05           5.0322245e-14   search-10/
               7.8237612               2.4295105              0.11738617            1.918002e-05            3.524059e-14   search-11/
               7.8229601               2.4478003              0.12272836           1.6524438e-05           3.8472798e-14   search-12/
               7.8192028               2.4651585              0.12824865           1.5640202e-05           1.7242643e-14   search-13/
               7.8113441               2.4818523              0.13393327           1.5127968e-05           2.8949686e-14   search-14/
               7.7980766               2.4981659              0.13979125           1.4868653e-05            1.867263e-14   search-15/
               7.7791772               2.5143429              0.14584121           1.4755848e-05            1.260855e-14   search-16/
               7.7556879               2.5305911              0.15207306           1.4647108e-05           1.7187362e-14   search-17/
               7.7292047               2.5470801              0.15844377           1.3565794e-05           1.8830974e-14   search-18/
               7.7012113               2.5639596              0.16491309           1.1896691e-05           1.8518313e-14   search-19/
               7.6728881               2.5813643              0.17146152           1.1020914e-05           1.0791211e-14   search-20/
               7.6452434               2.5994186              0.17808763           1.1598382e-05           1.2888455e-14   search-21/
               7.6193769               2.6182489              0.18480322           1.3567183e-05           5.6085639e-15   search-22/
               7.5968877               2.6379595              0.19163474           1.7070382e-05           7.3222481e-15   search-23/
               7.5824602               2.6553454              0.19757961           1.7146902e-05            1.555501e-14   search-24/
               7.5757176               2.6706888              0.20297003           1.6467886e-05           1.7645629e-14   search-25/
               7.5772026               2.6850188              0.20859726           1.8444599e-05           4.4434154e-14   search-26/
               7.5867778               2.6955682              0.21389612           1.6360167e-05           2.1528077e-14   search-27/
               7.6035429               2.7030428              0.21958212           1.6659861e-05           3.3929455e-14   search-28/
               7.6222253               2.7066847              0.22490533           1.6505242e-05           3.4753804e-14   search-29/
               7.6414936               2.7075946              0.23044389           1.7287508e-05           2.5883594e-14   search-30/
               7.6568545               2.7059834              0.23616818           1.8925856e-05           3.0856233e-14   search-31/
               7.6606701               2.7030858              0.24100139           1.8230081e-05           3.6962575e-16   search-32/
               7.6521308               2.7000263              0.24544167           1.7132622e-05            2.704284e-16   search-33/
