      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02      0.386374      0.498771      0.134317      0.178204      0.193694     0.0497975             0             0       3.03851       1.51925      -1.51925       3.03851
     300      0.386379      0.498773      0.134323      0.178213      0.193702     0.0498026             0             0       3.03859       1.51929      -1.51929       3.03859
  299.98      0.386384      0.498775       0.13433      0.178222       0.19371     0.0498078             0             0       3.03867       1.51933      -1.51933       3.03867
 293.014       0.38834      0.499886      0.136847      0.181667      0.196683     0.0517301             0             0       3.07125       1.53563      -1.53563       3.07125
 289.484      0.389516      0.500659      0.138223      0.183521      0.198205     0.0527856             0             0       3.09038       1.54519      -1.54519       3.09038
 285.997      0.390769      0.501553      0.139606      0.185352      0.199676     0.0538452             0             0       3.10991       1.55495      -1.55495       3.10991
 282.527      0.392079      0.502561      0.140971      0.187115      0.201081     0.0548847             0             0       3.12903       1.56452      -1.56452       3.12903
  279.05      0.393437      0.503686      0.142303      0.188775      0.202417     0.0558859             0             0       3.14719       1.57359      -1.57359       3.14719
 275.546      0.394853      0.504954      0.143597      0.190313      0.203693      0.056839             0             0       3.16418       1.58209      -1.58209       3.16418
 272.623      0.396091      0.506148      0.144646       0.19149      0.204718      0.057591             0             0       3.17755       1.58877      -1.58877       3.17755
 270.067      0.397246      0.507332      0.145555      0.192447      0.205603     0.0582221             0             0       3.18906       1.59453      -1.59453       3.18906
 267.853      0.398331      0.508506      0.146353      0.193229      0.206377     0.0587569             0             0        3.1994        1.5997       -1.5997        3.1994
 266.009      0.399327       0.50963      0.147042      0.193857       0.20704      0.059202             0             0       3.20876       1.60438      -1.60438       3.20876
 264.531      0.400212      0.510661      0.147622      0.194352      0.207595      0.059565             0             0       3.21719       1.60859      -1.60859       3.21719
 263.396      0.400964      0.511559      0.148097      0.194731      0.208044     0.0598526             0             0       3.22452       1.61226      -1.61226       3.22452
 262.672      0.401485       0.51219      0.148416      0.194974      0.208344     0.0600421             0             0       3.22972       1.61486      -1.61486       3.22972
 262.196      0.401849      0.512635      0.148635      0.195135      0.208548     0.0601701             0             0       3.23342       1.61671      -1.61671       3.23342
 261.956      0.401876      0.512655       0.14867      0.195169      0.208597      0.060194             0             0        3.2328        1.6164       -1.6164        3.2328
 261.802      0.401785      0.512524       0.14864      0.195159      0.208591      0.060181             0             0       3.23067       1.61534      -1.61534       3.23067
 261.684      0.401714      0.512423      0.148617      0.195151      0.208586     0.0601709             0             0       3.22903       1.61452      -1.61452       3.22903
 243.984        0.3897      0.495497      0.144465      0.193249      0.207281     0.0582154             0             0       2.96852       1.48426      -1.48426       2.96852
 235.123      0.382415       0.48545      0.141738      0.191652       0.20607     0.0568202             0             0        2.8254        1.4127       -1.4127        2.8254
 226.593      0.374386       0.47455      0.138574       0.18955      0.204415      0.055132             0             0       2.67793       1.33896      -1.33896       2.67793
 218.424      0.365555      0.462751      0.134925      0.186862      0.202243     0.0531222             0             0       2.52609       1.26304      -1.26304       2.52609
 210.642      0.355842      0.449982      0.130732      0.183499      0.199468     0.0507629             0             0       2.36974       1.18487      -1.18487       2.36974
 204.094      0.346415      0.437776      0.126509      0.179871      0.196421     0.0483582             0             0       2.22723       1.11361      -1.11361       2.22723
 197.906      0.336116      0.424628       0.12175      0.175546      0.192726     0.0456394             0             0       2.08072       1.04036      -1.04036       2.08072
 192.116      0.324806      0.410381      0.116382      0.170411      0.188264     0.0425846             0             0       1.92972      0.964859     -0.964859       1.92972
  187.65      0.314493      0.397543      0.111388      0.165423      0.183857      0.039772             0             0       1.80026      0.900131     -0.900131       1.80026
 183.547      0.303154      0.383563      0.105817      0.159645      0.178668     0.0366838             0             0       1.66622      0.833111     -0.833111       1.66622
 180.418      0.292555      0.370603      0.100562      0.154004       0.17352     0.0338298             0             0       1.54825      0.774123     -0.774123       1.54825
 177.674      0.280693      0.356195      0.094654      0.147455      0.167446     0.0307023             0             0       1.42401      0.712004     -0.712004       1.42401
 175.816      0.269693      0.342902     0.0891757      0.141191      0.161544     0.0278872             0             0       1.31566      0.657828     -0.657828       1.31566
 174.585      0.258498       0.32942     0.0836231      0.134658      0.155296     0.0251256             0             0       1.21173      0.605863     -0.605863       1.21173
 174.219      0.252885      0.322672     0.0808542       0.13133      0.152078      0.023785             0             0        1.1619      0.580949     -0.580949        1.1619
 174.048      0.248471      0.317368     0.0786856      0.128691      0.149509     0.0227529             0             0       1.12373      0.561867     -0.561867       1.12373
 173.984      0.242708      0.310449     0.0758691       0.12522      0.146108     0.0214361             0             0       1.07524      0.537619     -0.537619       1.07524
  174.21      0.234475      0.300566     0.0718767      0.120213      0.141158     0.0196174             0             0       1.00845      0.504227     -0.504227       1.00845
 174.858      0.225893      0.290262     0.0677609      0.114941      0.135892      0.017803             0             0      0.941844      0.470922     -0.470922      0.941844
 175.944      0.217333      0.279979     0.0637095      0.109638      0.130537     0.0160794             0             0      0.878334      0.439167     -0.439167      0.878334
 177.553       0.20853       0.26939     0.0596044      0.104141      0.124927     0.0143981             0             0      0.815914      0.407957     -0.407957      0.815914
 179.821      0.199316       0.25829     0.0553818     0.0983492       0.11895     0.0127397             0             0      0.753593      0.376796     -0.376796      0.753593
 182.923      0.189625      0.246591     0.0510292     0.0922185      0.112548     0.0111082             0             0      0.691213      0.345607     -0.345607      0.691213
 186.837      0.179998      0.234939     0.0468021     0.0860928      0.106072    0.00960239             0             0      0.632317      0.316158     -0.316158      0.632317
 191.417      0.170921      0.223922     0.0429098     0.0802858     0.0998584    0.00828706             0             0      0.579469      0.289734     -0.289734      0.579469
 196.562      0.162532      0.213712     0.0393963     0.0748909     0.0940174    0.00716072             0             0      0.532848      0.266424     -0.266424      0.532848
 201.498      0.155734      0.205417     0.0366094     0.0704975       0.08921    0.00631015             0             0      0.496583      0.248291     -0.248291      0.496583
 206.692      0.149558      0.197865     0.0341242     0.0664866     0.0847797    0.00558493             0             0      0.464773      0.232387     -0.232387      0.464773
 212.072      0.143979      0.191028     0.0319169     0.0628444     0.0807209    0.00496811             0             0      0.436944      0.218472     -0.218472      0.436944
 217.587      0.138947      0.184852     0.0299563     0.0595421     0.0770102    0.00444264             0             0       0.41257      0.206285     -0.206285       0.41257
 223.991       0.13381      0.178534     0.0279825     0.0561493     0.0731661    0.00393576             0             0      0.388371      0.194186     -0.194186      0.388371
