                     %Re                     obs                       s                guesserr                   error     directory
                  300.02               4.0385062                       0                       0           4.7815345e-16  ./initial-2/
                     300               4.0385869                       0                       0           1.5700599e-15  ./initial-1/
                  299.98               4.0386677                       0                       0           5.9436347e-16  ./initial-0/
               293.01426                4.071253             0.024650666           1.3986514e-05           6.1947766e-15   search-0/
               289.48395               4.0903797             0.037335646           1.7824219e-05           1.8788121e-14   search-1/
               285.99743               4.1099058             0.049922957           1.7625465e-05           8.8740935e-15   search-2/
               282.52747               4.1290325             0.062421544           1.5064643e-05           6.6962136e-15   search-3/
               279.04951               4.1471884             0.074855879           1.6690526e-05           6.7819711e-15   search-4/
               275.54578               4.1641801             0.087269685           1.9532344e-05           1.8086662e-14   search-5/
               272.62293               4.1775496             0.097559585           1.7800275e-05           4.5586716e-15   search-6/
               270.06721               4.1890596              0.10654272           1.6756905e-05           3.8234041e-15   search-7/
               267.85327               4.1993961              0.11435375           1.6840471e-05            1.165008e-14   search-8/
               266.00907               4.2087625              0.12092404           1.7576661e-05           1.4075209e-14   search-9/
               264.53147               4.2171851               0.1262727           1.8360671e-05           5.3322425e-14   search-10/
               263.39574               4.2245177              0.13047134           1.9263963e-05           8.3694147e-14   search-11/
               262.67173               4.2297233              0.13320735           1.6792277e-05           7.8471327e-16   search-12/
               262.19582               4.2334235               0.1350393           1.6621899e-05           2.7045065e-14   search-13/
               261.95571               4.2328038              0.13585425           1.8846501e-05            8.215779e-16   search-14/
               261.80189               4.2306713              0.13659028           1.7505988e-05           2.4923301e-14   search-15/
               261.68365               4.2290307              0.13715628           1.9166895e-05           4.7112644e-16   search-16/
               243.98362               3.9685166              0.22457519           1.3826493e-05           2.4289324e-15   search-17/
               235.12264               3.8254039              0.27070701           1.7692068e-05           2.2725494e-15   search-18/
               226.59291               3.6779274              0.31698751           1.7851175e-05           5.9519928e-16   search-19/
               218.42357               3.5260865              0.36341064           1.5654331e-05           3.8131825e-16   search-20/
               210.64152               3.3697446              0.41001016           1.7675719e-05           4.9985339e-16   search-21/
               204.09396               3.2272284              0.45150263           1.6350406e-05            3.141724e-15   search-22/
               197.90591               3.0807246              0.49323291           1.7321483e-05           2.9945093e-15   search-23/
               192.11603               2.9297187              0.53531074           1.9991597e-05           4.4598202e-15   search-24/
                187.6502               2.8002615              0.57065368           1.7692781e-05           2.4789442e-15   search-25/
               183.54713                2.666223              0.60655073           1.9142015e-05           5.6391763e-15   search-26/
               180.41786               2.5482463              0.63756955           1.7280157e-05           1.2381319e-15   search-27/
               177.67444               2.4240077              0.66966287           1.9959477e-05           3.5189903e-15   search-28/
               175.81573               2.3156568              0.69719788           1.8126874e-05            4.384613e-14   search-29/
               174.58541                2.211726              0.72325707           1.7001358e-05           2.1970941e-16   search-30/
               174.21862               2.1618973              0.73565564           5.5217295e-06           4.4224396e-14   search-32/
               174.04829               2.1237335              0.74512247            2.024802e-06           2.1110313e-16   search-34/
               173.98429               2.0752382              0.75713235           5.2107865e-06           1.3208353e-16   search-35/
               174.21031               2.0084544              0.77368594           6.5285864e-06           1.8557391e-16   search-36/
               174.85764               1.9418438              0.79032002           9.2578971e-06           1.2762541e-14   search-37/
               175.94412               1.8783337              0.80645748           9.8419664e-06           1.1800816e-14   search-38/
               177.55348               1.8159141              0.82281779           9.5582419e-06           1.6320549e-14   search-39/
               179.82064               1.7535925              0.84000044           9.3457886e-06           1.0582071e-14   search-40/
                182.9227                1.691213              0.85858794           9.1862115e-06           6.9365055e-15   search-41/
               186.83711               1.6323167              0.87815645           9.6157777e-06           3.1813278e-15   search-42/
               191.41682               1.5794687              0.89826313           1.3111378e-05           4.1421857e-16   search-43/
               196.56174               1.5328483              0.91893608           1.7721648e-05           5.5685193e-15   search-44/
               201.49786               1.4965828              0.93768072           1.6416472e-05           7.2368403e-15   search-45/
               206.69182               1.4647735              0.95670134           1.4815958e-05           8.4818255e-15   search-46/
                212.0723               1.4369441              0.97591452           1.2947608e-05           5.9098061e-15   search-47/
                217.5874               1.4125699              0.99526351           1.1253414e-05           2.1420472e-15   search-48/
               223.99094               1.3883712               1.0174337           1.2105568e-05           3.7879313e-15   search-49/
