physical_id,case,group,direction,step,Re,input
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,1,300.02,1.5626072
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,2,300.0,1.562706
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,3,299.98,1.562805
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,4,291.6405,1.6290073
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,5,290.51836,1.6559749
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,6,290.42707,1.6790233
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,7,292.00062,1.7173299
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,8,295.75069,1.7554101
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,9,301.62149,1.7928103
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,10,309.22905,1.8287086
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,11,318.00271,1.862919
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,12,327.44904,1.8957442
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,13,340.44765,1.9370016
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,14,356.19426,1.9805074
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,15,372.50747,2.0141207
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,16,389.62937,2.0312815
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,17,402.92268,2.0299616
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,18,413.41942,2.0212879
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,19,423.80125,2.0079155
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,20,434.0019,1.9916181
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,21,446.22622,1.970944
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,22,460.16122,1.9513051
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,23,472.45151,1.939493
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,24,484.95182,1.9320332
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,25,497.57963,1.928148
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,26,513.04414,1.9274608
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,27,531.23741,1.9317656
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,28,549.4111,1.9417138
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,29,570.01262,1.9612811
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,30,590.37386,1.9926716
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,31,606.63444,2.0299962
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,32,619.3552,2.0686666
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,33,629.95348,2.1066541
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,34,640.07349,2.1466608
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,35,651.5423,2.2042673
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,36,653.61757,2.2205628
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,37,655.11872,2.238842
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,38,655.53487,2.2491414
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,39,655.581,2.261846
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,40,654.17582,2.2851598
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,41,650.06527,2.3100072
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,42,643.40529,2.3295886
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,43,634.91614,2.3381308
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,44,627.4301,2.3379956
re300_lx10_lz6_012,re300_lx10_lz6,D,minus,45,624.16527,2.3381621
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,1,299.98,1.562805
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,2,300.0,1.562706
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,3,300.02,1.5626072
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,4,311.92904,1.5191027
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,5,319.89465,1.4992815
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,6,328.41772,1.4821706
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,7,338.52014,1.4654467
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,8,348.84956,1.4511405
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,9,361.48554,1.4364609
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,10,374.25765,1.4240772
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,11,389.52152,1.4119121
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,12,404.87566,1.4022033
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,13,422.72387,1.393959
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,14,440.63706,1.3892049
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,15,458.59715,1.3886151
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,16,479.05112,1.3939284
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,17,499.47844,1.4050639
re300_lx10_lz6_012,re300_lx10_lz6,D,plus,18,519.81957,1.4189281
