                     %Lz                     obs                       s                guesserr                   error     directory
               4.8372917               2.0608045                       0                       0           2.8105568e-14  ./initial-2/
               4.8397917               2.0563558                       0                       0           2.7040184e-16  ./initial-1/
               4.8422917               2.0519197                       0                       0           2.7006354e-14  ./initial-0/
               4.9043221               1.9399311             0.024732933           1.3733294e-05           1.3003437e-14   search-0/
               4.9354947               1.8711327             0.038965367           1.7006763e-05           2.8191954e-14   search-1/
               4.9541748               1.7979783             0.053359675           1.9214868e-05           8.5646657e-14   search-2/
               4.9500043               1.7343199             0.065828261           1.7663989e-05            4.839559e-16   search-3/
               4.9189525               1.6739158             0.079603268           1.7125169e-05            4.056007e-14   search-4/
               4.8753392               1.6317787             0.092183351           1.9101001e-05           1.0797639e-14   search-5/
               4.8306264               1.6021478              0.10338698           1.8245221e-05           3.5834657e-14   search-6/
                4.781666               1.5770121              0.11490382           1.1362727e-05           2.5183341e-14   search-7/
               4.7162211               1.5501934                0.129709           1.0653348e-05           2.4413237e-14   search-8/
               4.6347025               1.5234072              0.14766337           1.1381448e-05           3.7353533e-14   search-9/
               4.5369919               1.4974293              0.16880317           1.1724416e-05            2.413022e-14   search-10/
               4.4201987               1.4721924              0.19376583           1.1656797e-05             1.46828e-14   search-11/
               4.2814431                 1.44793              0.22316829           1.1680812e-05           2.2275219e-14   search-12/
               4.1185709               1.4252384              0.25746513           1.1808624e-05           1.7730543e-14   search-13/
               3.9302571               1.4050335              0.29693522           1.1994304e-05           9.8373759e-15   search-14/
               3.7176961               1.3887037              0.34133727           1.2324375e-05           1.4411471e-14   search-15/
               3.5044227                1.378677              0.38579761            1.163061e-05           1.4618764e-15   search-16/
               3.2907784                1.375303              0.43031578           1.3318079e-05           4.4589233e-15   search-17/
               3.0772346               1.3800571              0.47490393           1.9927862e-05           9.8228095e-15   search-18/
               2.9390704               1.3891005              0.50391124           1.6526292e-05           2.8681589e-14   search-19/
               2.8186266               1.4026987              0.52943208           1.6540547e-05           2.9042806e-14   search-20/
                2.717739               1.4203347              0.55115198           1.7166553e-05           2.6555501e-14   search-21/
               2.6361894               1.4411519              0.56916412           1.7779822e-05           1.1945019e-14   search-22/
               2.5704769               1.4647558              0.58425363           1.7620671e-05           2.8797599e-15   search-23/
               2.5172572               1.4910614              0.59718626           1.7181664e-05           2.0480686e-15   search-24/
               2.4739851               1.5201505              0.60857375           1.6669231e-05           7.2699763e-15   search-25/
               2.4349898               1.5563787              0.62010592           1.9670922e-05           4.4391405e-15   search-26/
               2.4068544               1.5930166              0.62989006           1.7576501e-05           3.4983143e-15   search-27/
               2.3838072                1.636025              0.63985092           1.7822771e-05           3.5684909e-15   search-28/
               2.3667815               1.6855767              0.65002271           1.8451505e-05           9.7525731e-15   search-29/
               2.3565287                1.741472              0.66043885            1.934551e-05           1.2392362e-14   search-30/
               2.3535357               1.8031194               0.6711224           1.9951045e-05           5.8597787e-15   search-31/
                2.357044               1.8616032              0.68078639           1.6438117e-05           2.8084428e-15   search-32/
               2.3661411               1.9229981              0.69064367           1.5133228e-05           7.6093088e-15   search-33/
               2.3804295               1.9864791              0.70067369           1.4517842e-05           2.6019062e-15   search-34/
               2.3993992               2.0513058              0.71085659           1.4167191e-05           1.2934758e-15   search-35/
               2.4225187               2.1167969              0.72117092           1.3532914e-05           3.6552169e-15   search-36/
               2.4493008               2.1823087              0.73159709           1.2784989e-05           3.2640937e-15   search-37/
               2.4793309               2.2472048              0.74211906           1.2098571e-05           3.0033023e-15   search-38/
               2.5122639               2.3108425               0.7527245           1.1567039e-05           3.2322033e-15   search-39/
               2.5478038               2.3725857              0.76340401           1.1181174e-05           1.1959945e-15   search-40/
               2.5856816               2.4318409              0.77415009           1.0869343e-05           1.9459764e-15   search-41/
               2.6256381               2.4881019              0.78495628           1.0551739e-05           4.5587597e-15   search-42/
               2.6674169               2.5409865               0.7958165            1.017508e-05           2.4684947e-15   search-43/
               2.7165853               2.5964706              0.80816548           1.2202764e-05           5.1675252e-15   search-44/
                2.767446               2.6471986              0.82057362           1.2743513e-05           1.1924012e-15   search-45/
               2.8196961               2.6931781              0.83303431           1.2456844e-05             2.25743e-15   search-46/
               2.8730712               2.7344882              0.84554008           1.1701692e-05           2.1934832e-15   search-47/
               2.9273592               2.7712107              0.85808506           1.1084371e-05           4.8549004e-15   search-48/
               2.9823994               2.8033757              0.87066511           1.0650097e-05           2.8212509e-15   search-49/
                3.038078               2.8309516              0.88327769           1.0426287e-05           1.6411633e-15   search-50/
