                     %Re                     obs                       s                guesserr                   error     directory
                   300.1               1.5569717                       0                       0           4.3967866e-16  ./initial-2/
                     300               1.5570334                       0                       0           5.0623695e-14  ./initial-1/
                   299.9               1.5570952                       0                       0           5.3485968e-16  ./initial-0/
               272.99734               1.5802994             0.091241108           1.4130093e-05           7.9759956e-15   search-0/
               259.81419               1.5966921              0.13642854           1.8082121e-05           8.5608593e-15   search-1/
               246.75698               1.6159792              0.18168096           1.8889529e-05            1.141691e-14   search-2/
               233.84479               1.6373997              0.22686678           1.6871479e-05           8.3299236e-15   search-3/
                221.0583               1.6599601              0.27188394           1.9498721e-05           5.3565391e-15   search-4/
               210.37169               1.6790807              0.30956327           1.7428509e-05           1.0982883e-14   search-5/
               199.69935               1.6978459              0.34712375           1.9239717e-05           4.9871081e-15   search-6/
               190.70236               1.7131481              0.37868295           1.7392653e-05           7.2068654e-15   search-7/
               181.67813               1.7279706              0.41023414           1.9823702e-05           4.7518898e-15   search-8/
               174.20632               1.7399947              0.43630993           1.7807899e-05           1.0453121e-14   search-9/
               167.60113               1.7507465              0.45938471           1.6446706e-05           7.9271044e-15   search-10/
               161.00223                1.762191              0.48257659           1.9253268e-05            1.153758e-14   search-11/
               155.68359               1.7727376              0.50155526           1.8215331e-05           9.3721805e-15   search-12/
               151.19985               1.7836378              0.51805938           1.7135692e-05           3.1132973e-14   search-13/
               147.39928               1.7958958              0.53297486           1.6685068e-05           3.1829414e-14   search-14/
               144.29061               1.8105596              0.54697739           1.6729855e-05           5.8449509e-14   search-15/
               141.91738               1.8296929              0.56159189           1.6408463e-05           2.8631429e-16   search-16/
               141.06449               1.8424794              0.57028216           5.2812434e-06           1.9750324e-14   search-18/
               140.58355               1.8578162              0.58026174           7.5401588e-06           7.8095821e-15   search-19/
               140.65906               1.8809714              0.59513522             9.21474e-06           2.1908251e-16   search-20/
                141.3532               1.9026895              0.60927425           1.4141928e-05           1.7169136e-15   search-21/
               142.65393               1.9271245              0.62555548           1.6955686e-05           3.8568588e-16   search-22/
               144.49139               1.9530255               0.6432821           1.5963508e-05           8.3649487e-14   search-23/
               146.76803               1.9795875               0.6619532           1.3698114e-05           2.5046536e-14   search-24/
               149.39478               2.0062906              0.68120907           1.0730717e-05           1.0247061e-14   search-25/
               152.91619               2.0381168              0.70477992           1.1408631e-05           1.1212773e-14   search-26/
               157.27136               2.0733618              0.73167113           1.2334385e-05           3.1004464e-14   search-27/
               161.98647               2.1079323               0.7588739           1.0828404e-05           8.9656961e-15   search-28/
               167.93294                2.147634              0.79117028           1.1678562e-05           2.7014446e-14   search-29/
               174.25772               2.1862327              0.82371282           1.0513112e-05           6.8133965e-15   search-30/
               182.00007               2.2295879              0.86167825           1.1918268e-05           1.8290654e-14   search-31/
               190.13399               2.2715813                0.899921           1.1296918e-05           1.3985586e-14   search-32/
               198.60414               2.3123321              0.93841938           1.0402888e-05           1.0661408e-14   search-33/
               208.48336               2.3568803              0.98204301           1.2304915e-05           6.7935387e-15   search-34/
               218.66158               2.4000619               1.0258631           1.4585999e-05           2.2209953e-14   search-35/
               229.09489               2.4417801                1.069765           1.8677831e-05           1.6451228e-14   search-36/
               237.96918               2.4752336               1.1063253           1.7594942e-05           2.2020055e-14   search-37/
               247.01225               2.5073518               1.1428512           1.8103803e-05           3.8446189e-14   search-38/
               256.23236               2.5381797               1.1794103           1.7257922e-05           9.1407221e-14   search-39/
               265.62137               2.5679684               1.2160914           1.5974256e-05           3.9292655e-14   search-40/
               275.14874               2.5970553               1.2529362           1.5952615e-05           2.0929315e-14   search-41/
               284.77277               2.6257476               1.2899323           1.5864578e-05           1.3297057e-14   search-42/
               294.45448               2.6542851                1.327046           1.4425782e-05           1.0012414e-14   search-43/
               304.16332                2.682842               1.3642445           1.2302999e-05            1.419313e-14   search-44/
               313.87716               2.7115388               1.4015018           1.0260466e-05           5.6402256e-15   search-45/
               325.29074               2.7455844               1.4453829           1.1691866e-05           7.7555854e-15   search-46/
               336.67487               2.7800307                1.489308           1.1560691e-05           9.8899867e-15   search-47/
                348.0181               2.8149729                1.533277           1.1072544e-05           6.6147562e-15   search-48/
                 359.309               2.8505314               1.5773001           1.0470719e-05           5.4302131e-15   search-49/
