physical_id,case,group,direction,step,Re,input
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,1,300.02,1.9538787
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,2,300.0,1.9538165
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,3,299.98,1.9537544
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,4,297.97744,1.9481985
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,5,296.94819,1.9464673
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,6,296.3866,1.9467249
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,7,296.22506,1.9473805
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,8,296.07785,1.9493369
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,9,296.30611,1.9570642
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,10,297.06167,1.9677077
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,11,297.82014,1.9766771
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,12,298.90525,1.9885485
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,13,300.46067,2.0045843
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,14,302.4795,2.0243531
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,15,305.02646,2.0480702
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,16,308.21392,2.0761884
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,17,312.15103,2.1089044
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,18,316.94066,2.1462207
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,19,322.66993,2.1880084
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,20,329.38556,2.2339941
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,21,336.34058,2.2791495
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,22,344.80303,2.3318437
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,23,353.45126,2.3843934
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,24,363.44706,2.4457787
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,25,373.38941,2.5143767
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,26,382.72026,2.6569407
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,27,383.6424,2.7009519
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,28,383.78383,2.708804
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,29,384.98301,2.7808748
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,30,386.27565,2.8557615
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,31,387.92846,2.9385712
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,32,390.18858,3.0337803
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,33,392.8272,3.1278519
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,34,395.85957,3.2211723
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,35,399.29182,3.3137701
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,36,403.12782,3.405529
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,37,407.37292,3.496137
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,38,412.04111,3.5851058
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,39,417.16258,3.6719158
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,40,422.78535,3.7561703
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,41,428.96815,3.8376683
re300_lx2pi_lzpi_006,re300_lx2pi_lzpi,D,minus,42,435.76681,3.9164118
