                     %Lz                     obs                       s                guesserr                   error     directory
               2.5904256               2.4212956                       0                       0           7.4747654e-14  ./initial-2/
               2.5879256               2.4175373                       0                       0           1.9913706e-15  ./initial-1/
               2.5854256               2.4137536                       0                       0           5.6453055e-14  ./initial-0/
               2.5213149               2.3071055             0.029216738           1.3972939e-05           6.3515724e-15   search-0/
               2.4893627               2.2457651             0.043848806           1.7709856e-05           4.7821423e-15   search-1/
               2.4586071               2.1798746              0.05854169           1.9302684e-05            3.123411e-15   search-2/
               2.4295341               2.1090168             0.073310655           1.9551134e-05           2.1830762e-15   search-3/
               2.4074312               2.0464773             0.085549536           1.7877672e-05            2.719392e-15   search-4/
               2.3897993               1.9870658             0.096545944           1.6261211e-05           1.7389055e-15   search-5/
               2.3750965               1.9237481               0.1076719            1.826069e-05            1.406899e-14   search-6/
               2.3660332               1.8665746              0.11733182           1.7123507e-05           8.2862991e-15   search-7/
               2.3616593               1.8071347               0.1272493            1.802994e-05           1.2013161e-14   search-8/
               2.3635938               1.7473244              0.13759409           1.7846523e-05           2.5164167e-14   search-9/
               2.3729524               1.6901903              0.14859167           1.6917027e-05           2.9907985e-15   search-10/
               2.3861271               1.6475593              0.15820003           1.8129231e-05           3.3829796e-15   search-11/
               2.4007879               1.6150536              0.16680969            1.714012e-05            1.325422e-15   search-12/
               2.4177824               1.5866455              0.17562943           1.4612944e-05           1.2960618e-14   search-13/
               2.4364932               1.5620463              0.18458832           1.2097508e-05           5.4518792e-15   search-14/
                 2.45909                1.538258              0.19480852           1.2233744e-05           3.1773508e-15   search-15/
               2.4828239               1.5179841              0.20511469           1.0446231e-05            2.012545e-15   search-16/
               2.5122549               1.4974923              0.21751547           1.1424312e-05           2.8207842e-15   search-17/
               2.5465589               1.4782003              0.23163516           1.2191339e-05            3.964732e-15   search-18/
               2.5815753               1.4621679              0.24581134           1.0254875e-05           2.8078864e-15   search-19/
               2.6252161               1.4459377              0.26326348           1.1071479e-05           2.5518569e-15   search-20/
               2.6762428               1.4308089              0.28347463           1.1908808e-05           3.6474428e-15   search-21/
               2.7343107               1.4172526              0.30631346           1.2233381e-05           3.1118117e-15   search-22/
               2.8008874               1.4052019              0.33236646           1.2084554e-05           4.1290822e-15   search-23/
