                     %Re                     obs                       s                guesserr                   error     directory
                  400.02               1.4196367                       0                       0           2.8551695e-16  ./initial-2/
                     400               1.4196579                       0                       0           8.0648538e-16  ./initial-1/
                  399.98               1.4196792                       0                       0           9.3431505e-14  ./initial-0/
               378.09408               1.4435469             0.057291714           1.3552964e-05           3.3698936e-16   search-0/
               364.41186               1.4595564             0.093308254           1.6427685e-05           1.5802745e-16   search-1/
               352.37121               1.4738115              0.12504046           1.6522443e-05           6.1018521e-14   search-2/
               340.34369               1.4869912              0.15650981            1.852944e-05           3.1429119e-16   search-3/
               330.53259                1.495998               0.1818448              1.8373e-05           5.7923825e-16   search-4/
               323.01799               1.5026326              0.20120386           1.9807668e-05           9.6829508e-15   search-5/
               321.35473               1.5051092              0.20571312           7.5142526e-06           2.2458134e-15   search-7/
               320.53544               1.5078926              0.20854847           4.1902409e-06           4.5271704e-16   search-9/
               320.49004               1.5083106              0.20886405           3.3748723e-07           2.4440727e-16   search-14/
               320.45381               1.5089249              0.20930615           1.2001079e-07           1.2849773e-15   search-16/
               320.47719               1.5101261              0.21015428           2.2005959e-07           3.4251737e-14   search-17/
               320.89026               1.5127715              0.21228467           5.8951708e-07            8.015324e-15   search-18/
               322.00895               1.5162349              0.21599594           8.3790436e-06           2.8416512e-15   search-19/
               323.63473               1.5196772              0.22072868           1.7714356e-05           3.8956546e-15   search-20/
                325.4838               1.5227655              0.22583764           1.2795531e-05           2.4438649e-16   search-21/
               328.02427                1.526258              0.23264863           1.0363693e-05           9.7080028e-17   search-22/
                331.4211               1.5300834              0.24155797           1.0527829e-05           1.5326321e-16   search-23/
               335.69856               1.5339713               0.2525967           1.1134411e-05           4.2875084e-14   search-24/
               340.94898               1.5377322              0.26598743            1.136936e-05           4.4311067e-14   search-25/
               347.27639               1.5411833              0.28199165           1.1549466e-05           3.2094782e-14   search-26/
               354.75464               1.5441676               0.3008051           1.1762307e-05           6.7057414e-14   search-27/
               363.45551               1.5466399              0.32262688           1.1935615e-05           5.8273196e-14   search-28/
               373.49471               1.5487488              0.34776879           1.2018686e-05            6.434443e-14   search-29/
                385.0878               1.5509642              0.37679349           1.1985098e-05           5.5881379e-14   search-30/
               398.63953               1.5545144              0.41076501           1.1805389e-05           5.4181408e-14   search-31/
               414.85238               1.5640634              0.45185144           1.1476832e-05           4.5075221e-16   search-32/
               422.88608               1.5769874              0.47390255           4.5528174e-06           9.3832225e-16   search-34/
               426.72801               1.5947565              0.48967962           3.6117792e-06           8.3297011e-15   search-36/
               428.05278               1.6221837                0.509281           4.3707281e-06           4.3530928e-15   search-38/
               426.70699               1.5945692              0.52902132           1.5352001e-05           4.2110969e-16   search-39/
               425.60485               1.5870911              0.53496597           1.9998007e-05           2.3303025e-14   search-40/
               420.24969               1.5712439              0.55239704           1.0408619e-05           5.2096842e-16   search-41/
               411.72765               1.5613054              0.57482282            1.091438e-05            2.078478e-16   search-42/
               401.36866               1.5555299              0.60103791            1.633411e-05           3.0919627e-16   search-43/
               390.58175               1.5521862              0.62810784           1.0969661e-05           7.2261986e-14   search-44/
               373.23252               1.5486989               0.6715504           1.2566878e-05            1.717286e-16   search-45/
               355.83636               1.5445241              0.71514013           1.5113557e-05            4.313103e-16   search-46/
               344.36134               1.5397184              0.74402671           1.6707353e-05           2.3529684e-16   search-47/
               334.86817               1.5332825              0.76818872           1.7968131e-05            1.748141e-16   search-48/
               327.45127               1.5255271              0.78751895           1.9091124e-05           3.1556579e-16   search-49/
