      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  400.02      0.157734      0.220255     0.0124303      0.033061     0.0418591    0.00124754             0             0      0.419637      0.209818     -0.209818      0.419637
     400      0.157738      0.220261     0.0124314      0.033064     0.0418617    0.00124777             0             0      0.419658      0.209829     -0.209829      0.419658
  399.98      0.157742      0.220267     0.0124325      0.033067     0.0418642    0.00124799             0             0      0.419679       0.20984      -0.20984      0.419679
 378.094      0.162307       0.22618     0.0138126     0.0365894     0.0450057    0.00152957             0             0      0.443547      0.221773     -0.221773      0.443547
 364.412       0.16514      0.229766     0.0148501     0.0391064     0.0473365    0.00174984             0             0      0.459556      0.229778     -0.229778      0.459556
 352.371      0.167498      0.232681     0.0158848     0.0414539     0.0495834    0.00197075             0             0      0.473812      0.236906     -0.236906      0.473812
 340.344      0.169469      0.235021     0.0170247     0.0437574     0.0519263    0.00220455             0             0      0.486991      0.243496     -0.243496      0.486991
 330.533      0.170528      0.236155     0.0180479      0.045439      0.053909    0.00239043             0             0      0.495998      0.247999     -0.247999      0.495998
 323.018      0.170864      0.236354     0.0190258     0.0465129     0.0557757    0.00252543             0             0      0.502633      0.251316     -0.251316      0.502633
 321.355      0.170896      0.236331     0.0193633     0.0467236     0.0564465    0.00255804             0             0      0.505109      0.252555     -0.252555      0.505109
 320.535      0.170947      0.236358     0.0196716     0.0468322     0.0570855    0.00258023             0             0      0.507893      0.253946     -0.253946      0.507893
  320.49      0.170957      0.236369     0.0197118     0.0468399     0.0571711    0.00258253             0             0      0.508311      0.254155     -0.254155      0.508311
 320.454      0.170975      0.236388     0.0197684     0.0468478     0.0572925    0.00258551             0             0      0.508925      0.254462     -0.254462      0.508925
 320.477      0.171014      0.236434     0.0198709     0.0468535     0.0575157     0.0025901             0             0      0.510126      0.255063     -0.255063      0.510126
  320.89      0.171121      0.236579     0.0200647     0.0468282     0.0579502    0.00259548             0             0      0.512771      0.256386     -0.256386      0.512771
 322.009      0.171299      0.236837     0.0202665     0.0467348     0.0584246    0.00259488             0             0      0.516235      0.258117     -0.258117      0.516235
 323.635      0.171506      0.237153      0.020422     0.0465859     0.0588125    0.00258731             0             0      0.519677      0.259839     -0.259839      0.519677
 325.484      0.171711      0.237474     0.0205295     0.0464069     0.0591006    0.00257506             0             0      0.522766      0.261383     -0.261383      0.522765
 328.024      0.171956      0.237872     0.0206175      0.046149     0.0593636    0.00255481             0             0      0.526258      0.263129     -0.263129      0.526258
 331.421      0.172237      0.238342     0.0206726     0.0457877     0.0595754    0.00252387             0             0      0.530083      0.265042     -0.265042      0.530083
 335.699      0.172527      0.238853      0.020679      0.045312     0.0597007     0.0024808             0             0      0.533971      0.266986     -0.266986      0.533971
 340.949      0.172806      0.239374     0.0206251     0.0447054     0.0597158    0.00242397             0             0      0.537732      0.268866     -0.268866      0.537732
 347.276      0.173052      0.239878     0.0205013     0.0439534     0.0596024    0.00235221             0             0      0.541184      0.270592     -0.270592      0.541183
 354.755      0.173245      0.240337     0.0203031     0.0430524     0.0593529    0.00226572             0             0      0.544168      0.272084     -0.272084      0.544168
 363.456      0.173382      0.240741     0.0200332     0.0420098     0.0589757    0.00216616             0             0       0.54664       0.27332      -0.27332       0.54664
 373.495      0.173484      0.241117     0.0197021      0.040843     0.0584968    0.00205633             0             0      0.548749      0.274375     -0.274375      0.548749
 385.088      0.173622      0.241555       0.01933     0.0395786     0.0579631    0.00194012             0             0      0.550965      0.275482     -0.275482      0.550964
  398.64      0.173977      0.242307      0.018959     0.0382644     0.0574662    0.00182361             0             0      0.554515      0.277258     -0.277258      0.554514
 414.852      0.175276      0.244372     0.0187427     0.0370747     0.0573112    0.00172582             0             0      0.564065      0.282032     -0.282032      0.564063
 422.886      0.177213      0.247164     0.0189333     0.0368786     0.0577829     0.0017185             0             0      0.576989      0.288494     -0.288494      0.576987
 426.728      0.179933       0.25097     0.0194232     0.0372658      0.058698      0.001766             0             0      0.594758      0.297379     -0.297379      0.594757
 428.053       0.18411      0.256743     0.0203106       0.03826     0.0601711    0.00187635             0             0      0.622186      0.311093     -0.311093      0.622184
 426.707      0.179905       0.25093     0.0194175       0.03726     0.0586879    0.00176535             0             0      0.594571      0.297285     -0.297285      0.594569
 425.605      0.178758      0.249334     0.0191958      0.037052     0.0582887    0.00174133             0             0      0.587093      0.293546     -0.293546      0.587091
  420.25      0.176342      0.245925     0.0188182      0.036878     0.0575339    0.00171411             0             0      0.571245      0.285623     -0.285623      0.571244
 411.728      0.174879      0.243774     0.0187492     0.0372534     0.0572744    0.00173935             0             0      0.561306      0.280653     -0.280653      0.561305
 401.369        0.1741      0.242526     0.0188989     0.0380277     0.0573947    0.00180328             0             0      0.555531      0.277765     -0.277765       0.55553
 390.582      0.173727       0.24181      0.019168      0.039021     0.0577386    0.00189005             0             0      0.552187      0.276093     -0.276093      0.552186
 373.233      0.173482      0.241108     0.0197108     0.0408728     0.0585094     0.0020591             0             0      0.548699       0.27435      -0.27435      0.548699
 355.836      0.173266      0.240393     0.0202713      0.042922     0.0593099    0.00225322             0             0      0.544524      0.272262     -0.272262      0.544524
 344.361      0.172949      0.239661     0.0205647     0.0443019     0.0596688    0.00238556             0             0      0.539719      0.269859     -0.269859      0.539718
 334.868      0.172476       0.23876      0.020682     0.0454059     0.0596858    0.00248944             0             0      0.533283      0.266641     -0.266641      0.533282
 327.451      0.171904      0.237786      0.020602     0.0462082      0.059314    0.00255964             0             0      0.525527      0.262764     -0.262764      0.525527
