physical_id,case,group,direction,step,Re,input
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,1,300.02,1.3940977
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,2,300.0,1.3942056
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,3,299.98,1.3943136
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,4,292.24657,1.4486181
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,5,288.95645,1.4827273
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,6,286.50432,1.5168242
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,7,284.4747,1.56047
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,8,283.88206,1.5894355
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,9,283.88244,1.6010323
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,10,284.23786,1.6143603
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,11,285.20189,1.6209643
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,12,286.72715,1.6172465
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,13,288.50537,1.6074609
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,14,289.36386,1.6020854
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,15,291.49881,1.5879806
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,16,293.92438,1.5688907
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,17,294.08707,1.5666755
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,18,294.16173,1.5647821
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,19,294.15094,1.5635541
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,20,293.99271,1.5621523
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,21,293.22588,1.5617074
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,22,291.70363,1.5647393
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,23,290.63372,1.5679177
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,24,288.69357,1.5749035
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,25,285.83271,1.5871496
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,26,282.69458,1.6022696
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,27,278.77149,1.6211747
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,28,276.09147,1.6290406
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,29,274.62219,1.6234612
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,30,274.38199,1.6192177
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,31,274.7028,1.6244015
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,32,275.27144,1.6280617
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,33,277.84835,1.6248624
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,34,280.78683,1.6117526
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,35,282.05717,1.6054463
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,36,286.26345,1.5851896
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,37,292.20378,1.5634905
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,38,293.89264,1.561841
re300_lx10_lz6_010,re300_lx10_lz6,B,minus,39,294.06491,1.5625324
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,1,299.98,1.3943136
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,2,300.0,1.3942056
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,3,300.02,1.3940977
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,4,310.72593,1.3520192
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,5,316.8829,1.3386848
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,6,321.43867,1.3345615
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,7,324.11212,1.341833
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,8,324.84911,1.3519739
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,9,324.61221,1.3483289
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,10,324.11341,1.3418456
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,11,323.36708,1.3372406
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,12,321.99649,1.334762
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,13,319.72448,1.3352313
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,14,317.80726,1.3373289
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,15,315.58084,1.3409065
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,16,312.0866,1.348468
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,17,308.20464,1.3595345
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,18,303.82872,1.3758211
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,19,299.16641,1.3988267
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,20,295.21171,1.4244441
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,21,291.41739,1.4563589
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,22,288.45891,1.4888434
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,23,285.85525,1.528206
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,24,284.16744,1.5715166
re300_lx10_lz6_010,re300_lx10_lz6,B,plus,25,283.92229,1.5852206
