physical_id,case,group,direction,step,Re,input
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,1,300.02,4.0385062
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,2,300.0,4.0385869
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,3,299.98,4.0386677
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,4,293.01425,4.071253
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,5,289.48394,4.0903798
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,6,285.99742,4.1099058
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,7,282.52746,4.1290326
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,8,279.04951,4.1471884
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,9,275.54578,4.1641801
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,10,272.62293,4.1775496
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,11,270.06722,4.1890596
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,12,267.85327,4.1993961
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,13,266.00907,4.2087625
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,14,264.53147,4.2171851
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,15,263.39574,4.2245177
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,16,262.67173,4.2297233
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,17,262.19582,4.2334235
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,18,261.95571,4.2328038
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,19,261.80189,4.2306713
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,20,261.68365,4.2290307
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,21,243.98363,3.9685167
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,22,235.12264,3.825404
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,23,226.59291,3.6779275
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,24,218.42358,3.5260865
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,25,210.64152,3.3697446
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,26,204.09396,3.2272284
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,27,197.90591,3.0807246
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,28,192.11603,2.9297187
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,29,187.6502,2.8002616
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,30,183.54713,2.666223
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,31,180.41786,2.5482463
re300_lx2pi_lzpi_010,re300_lx2pi_lzpi,D,minus,32,177.67444,2.4240077
