                     %Re                     obs                       s                guesserr                   error     directory
                   300.1               1.5322925                       0                       0           8.7138165e-16  ./initial-2/
                     300               1.5323713                       0                       0           4.7374725e-14  ./initial-1/
                   299.9               1.5324503                       0                       0           5.9721798e-16  ./initial-0/
               273.15557               1.5606538             0.091365487           1.4130423e-05           5.5941174e-15   search-0/
               260.28358               1.5800443              0.13609917           1.8203201e-05           1.2390612e-14   search-1/
               247.59013               1.6032163              0.18103163           1.9621847e-05           1.0350649e-14   search-2/
               235.13294               1.6295185              0.22596329           1.7820702e-05           8.3970987e-15   search-3/
                222.9118               1.6577911              0.27068385           1.9628221e-05           9.4785518e-15   search-4/
               212.50971               1.6827447              0.30899099            1.689149e-05           9.6246647e-15   search-5/
               202.16892               1.7074392               0.3470414           1.7876797e-05           2.4907438e-15   search-6/
               193.13833               1.7283811              0.38010039           1.6642927e-05           1.1469674e-14   search-7/
                184.0647               1.7485775              0.41309274           1.8888837e-05           7.1520556e-15   search-8/
               176.35019               1.7650941              0.44097532           1.7309481e-05           3.6092743e-15   search-9/
               168.59338               1.7813509               0.4689232            1.984827e-05           1.0029476e-14   search-10/
               162.20759               1.7949196              0.49197742            1.793259e-05           2.7835727e-14   search-11/
               156.63204               1.8075491              0.51230808           1.6634629e-05           2.1548059e-14   search-12/
               151.10883               1.8219453              0.53297725           1.9931502e-05           3.1653951e-14   search-13/
               146.83989               1.8360195              0.54991372           1.8741502e-05            2.534347e-14   search-14/
               143.41355               1.8516976              0.56524739           1.7354102e-05           1.8477274e-14   search-15/
                140.7312                1.871447              0.58093335           1.6369874e-05           1.2853783e-16   search-16/
               139.70204               1.8846082              0.59018189           5.4597087e-06           4.5234192e-14   search-18/
                138.9764               1.9041407              0.60315594           7.2074774e-06           1.8532598e-15   search-19/
               139.08922               1.9311903              0.62081207            1.296771e-05           5.6614938e-14   search-20/
               140.03842               1.9571419              0.63804062           1.9863647e-05           3.9535779e-16   search-21/
               141.48334               1.9817241              0.65479003           1.7637925e-05           1.2107673e-16   search-22/
               143.44299               2.0075261              0.67285066            1.410213e-05           5.9025107e-14   search-23/
                145.8194               2.0337674              0.69171862           1.1117889e-05           5.7133317e-14   search-24/
               149.04178               2.0646518              0.71455686           1.1667164e-05           4.5568318e-14   search-25/
                 152.643               2.0952652               0.7378637           1.0064605e-05           1.9936982e-14   search-26/
               157.40287               2.1315805              0.76638332           1.1349663e-05           3.2993658e-14   search-27/
               162.55145               2.1671152              0.79523257           1.0019042e-05           1.6432187e-14   search-28/
               169.13261               2.2084293              0.82999072           1.1509408e-05           1.5024866e-14   search-29/
               176.12693               2.2485713              0.86505912           1.0541899e-05           1.4462191e-14   search-30/
               184.63547               2.2935163              0.90585939           1.1979097e-05           1.5747576e-14   search-31/
               193.54305               2.3371519              0.94699922           1.1614361e-05           1.0041435e-14   search-32/
               202.78021                2.379605              0.98841878            1.160594e-05           1.1868885e-14   search-33/
                212.2873               2.4209098               1.0300221           1.2682821e-05           6.1052913e-15   search-34/
               222.02384               2.4609851               1.0717029           1.5322604e-05           5.0814218e-15   search-35/
               231.97233               2.4996741                1.113382             1.88304e-05           1.0030482e-14   search-36/
                240.8351               2.5322716               1.1497864           1.6607734e-05            2.333438e-14   search-37/
               249.85945               2.5638626                1.186254           1.4568047e-05           4.0736617e-14   search-38/
               259.03013               2.5946817               1.2228458           1.3099938e-05           4.5225307e-14   search-39/
               268.31664               2.6250019               1.2595843           1.3136408e-05           1.1659479e-14   search-40/
               277.68234                2.655063               1.2964552           1.2987474e-05           9.0326849e-15   search-41/
               287.09383                2.685049               1.3334295           1.1893919e-05           8.9595348e-15   search-42/
               296.52489               2.7150929               1.3704792           1.0248183e-05           1.2160074e-14   search-43/
               307.64001               2.7507072               1.4142158           1.1653879e-05           6.6258869e-15   search-44/
               318.73553               2.7866589               1.4580146           1.1074714e-05           1.0763462e-14   search-45/
                331.1774               2.8276378               1.5073618           1.2295649e-05           1.0854427e-14   search-46/
               343.55653                2.869282               1.5567708           1.1788336e-05           7.5212292e-15   search-47/
               355.85729               2.9116546               1.6062261           1.0973886e-05           7.2641669e-15   search-48/
               368.06804               2.9547447               1.6556975           1.0030528e-05           4.2421938e-15   search-49/
