Re,T,dt,dT,u0_path,final_field,n_saved_fields,l2_u0,l2_final,l2_dist,l2_relative,coeff_closure_projected,coeff_relative_projected,xT_projected_path
517.7530529861743,9.093952729804426,0.03125,9.093952729804426,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/clean_po_pipeline_target427p691_lower_to550/dns_lift_step081_Re517p75/u0_lifted_refined_po.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/clean_po_pipeline_target427p691_lower_to550/dns_lift_step081_Re517p75/simulate_T/u_dns_lift_po9.094.nc,2,0.2516825381308763,0.2499673978742028,0.0890634,0.3538719875499926,0.0957346096146855,0.3353123999566895,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/clean_po_pipeline_target427p691_lower_to550/dns_lift_step081_Re517p75/xT_dns_projected.asc
