                     %Lz                     obs                       s                guesserr                   error     directory
               6.0555313               1.5473336                       0                       0           2.0549512e-16  ./initial-2/
               6.0655313               1.5509097                       0                       0            3.055784e-14  ./initial-1/
               6.0755313               1.5545931                       0                       0           5.4006163e-14  ./initial-0/
                6.220803               1.6291288              0.05658771           1.2845867e-05           1.0355351e-14   search-0/
               6.2692428               1.6781875             0.089212451           1.7068516e-05            1.872274e-15   search-1/
               6.2875802               1.7141739                0.112612           1.5442615e-05           2.4691397e-16   search-2/
                6.287333               1.8141795              0.17709391           1.2203516e-05           3.2439367e-14   search-3/
               6.2574227               1.8890745              0.22563603            1.831217e-05           1.7740112e-14   search-4/
               6.2167582               1.9622413              0.27328671           1.9765294e-05           1.2408681e-15   search-5/
               6.1738818               2.0337451              0.31992991           1.7536182e-05           3.3689974e-16   search-6/
               6.1344403               2.1042837              0.36587447           1.6936029e-05           4.6329942e-16   search-7/
                 6.10299               2.1736309              0.41088794             1.71525e-05           3.5153466e-16   search-8/
               6.0824815               2.2417726              0.45495445           1.7959286e-05           1.1283397e-15   search-9/
               6.0772917               2.2721261              0.47454462            6.450182e-06           4.0712714e-16   search-11/
               6.0752467               2.2929086                0.487949           2.2726236e-06           2.2054478e-14   search-13/
               6.0746957               2.3305916              0.51224655           5.1436172e-06           2.1589196e-14   search-14/
               6.0785825               2.3734009              0.53985668           9.3341475e-06           7.5541662e-14   search-15/
               6.0872704               2.4274259               0.5747205            1.735077e-05           4.4861457e-15   search-16/
               6.0905226               2.4512764              0.59010826           6.2515348e-06           7.4379333e-15   search-18/
