                     %Re                     obs                       s                guesserr                   error     directory
                  300.02               1.8692481                       0                       0           3.2621839e-16  ./initial-2/
                     300               1.8693023                       0                       0            1.077216e-15  ./initial-1/
                  299.98               1.8693566                       0                       0           5.4996498e-16  ./initial-0/
               282.02516               1.9281561             0.067684809            1.402225e-05           1.3161741e-14   search-0/
               273.52388               1.9664172              0.10264139           1.8111696e-05           7.0156699e-14   search-1/
               265.55542               2.0135176               0.1392528            1.877704e-05           4.7606344e-14   search-2/
               258.54383               2.0714384              0.17806429           1.5784468e-05            4.040362e-14   search-3/
               253.00985               2.1398828              0.21906346           1.4448462e-05           1.6904348e-14   search-4/
               249.40004               2.2099096              0.25840995           1.6827732e-05           9.9831206e-14   search-5/
               247.45632               2.2683478              0.29033633           1.9674043e-05           3.4394998e-15   search-6/
               246.39537               2.3154119              0.31576085           1.1277353e-05           6.1169538e-16   search-7/
               245.59534                2.369202              0.34465964            1.226075e-05           1.6800111e-14   search-8/
               245.20766                2.411316              0.36722595           1.2492611e-05           9.9730478e-16   search-9/
               245.07952               2.4320507               0.3783264           1.1593208e-05           7.9896492e-15   search-10/
               245.07433                 2.59754              0.46685637           1.0641304e-05           8.2001256e-16   search-11/
               245.69788               2.7117766              0.52800361           1.9183796e-05           8.0632138e-15   search-12/
               246.36575               2.8022998              0.57648096           1.7176549e-05           5.3316658e-16   search-13/
               247.18708               2.8996147              0.62861237           1.7540458e-05           4.1985519e-16   search-14/
               248.11527               2.9974621              0.68104805           1.9822792e-05           3.8840766e-15   search-15/
                249.0283               3.0813361              0.72602032           1.6329944e-05           2.1638482e-14   search-16/
               250.04932               3.1609186              0.76872951           1.2649957e-05           3.2835573e-14   search-17/
                251.3841               3.2460863              0.81450744           1.2216827e-05           2.8370009e-14   search-18/
               252.96761               3.3270102              0.85811902           1.1135187e-05           8.2403423e-14   search-19/
               254.85546               3.4044995              0.90004753           1.0448496e-05           1.5101997e-14   search-20/
               257.10156                3.479229              0.94071978           1.0245118e-05           3.6097475e-14   search-21/
               259.75617                3.551609              0.98043832           1.0359546e-05           2.9347405e-14   search-22/
               262.86649               3.6218626               1.0194249           1.0380427e-05            1.813918e-14   search-23/
               266.47674                3.690091                1.057857           1.0113659e-05           7.4665129e-15   search-24/
               271.24921               3.7653829               1.1011629           1.2107148e-05           2.0557868e-14   search-25/
               276.76806               3.8380983               1.1441932           1.2232938e-05           6.8571084e-15   search-26/
               283.06117               3.9084227                1.187267           1.1697483e-05           6.7635053e-15   search-27/
               290.12337               3.9768257               1.2307779           1.1829177e-05           8.1489942e-15   search-28/
               297.89434               4.0440659               1.2751048           1.3095885e-05           1.9996286e-14   search-29/
               306.24701               4.1110392               1.3204791           1.3969148e-05           9.1881992e-15   search-30/
               315.00237                4.178445               1.3668689           1.3320741e-05           2.2212365e-14   search-31/
               323.97591               4.2464756               1.4139774           1.1775188e-05           6.2079367e-15   search-32/
               333.03261               4.3148056               1.4613857           1.0996443e-05           4.4423577e-15   search-33/
               342.11542               4.3828954               1.5087507           1.1150751e-05           2.3185798e-15   search-34/
               351.23264               4.4503038               1.5559097           1.0964822e-05           2.3436791e-15   search-35/
               361.56129               4.5248794               1.6086064           1.2296184e-05           2.1361592e-15   search-36/
               372.03858               4.5980233               1.6610544           1.1288202e-05           1.9577788e-14   search-37/
               384.28077               4.6795815               1.7207941           1.2005039e-05           4.3869716e-14   search-38/
               396.85124               4.7575464               1.7799152           1.2954683e-05           3.6780685e-16   search-39/
               406.71557               4.8119442               1.8238243           1.9712361e-05           7.9968907e-15   search-40/
               411.57467               4.8299798               1.8426772           1.9512714e-05           1.9900394e-14   search-41/
               411.79567               4.8280579                1.843942           1.5433524e-06           1.3550714e-15   search-45/
