      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02      0.197437      0.270597     0.0394099      0.056452     0.0838189    0.00473997             0             0      0.869248      0.434624     -0.434624      0.869248
     300      0.197445      0.270607     0.0394145     0.0564582     0.0838262    0.00474103             0             0      0.869302      0.434651     -0.434651      0.869302
  299.98      0.197453      0.270617      0.039419     0.0564645     0.0838335    0.00474209             0             0      0.869357      0.434678     -0.434678      0.869357
 282.025      0.205966       0.28096     0.0441403     0.0629027     0.0912354    0.00590511             0             0      0.928156      0.464078     -0.464078      0.928156
 273.524      0.211289      0.287432      0.047017     0.0667672     0.0955562    0.00666846             0             0      0.966417      0.483209     -0.483209      0.966417
 265.555      0.217595       0.29511      0.050365     0.0711954      0.100389    0.00760542             0             0       1.01352      0.506759     -0.506759       1.01352
 258.544      0.224983      0.304119     0.0542263     0.0761983      0.105698    0.00874668             0             0       1.07144      0.535719     -0.535719       1.07144
  253.01      0.233236      0.314195     0.0584944     0.0815973      0.111263     0.0100797             0             0       1.13988      0.569941     -0.569941       1.13988
   249.4      0.241222      0.323946     0.0626101     0.0866894      0.116382     0.0114351             0             0       1.20991      0.604955     -0.604955       1.20991
 247.456      0.247592      0.331714     0.0658993     0.0906979      0.120341     0.0125688             0             0       1.26835      0.634174     -0.634174       1.26835
 246.395      0.252558       0.33776     0.0684739     0.0938107       0.12338     0.0134891             0             0       1.31541      0.657706     -0.657706       1.31541
 245.595      0.258081      0.344468     0.0713519     0.0972771      0.126732     0.0145539             0             0        1.3692      0.684601     -0.684601        1.3692
 245.208      0.262306      0.349583     0.0735659     0.0999423      0.129288     0.0154004             0             0       1.41132      0.705658     -0.705658       1.41132
  245.08      0.264357      0.352061     0.0746451      0.101243      0.130529     0.0158221             0             0       1.43205      0.716025     -0.716025       1.43205
 245.074      0.280153      0.370992     0.0830664       0.11152      0.140174     0.0193366             0             0       1.59754       0.79877      -0.79877       1.59754
 245.698      0.290578      0.383298     0.0887341      0.118657      0.146689     0.0219532             0             0       1.71178      0.855888     -0.855888       1.71178
 246.366      0.298617      0.392672     0.0931574      0.124397      0.151808      0.024153             0             0        1.8023       0.90115      -0.90115        1.8023
 247.187      0.307072      0.402425     0.0978421      0.130644      0.157261      0.026641             0             0       1.89961      0.949807     -0.949807       1.89961
 248.115        0.3154      0.411947      0.102464      0.136951      0.162651     0.0292545             0             0       1.99746      0.998731     -0.998731       1.99746
 249.028      0.322411      0.419928      0.106338      0.142304      0.167151     0.0315582             0             0       2.08134       1.04067      -1.04067       2.08134
 250.049      0.328957      0.427384       0.10992       0.14726      0.171271      0.033768             0             0       2.16092       1.08046      -1.08046       2.16092
 251.384      0.335845      0.435274      0.113627      0.152345      0.175468     0.0361201             0             0       2.24609       1.12304      -1.12304       2.24609
 252.968       0.34227      0.442715      0.117003       0.15688      0.179206     0.0383009             0             0       2.32701       1.16351      -1.16351       2.32701
 254.855      0.348303      0.449812      0.120071      0.160878      0.182515     0.0402987             0             0        2.4045       1.20225      -1.20225        2.4045
 257.102      0.353996      0.456643      0.122851      0.164352      0.185423     0.0421039             0             0       2.47923       1.23961      -1.23961       2.47923
 259.756      0.359379      0.463253      0.125345       0.16731      0.187947      0.043704             0             0       2.55161        1.2758       -1.2758       2.55161
 262.866      0.364465      0.469664      0.127552      0.169753      0.190101     0.0450857             0             0       2.62186       1.31093      -1.31093       2.62186
 266.477      0.369257      0.475882      0.129465      0.171686      0.191895     0.0462374             0             0       2.69009       1.34505      -1.34505       2.69009
 271.249      0.374353      0.482723      0.131279      0.173276      0.193518     0.0472589             0             0       2.76538       1.38269      -1.38269       2.76538
 276.768      0.379056      0.489283      0.132701      0.174241      0.194721     0.0479694             0             0        2.8381       1.41905      -1.41905        2.8381
 283.061      0.383373      0.495547      0.133743      0.174632      0.195549     0.0483835             0             0       2.90842       1.45421      -1.45421       2.90842
 290.123      0.387329      0.501507      0.134442      0.174536      0.196067     0.0485375             0             0       2.97683       1.48841      -1.48841       2.97683
 297.894      0.390969      0.507172      0.134857       0.17408      0.196357     0.0484904             0             0       3.04407       1.52203      -1.52203       3.04407
 306.247      0.394358      0.512561      0.135069      0.173418       0.19651     0.0483173             0             0       3.11104       1.55552      -1.55552       3.11104
 315.002      0.397555      0.517696      0.135157      0.172697      0.196604     0.0480919             0             0       3.17844       1.58922      -1.58922       3.17844
 323.976      0.400602      0.522587      0.135185      0.172023       0.19669     0.0478669             0             0       3.24648       1.62324      -1.62324       3.24648
 333.033      0.403508       0.52723      0.135183      0.171438       0.19678     0.0476653             0             0       3.31481        1.6574       -1.6574       3.31481
 342.115      0.406264      0.531616      0.135161      0.170933      0.196864     0.0474866             0             0       3.38289       1.69145      -1.69145        3.3829
 351.233      0.408863      0.535741      0.135118      0.170479      0.196921     0.0473199             0             0        3.4503       1.72515      -1.72515        3.4503
 361.561      0.411589      0.540071      0.135041      0.169992      0.196938     0.0471332             0             0       3.52488       1.76244      -1.76244       3.52488
 372.039      0.414108      0.544092      0.134927      0.169499      0.196904     0.0469351             0             0       3.59802       1.79901      -1.79901       3.59802
 384.281      0.416737      0.548325      0.134732      0.168898      0.196827     0.0466794             0             0       3.67958       1.83979      -1.83979       3.67958
 396.851      0.419052      0.552125      0.134423      0.168219      0.196787      0.046367             0             0       3.75755       1.87877      -1.87877       3.75755
 406.716      0.420486      0.554588      0.134038      0.167583      0.196911     0.0460502             0             0       3.81194       1.90597      -1.90597       3.81194
 411.575      0.420754      0.555232      0.133663      0.167093      0.197237      0.045786             0             0       3.82998       1.91499      -1.91499       3.82998
 411.796      0.420636      0.555096      0.133585       0.16701      0.197333     0.0457373             0             0       3.82806       1.91403      -1.91403       3.82806
