      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02      0.102102      0.140578     0.0128474     0.0303706     0.0549149    0.00108743             0             0       0.21108       0.10554      -0.10554       0.21108
     300      0.102108      0.140586     0.0128491     0.0303741     0.0549206    0.00108769             0             0      0.211102      0.105551     -0.105551      0.211102
  299.98      0.102114      0.140594     0.0128508     0.0303776     0.0549263    0.00108794             0             0      0.211124      0.105562     -0.105562      0.211124
 277.605      0.110561      0.151632     0.0151637     0.0350054     0.0625068    0.00145532             0             0      0.242162      0.121081     -0.121081       0.24216
 267.443      0.116013      0.158778     0.0166454     0.0378211     0.0671034     0.0017075             0             0      0.263336      0.131668     -0.131668      0.263332
 259.261      0.121829      0.166425     0.0182193     0.0406884     0.0717658    0.00198749             0             0      0.286976      0.143488     -0.143488      0.286969
  251.79      0.129311      0.176294     0.0202402     0.0441936      0.077419    0.00236274             0             0       0.31903      0.159515     -0.159515      0.319018
 246.922      0.136679      0.186046      0.022238     0.0474822     0.0826408    0.00274909             0             0      0.352418      0.176209     -0.176209      0.352401
 243.653      0.144572      0.196514     0.0244041     0.0508788     0.0879007    0.00318422             0             0      0.390131      0.195066     -0.195066      0.390108
 242.162      0.150341      0.204171     0.0260162     0.0533123     0.0915578    0.00351905             0             0      0.418904      0.209452     -0.209452      0.418877
 241.391      0.154755      0.210028     0.0272714     0.0551606     0.0942636    0.00378642             0             0      0.441566      0.220783     -0.220783      0.441538
 240.895      0.158848      0.215457     0.0284555     0.0568716     0.0967103    0.00404409             0             0      0.463073      0.231536     -0.231536      0.463043
 240.627       0.16202       0.21966     0.0293872      0.058198     0.0985679    0.00425062             0             0      0.480049      0.240024     -0.240024      0.480018
 240.504       0.16401      0.222295     0.0299781     0.0590308     0.0997168    0.00438332             0             0      0.490831      0.245416     -0.245416        0.4908
 240.469      0.180656      0.244289     0.0351302     0.0660472        0.1089    0.00559637             0             0      0.585104      0.292552     -0.292552      0.585069
 240.924      0.188433      0.254533     0.0376595     0.0693478      0.112944    0.00622735             0             0        0.6316        0.3158       -0.3158      0.631562
