id,cx,cz,norm,shear
1.0,0.04604870843634184,0.06620326929785192,0.212995669150173,1.7085977454636385
2.0,0.02037314947434434,-0.14732372736178045,0.22612421653439793,1.695250028641219
3.0,-0.046048708438931815,-0.15206442756573768,0.21299566914952314,1.7085977454623102
4.0,-6.692347610876601e-16,-0.13404382946770618,0.10403661977590295,1.4322353366975926
5.0,5.121837615626248e-12,0.07932491629087603,0.10403662854212135,1.4322353570759536
6.0,-3.407846377524408e-10,0.01332464545722939,0.1301338250900988,1.5818693319327166
7.0,-1.608085597457774e-10,0.05397806185503898,0.2167227815396508,2.0189782042897098
8.0,-0.04604870843611477,-0.04926787123668215,0.21299566915018348,1.7085977454637056
9.0,-9.431483196715758e-11,0.08649437282364066,0.10403662074793894,1.4322353152390392
10.0,2.0432694289772575e-8,-0.012081402454328729,0.14182731182304997,1.4970268863097833
11.0,0.005367863197910738,0.08854115278987619,0.19470801493170337,1.6088680363715127
12.0,-5.342708711467031e-13,-0.06454896997401603,0.10403662490526575,1.4322353450149574
13.0,0.025276849911194454,0.01428734632488166,0.1555222699717107,1.5481713836995818
14.0,1.4600010675432193e-9,0.2514485943168886,0.14182730741916488,1.497026861179426
