physical_id,case,group,direction,step,Re,input
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,1,300.02,1.2601686
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,2,300.0,1.2601684
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,3,299.98,1.2601681
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,4,284.69104,1.2597102
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,5,278.18403,1.2584144
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,6,276.25334,1.2570747
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,7,275.21891,1.2554124
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,8,274.92194,1.2544358
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,9,274.78399,1.2536525
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,10,274.72778,1.2530992
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,11,274.70797,1.252768
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,12,274.69691,1.2524054
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,13,274.70629,1.2516365
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,14,274.85796,1.249949
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,15,275.70668,1.246264
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,16,277.17321,1.2429364
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,17,278.99484,1.2404696
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,18,281.4567,1.2383385
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,19,283.99749,1.236864
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,20,287.21575,1.2355868
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,21,291.32025,1.234545
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,22,296.39897,1.2338357
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,23,302.58032,1.2335972
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,24,308.76513,1.2341885
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,25,314.17843,1.2363626
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,26,317.53632,1.2406958
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,27,318.4665,1.2442554
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,28,318.67657,1.2465857
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,29,318.66163,1.2493798
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,30,317.87175,1.2559947
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,31,316.48412,1.2623398
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,32,314.59295,1.2690706
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,33,312.0759,1.2768068
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,34,308.6525,1.2864277
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,35,304.2333,1.2984891
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,36,299.16806,1.3132939
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,37,294.22063,1.332037
re300_lx10_lz6_004,re300_lx10_lz6,G,minus,38,291.35887,1.3536166
re300_lx10_lz6_004,re300_lx10_lz6,G,plus,1,299.98,1.2601681
re300_lx10_lz6_004,re300_lx10_lz6,G,plus,2,300.0,1.2601684
re300_lx10_lz6_004,re300_lx10_lz6,G,plus,3,300.02,1.2601686
re300_lx10_lz6_004,re300_lx10_lz6,G,plus,4,315.74875,1.260172
re300_lx10_lz6_004,re300_lx10_lz6,G,plus,5,325.61528,1.259965
re300_lx10_lz6_004,re300_lx10_lz6,G,plus,6,335.48172,1.2597065
re300_lx10_lz6_004,re300_lx10_lz6,G,plus,7,347.359,1.2596296
re300_lx10_lz6_004,re300_lx10_lz6,G,plus,8,359.23651,1.260278
re300_lx10_lz6_004,re300_lx10_lz6,G,plus,9,372.9906,1.2628258
re300_lx10_lz6_004,re300_lx10_lz6,G,plus,10,386.73158,1.2695509
re300_lx10_lz6_004,re300_lx10_lz6,G,plus,11,398.72939,1.2781435
re300_lx10_lz6_004,re300_lx10_lz6,G,plus,12,406.22231,1.2787526
re300_lx10_lz6_004,re300_lx10_lz6,G,plus,13,415.07258,1.2778261
