                     %Lx                     obs                       s                guesserr                   error     directory
               7.8586571               2.0588394                       0                       0           3.2332992e-14  ./initial-2/
               7.8561571               2.0563558                       0                       0           3.1171201e-16  ./initial-1/
               7.8536571                2.053874                       0                       0           1.4796339e-14  ./initial-0/
               7.7521408               1.9496707             0.023035549           1.0387367e-05           4.5426498e-15   search-0/
               7.6966477               1.8784217             0.037830041           1.6312899e-05           2.5692236e-14   search-1/
               7.6665446               1.8114556             0.050986016           1.6681255e-05           9.6342786e-14   search-2/
               7.6713476               1.7410608             0.064679299            1.902397e-05            8.386634e-14   search-3/
               7.7274688               1.6740043              0.07997771           1.9895167e-05           6.5372614e-14   search-4/
               7.7892236               1.6365106             0.091055425           1.7216316e-05            5.666381e-15   search-5/
               7.8650974               1.6042374              0.10290862           1.8277548e-05           4.0627269e-14   search-6/
               7.9488849               1.5770658               0.1150995           1.1934891e-05           1.1169938e-14   search-7/
               8.0564952               1.5494798              0.13010062           1.1210191e-05           1.0650065e-14   search-8/
               8.1904326               1.5221258              0.14824052           1.1406438e-05           8.1015087e-15   search-9/
               8.3523374               1.4955803              0.16974775           1.1620797e-05           1.1950786e-14   search-10/
               8.5471659               1.4698039              0.19529102           1.1562867e-05           1.2417981e-14   search-11/
               8.7808861               1.4448321              0.22565665           1.1529204e-05           1.3181952e-14   search-12/
               9.0597906               1.4208337              0.26166375           1.1547486e-05           1.9589789e-14   search-13/
               9.3911556               1.3980138              0.30425317            1.156767e-05           2.0945624e-14   search-14/
               9.7837327               1.3765975               0.3545514             1.15758e-05           1.7418272e-14   search-15/
               10.248121               1.3568418              0.41391842           1.1571872e-05           2.1016309e-14   search-16/
               10.797331               1.3390442              0.48402044           1.1553877e-05           1.3318405e-14   search-17/
               11.447585                1.323553              0.56693165           1.1520218e-05           1.3366397e-14   search-18/
               12.219183               1.3107859              0.66524621           1.1474651e-05           1.5027301e-14   search-19/
               13.004534                1.302324              0.76527214           8.6384803e-06           1.1902844e-14   search-20/
               13.789968               1.2972545              0.86528768           5.7740739e-06           2.6420682e-15   search-21/
               14.575432               1.2947914              0.96529685           3.8694828e-06           2.0907535e-15   search-22/
               15.360897                1.294389               1.0653025           2.8364428e-06           1.1792878e-15   search-23/
               16.146347               1.2956551               1.1653062           2.2945993e-06             7.82101e-16   search-24/
               16.931772                  1.2983               1.2653086           2.0248103e-06           7.3987167e-16   search-25/
               17.717165               1.3021039               1.3653103            1.907058e-06           3.2671904e-16   search-26/
               18.502522               1.3068973               1.4653115           1.8756442e-06           7.1808029e-16   search-27/
               19.287841               1.3125475               1.5653124           1.8966791e-06           5.4046435e-16   search-28/
                20.07312               1.3189517               1.6653131           1.9556439e-06           7.3407119e-16   search-29/
               20.858356               1.3260329               1.7653137           2.0513347e-06           1.2338577e-15   search-30/
               21.643547               1.3337416               1.8653143           2.1941133e-06            2.338436e-16   search-31/
               22.428686               1.3420625               1.9653149           2.4074303e-06           1.1976828e-15   search-32/
               23.213764               1.3510304               2.0653155           2.7339017e-06           1.0673848e-15   search-33/
               23.998763               1.3607689               2.1653164           3.2527199e-06           1.2206277e-15   search-34/
               24.783648               1.3715994               2.2653175           4.1345387e-06           2.1145816e-15   search-35/
               25.568318               1.3845159               2.3653194            5.859273e-06           1.8536157e-14   search-36/
                25.96043               1.3930881               2.4153221           3.2795983e-06           9.8883842e-14   search-38/
               26.210907               1.4033846               2.4473636            2.233595e-06           5.4284177e-15   search-40/
               26.218235               1.4046347               2.4483654           1.1056281e-07           5.4836514e-15   search-46/
               26.219614               1.4052471               2.4486163           1.6648971e-08           5.5919238e-14   search-50/
               26.219013               1.4061048               2.4488792           2.6207951e-08           2.8131712e-15   search-52/
               26.210422               1.4076267               2.4500621           1.6933772e-07           2.1981196e-16   search-53/
               26.163574               1.4000294               2.4564258           7.8062813e-07            7.741697e-14   search-54/
               26.116867               1.3979773               2.4624044           1.5245689e-05           4.3275426e-15   search-55/
               25.933975               1.4171072               2.4863728           1.5745093e-05           4.4588868e-16   search-56/
               25.873632               1.4183272               2.4940688           1.6782365e-05           8.2646689e-16   search-57/
               25.783086               1.4200219               2.5056148             3.94472e-06            1.873165e-14   search-59/
               25.601954                1.423124               2.5287076           3.3119989e-07           1.3198101e-15   search-60/
               25.239609               1.4288606               2.5748958           1.5648021e-06           6.3582865e-15   search-61/
               24.576318               1.4393646               2.6594376           5.4359523e-06           9.6060265e-14   search-62/
               23.791759               1.4532651               2.7594398           6.1655735e-06           2.4535556e-14   search-63/
               23.007345               1.4698108               2.8594421           4.1242253e-06           7.6038526e-15   search-64/
               22.223215               1.4901703               2.9594463           4.6496096e-06           2.6619987e-14   search-65/
               21.439698                1.516517               3.0594543           8.2280281e-06           3.8841987e-14   search-66/
               20.658442               1.5572363                3.159482           1.8239771e-05           1.2881067e-14   search-67/
               20.491427               1.5770445               3.1813879           7.5127289e-06           2.5691056e-15   search-69/
               20.481252               1.5824785                3.183385           1.0387555e-06           4.6033366e-14   search-73/
               20.483644               1.5851409               3.1842095           6.1709792e-07           7.9726033e-16   search-76/
               20.502034               1.5898981               3.1869455           1.1651994e-06           6.6001567e-14   search-77/
               20.521617               1.5925979               3.1895756           2.3003818e-06            2.749965e-15   search-79/
