                     %Lx                     obs                       s                guesserr                   error     directory
               10.245375               1.7278596                       0                       0           7.4022619e-16  ./initial-2/
               10.242875               1.7342338                       0                       0           2.8931355e-16  ./initial-1/
               10.240375               1.7430871                       0                       0           9.8118326e-15  ./initial-0/
               10.265445               1.8347016             0.019951502           1.3616563e-05            1.844046e-14   search-0/
               10.316758               1.8970944             0.032798983           1.6551471e-05           8.0891704e-14   search-1/
               10.373042               1.9522027              0.04441043           1.7226635e-05            2.290356e-14   search-2/
               10.433288               2.0078787             0.056159826           1.2135748e-05           1.0376267e-14   search-3/
               10.492567               2.0648623             0.067962462           1.0877755e-05           1.0853215e-14   search-4/
               10.546212               2.1241856             0.079808715           1.2621171e-05           1.1871448e-14   search-5/
               10.588839               2.1867879             0.091737608           1.7284606e-05           2.3154911e-14   search-6/
               10.611283               2.2412194              0.10172358            1.776127e-05           1.6632224e-14   search-7/
                10.61858               2.2904731              0.11062012           1.6618291e-05           1.2336783e-14   search-8/
               10.613376               2.3405909              0.11972585           1.8455645e-05           8.2008365e-15   search-9/
                10.60098               2.3832989              0.12762158           1.7243788e-05           3.6478396e-14   search-10/
               10.588103               2.4211667               0.1347049           1.6452243e-05           3.2712152e-14   search-11/
               10.580207               2.4549404              0.14106119           1.6349445e-05           3.1823539e-14   search-12/
               10.579978               2.4848341              0.14680283           1.6329483e-05            2.269017e-14   search-13/
                10.58787               2.5141575              0.15272501           1.7864751e-05           1.0164715e-14   search-14/
               10.602485               2.5425801              0.15888019           1.8789025e-05            2.080327e-14   search-15/
               10.620176               2.5702227              0.16522913           1.9844802e-05           2.8405298e-14   search-16/
               10.634899               2.5943269              0.17092707           1.6514209e-05           2.3432797e-14   search-17/
                10.64581                2.618698               0.1767117           1.5611775e-05           1.4480898e-14   search-18/
               10.649917               2.6436758               0.1826148           1.6205498e-05           1.9890589e-14   search-19/
               10.644176               2.6692015               0.1887055           1.7517157e-05           1.0350513e-14   search-20/
               10.626341               2.6946895              0.19507942           1.8463207e-05           1.2588911e-14   search-21/
               10.600171               2.7164609              0.20101519           1.6461165e-05           1.1991794e-14   search-22/
               10.565476               2.7368051              0.20721179           1.7429423e-05           2.6863521e-14   search-23/
               10.524164               2.7552692              0.21361561           1.7517226e-05           1.3427524e-14   search-24/
                10.47811               2.7716302              0.22017603           1.6409556e-05           3.1717523e-14   search-25/
               10.428973               2.7857865              0.22685677           1.4835496e-05            2.771463e-14   search-26/
               10.378399               2.7976872              0.23363894            1.427749e-05           1.9476673e-14   search-27/
               10.328742               2.8072815              0.24052215           1.6453258e-05           4.7865786e-14   search-28/
               10.292386               2.8133572              0.24630137           1.7781529e-05           7.0974772e-14   search-29/
                10.27414               2.8167242              0.25092689            1.919062e-05           7.4977802e-14   search-30/
               10.276153                2.818243              0.25473447            1.944856e-05           4.3688199e-16   search-31/
               10.299917               2.8188732              0.25921956           1.7107156e-05           3.5074213e-16   search-32/
               10.333651               2.8190681              0.26357673           1.9026782e-05           4.4746085e-14   search-33/
               10.367735               2.8191979              0.26750647           1.8121405e-05           3.2924159e-16   search-34/
                10.40918               2.8193923              0.27204263           1.2217039e-05            4.411583e-14   search-35/
               10.462626                 2.81974              0.27770442           1.1026205e-05           4.3221761e-14   search-36/
               10.528759               2.8203182              0.28455897           1.1377627e-05           4.4004059e-14   search-37/
               10.608723                  2.8212              0.29272601           1.1548911e-05           3.6921576e-14   search-38/
               10.704541               2.8224549              0.30241347           1.1586388e-05           3.6372713e-14   search-39/
               10.818181               2.8241302               0.3138211           1.1672111e-05           3.0126546e-14   search-40/
               10.951416               2.8262307              0.32712856           1.1791279e-05           1.9274295e-14   search-41/
               11.105928               2.8286976              0.34250627           1.1914364e-05           2.3553003e-14   search-42/
               11.283203               2.8313819              0.36010619           1.2042973e-05           1.8300313e-14   search-43/
               11.484266               2.8340116              0.38003558           1.2190006e-05           1.9548846e-14   search-44/
               11.685629               2.8359815              0.39997684           1.0117459e-05           1.0827664e-14   search-45/
               11.928199               2.8371849              0.42399038           1.1332556e-05           1.1015211e-14   search-46/
               12.170867               2.8368158              0.44801662           1.0744288e-05           5.8839821e-15   search-47/
               12.413528               2.8346232              0.47205498           1.0118308e-05           5.7151697e-15   search-48/
               12.687694               2.8297801              0.49923795           1.2236126e-05           1.1731012e-14   search-49/
                12.96172               2.8224843              0.52643732           1.3888093e-05           8.8260524e-15   search-50/
               13.235608                2.813087              0.55365302            1.518391e-05           9.5389835e-15   search-51/
                13.50939               2.8021361              0.58088391           1.5617618e-05            9.049606e-15   search-52/
               13.783113               2.7901451              0.60812861           1.5287226e-05           1.7976879e-14   search-53/
               14.056806               2.7773468              0.63538625           1.4376216e-05           9.8621245e-15   search-54/
               14.330465               2.7635619               0.6626569           1.3459961e-05           1.5467477e-14   search-55/
               14.604064               2.7482486              0.68994177           1.3085269e-05            1.056111e-14   search-56/
               14.877587                2.730755              0.71724311           1.3567126e-05           1.2372131e-14   search-57/
               15.151076               2.7107369              0.74456325           1.4802306e-05            1.489886e-14   search-58/
               15.424662               2.6885142              0.77190267           1.5784043e-05           2.7791618e-14   search-59/
               15.698522               2.6650004              0.79925925           1.5061905e-05           3.0825293e-14   search-60/
               15.972791               2.6411923              0.82663002           1.2842325e-05           2.4117596e-14   search-61/
                16.24752               2.6177084               0.8540129           1.1031217e-05           1.5764275e-14   search-62/
                16.52269               2.5946846              0.88140648           1.0314771e-05           8.7731276e-15   search-63/
               16.798258               2.5719049              0.90880981           1.0183757e-05            7.194562e-15   search-64/
               17.074187               2.5489739              0.93622278           1.0534252e-05           1.1227318e-14   search-65/
               17.350465               2.5254801              0.96364645           1.1351665e-05           1.1564693e-14   search-66/
               17.627105                2.501203              0.99108279           1.2122106e-05           1.3464138e-14   search-67/
               17.904126               2.4763142               1.0185332           1.1883163e-05           3.3825544e-14   search-68/
               18.181508                2.451245               1.0459964           1.0350805e-05           4.1777196e-14   search-69/
               18.505727               2.4219629               1.0780767           1.1764848e-05           4.5704318e-14   search-70/
               18.830141               2.3922152               1.1101684           1.1359113e-05           5.2648439e-14   search-71/
                19.15461               2.3614261               1.1422703           1.0193051e-05           5.7108013e-14   search-72/
               19.479096               2.3295794               1.1743864           1.0479635e-05           1.5525993e-14   search-73/
               19.803663               2.2972834               1.2065198           1.1031264e-05           1.3325509e-14   search-74/
               20.128429               2.2653964               1.2386676           1.0410672e-05           4.2581971e-14   search-75/
               20.505884               2.2297785               1.2760026           1.1885203e-05            7.474219e-14   search-76/
               20.883864               2.1961286               1.3133458           1.1461454e-05           3.6661796e-14   search-77/
               21.262367               2.1644944                1.350696            1.049366e-05           1.5652339e-14   search-78/
               21.702952               2.1300504               1.3941231           1.1818425e-05           1.2008958e-14   search-79/
