                     %Re                     obs                       s                guesserr                   error     directory
                  300.02               1.3688616                       0                       0           1.5579382e-16  ./initial-2/
                     300                1.368928                       0                       0           2.0881823e-15  ./initial-1/
                  299.98               1.3689944                       0                       0           1.5636466e-16  ./initial-0/
               283.47783               1.4361883             0.073805845           1.4066276e-05           1.9211191e-15   search-0/
               275.88236               1.4791359              0.11412069           1.7616053e-05           1.2068809e-15   search-1/
               269.29695               1.5269703              0.15538658           1.4778956e-05           8.5759047e-16   search-2/
               263.21696               1.5859008              0.20296729           1.2094304e-05           6.5299168e-15   search-3/
               258.75769               1.6463856              0.24958467           1.2411718e-05           2.4690505e-14   search-4/
               255.78073               1.7065177              0.29461796           1.3435017e-05           3.8074125e-14   search-5/
               254.78266               1.7382157               0.3180111           4.4280857e-06           1.5159571e-14   search-7/
               254.51216               1.7512769               0.3275948           6.7432136e-07           4.1261069e-14   search-10/
               254.40708               1.7587124              0.33303766           1.2577215e-07            4.453455e-15   search-13/
               254.36772               1.7628869              0.33608999           2.9110985e-08           9.5872218e-16   search-16/
               254.34243                1.769169              0.34067982           2.1670317e-08           2.0652928e-15   search-18/
               254.41398               1.7783112              0.34736244           2.9241567e-07           8.8896702e-16   search-19/
               254.94254               1.7887493              0.35518834           1.5062272e-06           1.8099388e-15   search-20/
               256.85248               1.7866417              0.36173832           6.2303772e-06           1.4106045e-14   search-21/
               260.09972               1.7650935              0.38084169           1.3412774e-05           1.2566723e-15   search-22/
               260.32837               1.7634083              0.38228955           1.6944386e-05           8.2448013e-16   search-23/
               265.06363               1.7289354              0.41200985           1.2782605e-05             1.32422e-15   search-24/
               271.25035               1.6888888              0.44780202           1.1009117e-05           2.1117405e-16   search-25/
               279.06347               1.6468629              0.48806063           1.1956207e-05           4.2756156e-14   search-26/
               288.91684               1.6042647              0.53330542           1.2346077e-05           1.0153471e-14   search-27/
               299.90534               1.5665052              0.57915814           1.4872925e-05            5.390595e-15   search-28/
               311.90325               1.5335847              0.62582469            1.825585e-05           2.9093882e-15   search-29/
               323.23765               1.5083097              0.66787613           1.6401875e-05           4.0791458e-15   search-30/
               335.06785               1.4864905              0.71040955           1.4935063e-05           4.9929886e-15   search-31/
               347.26605               1.4677932              0.75330288           1.3324335e-05           5.5040073e-15   search-32/
               359.73325               1.4518421              0.79646293           1.1809983e-05           2.0559236e-15   search-33/
               372.39422               1.4382698              0.83981509           1.0135351e-05           3.8410573e-15   search-34/
               387.53116               1.4248408              0.89121634           1.1620132e-05           9.9133499e-15   search-35/
               402.80399               1.4137815              0.94276279           1.0950644e-05            5.453547e-15   search-36/
               420.40837               1.4035164               1.0019212           1.2038419e-05           1.0274875e-14   search-37/
               438.09416               1.3953536               1.0611747            1.069595e-05           2.8424863e-15   search-38/
               458.80229               1.3879786               1.1304117              1.1775e-05           3.6307779e-15   search-39/
               479.55619               1.3824742               1.1997081           1.0425917e-05           1.9673083e-15   search-40/
               504.08874               1.3778912               1.2815518           1.1620225e-05           4.1060982e-15   search-41/
               528.64385               1.3749488               1.3634304           1.0245411e-05           5.2970723e-15   search-42/
               557.87962               1.3731012               1.4608923           1.1508955e-05           1.3501469e-14   search-43/
               587.12329               1.3726189               1.5583718           1.0108305e-05           6.6921882e-15   search-44/
               617.12581               1.3731635                1.658381            8.570777e-06           5.7810386e-15   search-45/
               647.12553               1.3744477               1.7583845           6.7226281e-06           4.9826957e-15   search-46/
               677.12313               1.3762143               1.8583848           5.2890308e-06           3.1505776e-15   search-47/
               707.11945               1.3782556               1.9583837            4.185351e-06           1.2336221e-15   search-48/
               737.11528               1.3804095               2.0583821           3.3611576e-06           1.6157134e-15   search-49/
