                     %Lz                     obs                       s                guesserr                   error     directory
               3.1274257               1.8052196                       0                       0           3.4728699e-15  ./initial-2/
               3.1374257               1.8271399                       0                       0           4.9599304e-15  ./initial-1/
               3.1474257               1.8554516                       0                       0           3.2289076e-15  ./initial-0/
               3.1589736               1.9076814             0.044641033           1.2031365e-05           4.6607673e-15   search-0/
               3.1615646               1.9280936             0.055843207           1.2034816e-05           2.9142402e-16   search-1/
               3.1621246               1.9337341             0.058935411           1.0875143e-05           3.8565899e-16   search-2/
               3.1615352               2.0930742                0.146143           1.1351296e-05             4.12027e-16   search-3/
               3.1588648               2.1505965              0.17763664           6.9332138e-06           1.2853446e-15   search-5/
               3.1579934               2.1804864              0.19399785           2.1489757e-06            3.688988e-14   search-8/
               3.1577427               2.2042172              0.20698603           5.6383664e-07           1.1223084e-14   search-11/
               3.1584127               2.2423327              0.22784789            4.527127e-06           1.9291844e-15   search-12/
               3.1613011               2.2876174              0.25264948           7.4685092e-06           7.2202572e-16   search-13/
               3.1666502               2.3326561              0.27735821           9.6658456e-06           1.3606286e-14   search-14/
               3.1744661               2.3790877              0.30289219            1.075455e-05            7.964449e-15   search-15/
               3.1846078               2.4304387              0.33118201            1.228436e-05           5.4943225e-16   search-16/
               3.1963075               2.4947313              0.36656667           1.5887794e-05           2.4551251e-15   search-17/
               3.2005921               2.5289815              0.38536159           6.2880104e-06           2.7127612e-15   search-19/
