physical_id,case,group,direction,step,Re,input
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,1,300.02,2.2113546
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,2,300.0,2.2109004
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,3,299.98,2.2104473
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,4,293.10167,2.1004984
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,5,287.57425,2.0534853
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,6,280.6937,2.0246635
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,7,273.22643,2.0176319
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,8,266.66256,2.0256889
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,9,260.13319,2.043568
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,10,253.95311,2.0677751
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,11,247.33417,2.1000403
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,12,241.12826,2.1347991
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,13,234.47454,2.1750511
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,14,228.03067,2.2150098
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,15,221.65154,2.2538382
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,16,216.05734,2.2864979
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,17,210.37837,2.3181461
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,18,205.46395,2.3444978
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,19,200.48801,2.3705349
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,20,196.34563,2.3919817
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,21,192.71419,2.4107819
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,22,189.49588,2.4275384
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,23,186.70641,2.442184
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,24,184.35457,2.4546415
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,25,182.43137,2.4649093
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,26,180.91926,2.4730333
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,27,179.92631,2.4783912
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,28,179.16553,2.4825077
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,29,178.80691,2.4786818
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,30,178.66657,2.472212
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,31,178.85396,2.480834
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,32,179.80904,2.5228712
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,33,181.92026,2.6071392
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,34,184.84967,2.7107908
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,35,188.13381,2.8149799
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,36,192.26136,2.9337151
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,37,196.77792,3.0525051
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,38,201.65786,3.1711004
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,39,207.54556,3.3037611
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,40,213.84807,3.4357092
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,41,220.55284,3.5667734
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,42,227.65182,3.6968097
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,43,235.1405,3.8257022
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,44,244.15677,3.9712209
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,45,253.6763,4.1149832
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,46,263.69934,4.2568329
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,47,274.22804,4.3965759
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,48,285.26789,4.5339487
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,49,296.83056,4.6685787
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,50,308.9381,4.7999225
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,51,321.6291,4.9271602
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,52,334.96819,5.0489855
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,minus,53,349.06243,5.1631451
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,1,299.98,2.2104473
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,2,300.0,2.2109004
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,3,300.02,2.2113546
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,4,303.75119,2.3203441
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,5,305.07987,2.3716211
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,6,306.27019,2.4146452
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,7,307.77974,2.4527958
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,8,309.69999,2.4795578
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,9,312.28639,2.49736
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,10,315.7355,2.508204
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,11,319.91373,2.514109
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,12,324.37374,2.5177222
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,13,329.46788,2.5217333
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,14,335.2651,2.528179
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,15,341.02772,2.5376984
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,16,347.59818,2.5531605
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,17,353.99642,2.573559
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,18,360.15069,2.5988235
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,19,366.97973,2.6346748
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,20,373.26993,2.6773858
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,21,378.87737,2.7267891
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,22,383.65595,2.7809314
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,23,387.58887,2.8360912
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,24,390.85671,2.8895911
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,25,393.70238,2.940968
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,26,396.82746,3.0007343
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,27,400.23369,3.0675295
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,28,404.01063,3.1413756
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,29,408.38326,3.2251637
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,30,413.4986,3.3209804
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,31,418.72082,3.4179728
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,32,422.74967,3.4934786
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,33,426.2491,3.5602671
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,34,429.69626,3.6277551
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,35,433.06563,3.6956565
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,36,436.34811,3.7630115
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,37,439.57807,3.8287633
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,38,442.83045,3.8927098
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,39,446.17969,3.9553664
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,40,449.66995,4.0174206
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,41,453.30945,4.0794889
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,42,457.70796,4.1525514
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,43,462.21066,4.2273597
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,44,466.12838,4.2945147
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,45,468.60978,4.3381661
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,46,470.61272,4.3719704
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,47,472.31045,4.3969269
re300_lx2pi_lzpi_008,re300_lx2pi_lzpi,B,plus,48,473.90614,4.4161634
