                     %Lx                     obs                       s                guesserr                   error     directory
               13.818375               2.3856524                       0                       0           2.9492941e-15  ./initial-2/
               13.815875               2.3902899                       0                       0           1.2999716e-14  ./initial-1/
               13.813375                2.395324                       0                       0           3.2716106e-15  ./initial-0/
               13.804721               2.4172786             0.011320052           1.1837916e-05           3.9379511e-16   search-0/
               13.800544               2.4368704             0.019522018           1.8920299e-05            9.806743e-15   search-1/
               13.800495               2.4377516              0.01989071           2.4902083e-07           2.5426747e-16   search-7/
               13.800458               2.4388803             0.020362907           2.7962611e-08           4.1138552e-14   search-9/
               13.800471               2.4409336             0.021221918           2.8280592e-08           1.9302765e-14   search-10/
               13.800805               2.4447507             0.022819045            1.613523e-07           6.2455258e-15   search-11/
               13.802686               2.4516692             0.025716676           1.0485375e-06           7.5196258e-14   search-12/
               13.810614               2.4630368             0.030506892           5.4762461e-06           3.1868984e-16   search-13/
                  13.827               2.4746848             0.035522199           8.6576907e-06           3.4267923e-16   search-14/
               13.854252               2.4867257              0.04093205            9.055638e-06           3.2295014e-14   search-15/
               13.893144               2.4990904             0.046821278           9.5392235e-06           6.8524291e-15   search-16/
               13.941653               2.5114224             0.053061854            1.119077e-05           3.7081415e-14   search-17/
               13.997668               2.5236392              0.05958575           1.1911855e-05           2.5706868e-14   search-18/
               14.059107               2.5356266             0.066288464           1.1193428e-05           1.1147293e-14   search-19/
               14.124486               2.5473257             0.073096455           1.0042448e-05           4.4493742e-15   search-20/
               14.203818               2.5605134             0.081059564           1.1906628e-05           4.2488509e-15   search-21/
               14.286234               2.5734429             0.089112123           1.2460689e-05            7.319774e-15   search-22/
               14.370854               2.5862924              0.09726146           1.2503105e-05           8.5094486e-15   search-23/
               14.456695               2.5992897              0.10551806           1.2624054e-05           1.3526311e-14   search-24/
               14.542645                2.612743              0.11390736           1.4544407e-05           6.0350432e-14   search-25/
                14.61608               2.6251572              0.12133873           1.6785472e-05           1.7866602e-16   search-26/
                14.67141               2.6357892              0.12732396             1.92653e-05           3.1796795e-16   search-27/
               14.703842               2.6432918              0.13124347           1.7148454e-05           9.7870314e-16   search-28/
               14.723414               2.6493519              0.13414769           1.6762588e-05           2.8318757e-14   search-29/
               14.728064               2.6515776              0.13513781           6.6524265e-06           1.1505029e-14   search-31/
               14.730004               2.6535282              0.13596586           3.7738872e-06           5.7876475e-14   search-33/
               14.730011               2.6535735              0.13598481           4.1204788e-08           4.5069642e-16   search-41/
               14.730015               2.6536366              0.13601121           8.9842209e-09           8.4477853e-16   search-43/
                14.73001               2.6537555              0.13606095           1.1557485e-08           9.8850993e-16   search-44/
               14.729944                2.653978              0.13615415           8.3669987e-08           1.3050914e-15   search-45/
               14.729592               2.6543683              0.13631944           7.1498346e-07           8.8118187e-15   search-46/
               14.728184               2.6548425              0.13654248           5.7713941e-06           2.0939024e-16   search-47/
               14.727077               2.6548665              0.13662316           5.1995398e-06           9.4878397e-16   search-49/
               14.726365               2.6546129              0.13674111           2.9632572e-06           9.6227781e-16   search-51/
               14.726728                2.654041              0.13698182            1.002712e-05            6.114399e-14   search-52/
               14.728896                2.653194              0.13736934           1.8555518e-05           4.1068717e-14   search-53/
               14.733017                2.652199              0.13788147           1.7675205e-05           6.6370598e-14   search-54/
                14.73857               2.6511948              0.13846289           1.0629753e-05           1.1642493e-15   search-55/
               14.748879               2.6497329              0.13942765           1.2297362e-05           9.7827902e-16   search-56/
               14.762746               2.6481596              0.14062794           1.1610023e-05           6.1009298e-16   search-57/
               14.781357               2.6464197              0.14215907           1.1004005e-05           2.5345132e-16   search-58/
               14.806536               2.6444567              0.14415804           1.0588169e-05           2.3084194e-16   search-59/
               14.839702               2.6422897              0.14672411           1.0724752e-05           7.3096387e-14   search-60/
               14.882377               2.6399454              0.14996489           1.0871576e-05           5.7421548e-14   search-61/
               14.936415               2.6374455              0.15401363           1.0969356e-05           9.3722227e-14   search-62/
               15.003854                2.634815              0.15901736           1.1081079e-05           6.9494455e-14   search-63/
               15.086818               2.6320799              0.16513041           1.1211375e-05           8.1395349e-14   search-64/
               15.187496               2.6292564              0.17251265           1.1349702e-05           5.1607449e-14   search-65/
               15.308073               2.6263392              0.18132501           1.1493934e-05           2.6920175e-14   search-66/
               15.450638               2.6232863              0.19172265           1.1644428e-05           4.6521604e-14   search-67/
               15.617077               2.6200021               0.2038477           1.1800523e-05           2.9139837e-14   search-68/
                15.80895                2.616319              0.21782076           1.1962026e-05           2.1800095e-14   search-69/
               16.027272               2.6119881              0.23372656            1.213369e-05           2.7306011e-14   search-70/
               16.272039               2.6066943              0.25158087           1.2333291e-05            1.433034e-14   search-71/
               16.516491               2.6007685               0.2694472           1.0539307e-05           1.7823702e-14   search-72/
               16.802022               2.5929472              0.29037157           1.1731432e-05           9.9316962e-15   search-73/
               17.086735               2.5842343              0.31129908           1.1298064e-05           6.3065303e-15   search-74/
               17.370584               2.5748087              0.33221924           1.0429947e-05           8.3700292e-15   search-75/
               17.696114               2.5633751              0.35626192           1.1997173e-05            8.653588e-15   search-76/
               18.020911               2.5515877              0.38028251           1.1880771e-05           9.9199702e-15   search-77/
               18.345273               2.5396317              0.40428691           1.0933934e-05           9.2807657e-15   search-78/
               18.713184                 2.52595              0.43152475           1.2172776e-05           6.9194581e-15   search-79/
