                     %Lz                     obs                       s                guesserr                   error     directory
               3.9955094               1.7646194                       0                       0            5.415341e-15  ./initial-2/
               4.0005094               1.7792042                       0                       0             3.51362e-16  ./initial-1/
               4.0055094               1.7992449                       0                       0           1.7086727e-14  ./initial-0/
               4.0041856               1.9089672             0.073003191           1.1898924e-05           1.6728755e-15   search-0/
               3.9855787               1.9851534              0.11607539           1.8288077e-05           1.4186437e-14   search-1/
               3.9603612               2.0634657              0.16053985           1.8875285e-05           1.3274844e-15   search-2/
               3.9340197               2.1445371              0.20657928           1.7123529e-05           4.0914718e-16   search-3/
               3.9124212               2.2257823              0.25256107           1.8169946e-05           4.3995922e-16   search-4/
               3.8991713               2.3128042              0.30158367           1.9893041e-05           4.4108257e-16   search-5/
               3.8981534               2.3285221              0.31042159           2.7866427e-06           6.3320131e-16   search-8/
               3.8975543               2.3460366              0.32026669           9.7106984e-07           4.3966101e-14   search-10/
               3.8980468               2.3810855               0.3399663           2.3869996e-06           8.1376584e-16   search-11/
               3.9021438               2.4293512               0.3671133           7.4671968e-06           5.4655009e-15   search-12/
               3.9102024               2.4833785              0.39754607            1.292637e-05           3.8584417e-16   search-13/
               3.9219245               2.5499791              0.43509338           1.9356346e-05           1.0044026e-15   search-14/
               3.9307839               2.6074725              0.46748328           1.6599103e-05           5.3541185e-16   search-15/
               3.9372727               2.6729397              0.50431479           1.7808402e-05           3.1681858e-14   search-16/
               3.9385548               2.7048454              0.52225021            5.856823e-06           9.7657268e-16   search-18/
               3.9385314               2.7266927              0.53452944           8.6948657e-06           2.0098933e-15   search-19/
               3.9370139               2.7562405              0.55114108           6.0434481e-06           3.3118883e-16   search-20/
               3.9332007               2.7853109              0.56750787           8.6575214e-06           2.9564425e-16   search-21/
               3.9270866               2.8100195              0.58147918           1.0300459e-05           4.0850954e-16   search-22/
               3.9183393               2.8308249               0.5933755           1.0915909e-05           3.4868602e-16   search-23/
               3.9063346               2.8480017              0.60348528           1.1786106e-05           2.1509189e-16   search-24/
               3.8901302               2.8615873              0.61212892           1.3233769e-05           6.8866833e-14   search-25/
               3.8684494               2.8714121              0.61986609           1.4798876e-05           2.8181587e-16   search-26/
               3.8399901               2.8771626              0.62767981           1.4575988e-05           3.5214338e-16   search-27/
               3.8001768               2.8786787              0.63766827           1.2383662e-05           1.2112264e-14   search-28/
               3.7614316               2.8766597               0.6474196           1.6348906e-05           6.5333808e-14   search-29/
               3.7228078               2.8730422               0.6572861           1.6857899e-05           9.9785899e-14   search-30/
               3.6847663                 2.86876              0.66709511           1.0286867e-05           7.2785866e-15   search-31/
               3.6358986               2.8628716              0.67975088           1.0392287e-05           4.2881795e-15   search-32/
               3.5787864               2.8559062              0.69455417           1.1708809e-05           3.9490709e-15   search-33/
               3.5217255               2.8490515              0.70932873           1.0755586e-05           3.2909908e-15   search-34/
               3.4557768               2.8413329               0.7263751            1.193403e-05           3.6162024e-15   search-35/
                3.389706               2.8339054              0.74341012           1.1301829e-05           3.4243626e-15   search-36/
               3.3234693               2.8269361              0.76042422           1.0298173e-05            2.509449e-15   search-37/
               3.2475851               2.8198323              0.77980851           1.2160448e-05            5.270187e-15   search-38/
               3.1712533               2.8139248              0.79917578           1.3650676e-05           4.1369965e-15   search-39/
