                     %Lx                     obs                       s                guesserr                   error     directory
               10.262875               1.7012375                       0                       0           9.2635354e-15  ./initial-2/
               10.252875               1.7141739                       0                       0           2.3345494e-16  ./initial-1/
               10.242875               1.7342338                       0                       0           2.5063484e-16  ./initial-0/
               10.265691               1.8350735             0.070612014           1.1792754e-05           2.0110241e-16   search-0/
               10.325605               1.9062395              0.11253746           1.8171764e-05           5.9773665e-15   search-1/
               10.398613               1.9758966              0.15379261           1.9212939e-05           6.3692912e-16   search-2/
               10.473205               2.0456705              0.19514176           1.6857251e-05           3.4123258e-16   search-3/
               10.539008               2.1154353              0.23634344           1.6829446e-05            4.016814e-16   search-4/
               10.587678               2.1846746              0.27701366           1.7487459e-05           7.0829837e-16   search-5/
                10.61487               2.2563572              0.31891527           1.8658812e-05            4.814214e-14   search-6/
                10.61855               2.2891586              0.33805404           6.0065807e-06            1.995498e-14   search-8/
               10.616118               2.3259884              0.35954079           8.6090554e-06            7.492177e-15   search-9/
               10.606274               2.3671273              0.38355925           9.6011532e-06           3.3436421e-16   search-10/
               10.588908               2.4186094              0.41364012           1.6384226e-05           2.9705126e-15   search-11/
               10.582729               2.4409353              0.42667835            6.108869e-06           3.2603259e-15   search-13/
                10.57967               2.4596424              0.43759566           2.8141027e-06           1.8586372e-14   search-15/
               10.579347               2.4636641              0.43994199           2.9511463e-07           3.9691849e-14   search-19/
