      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02      0.114345      0.154915     0.0207733     0.0414677     0.0575497     0.0021511  -6.42008e-15             0      0.305717      0.152858     -0.152858      0.305717
     300       0.11435      0.154921     0.0207753     0.0414713     0.0575535    0.00215148             0             0      0.305736      0.152868     -0.152868      0.305736
  299.98      0.114355      0.154927     0.0207772     0.0414749     0.0575572    0.00215186   -6.4576e-15             0      0.305755      0.152877     -0.152877      0.305755
 273.176      0.121492      0.163658     0.0235849     0.0466938     0.0629704    0.00273656  -6.12124e-15             0      0.333678      0.166839     -0.166839      0.333678
 260.384      0.124966      0.167853     0.0249632     0.0493457     0.0656898    0.00305816  -6.54192e-15             0      0.347823      0.173912     -0.173912      0.347823
 250.154      0.127431      0.170791     0.0259259     0.0513366     0.0677316     0.0033076  -6.40091e-15             0      0.358241      0.179121     -0.179121      0.358241
 243.241      0.128777      0.172378     0.0264151     0.0524901     0.0689327    0.00345297  -6.66075e-15             0      0.364223      0.182112     -0.182112      0.364223
 237.666      0.129641      0.173396     0.0266766     0.0532493     0.0697555    0.00354713    -6.524e-15             0      0.368324      0.184162     -0.184162      0.368324
  233.44      0.130191      0.174059     0.0267921     0.0537129     0.0702963    0.00360289   -6.6439e-15             0      0.371139      0.185569     -0.185569      0.371139
 230.736      0.130521      0.174468     0.0268334     0.0539633     0.0706159    0.00363207  -6.51502e-15             0      0.372914      0.186457     -0.186457      0.372914
 228.647      0.130776      0.174794     0.0268515     0.0541362     0.0708559    0.00365173  -5.66322e-15             0      0.374328      0.187164     -0.187164      0.374328
 227.689      0.131132      0.175237     0.0269643     0.0543712     0.0711382     0.0036833  -6.53736e-15             0      0.376029      0.188014     -0.188014      0.376029
 227.163      0.131502      0.175692     0.0271043      0.054617      0.071419    0.00371766  -6.88484e-15             0      0.377721       0.18886      -0.18886      0.377721
 226.344      0.132084      0.176409     0.0273252     0.0550038     0.0718607    0.00377208  -6.05046e-15             0      0.380393      0.190196     -0.190196      0.380393
 210.852       0.14518      0.192501     0.0323893     0.0636305     0.0815998     0.0050979  -6.19645e-15             0      0.442866      0.221433     -0.221433      0.442866
 202.908      0.153969      0.203261     0.0358947     0.0693533     0.0879502     0.0060983  -6.29289e-15             0      0.487383      0.243692     -0.243692      0.487383
 196.146      0.163155       0.21447     0.0396541      0.075292      0.094454    0.00724134  -5.91442e-15             0      0.536235      0.268117     -0.268117      0.536235
 190.668      0.172284      0.225578     0.0434882     0.0811595      0.100798    0.00847808  -6.29987e-15             0       0.58724       0.29362      -0.29362       0.58724
  186.38      0.181017      0.236173     0.0472446     0.0867426      0.106763    0.00975632  -6.35595e-15             0      0.638408      0.319204     -0.319204      0.638408
 183.085      0.189177       0.24605     0.0508306     0.0919346      0.112249     0.0110357   -6.3643e-15             0      0.688409      0.344204     -0.344204      0.688409
 180.574      0.196727      0.255168     0.0542099     0.0967151      0.117251     0.0122925  -6.70093e-15             0      0.736617      0.368308     -0.368308      0.736617
 178.415      0.204721      0.264804     0.0578493      0.101752      0.122469     0.0136999  -6.28605e-15             0      0.789786      0.394893     -0.394893      0.789786
 176.711      0.212783      0.274508     0.0615796      0.106802       0.12765     0.0151987   -5.9568e-15             0      0.845714      0.422857     -0.422857      0.845714
 175.462      0.220702      0.284027     0.0652973       0.11173      0.132656     0.0167474  -5.87982e-15             0       0.90299      0.451495     -0.451495       0.90299
 174.628      0.228351      0.293213     0.0689345      0.116456      0.137411      0.018314  -5.81599e-15             0      0.960616      0.480308     -0.480308      0.960616
 174.179      0.235121      0.301341     0.0721883      0.120607       0.14155     0.0197573  -5.54158e-15             0       1.01359      0.506794     -0.506794       1.01359
 174.085      0.249699      0.318844     0.0792882      0.129427      0.150227     0.0230381  -5.41375e-15             0       1.13426      0.567132     -0.567132       1.13426
 174.697      0.259831      0.331022      0.084282      0.135443      0.156052     0.0254482  -5.50733e-15             0       1.22377      0.611886     -0.611886       1.22377
 175.889      0.270215      0.343532     0.0894353      0.141492       0.16183     0.0280187  -5.32869e-15             0       1.32066      0.660328     -0.660328       1.32066
 177.632       0.28048      0.355937     0.0945477      0.147335      0.167334     0.0306468  -5.54045e-15             0       1.42185      0.710923     -0.710923       1.42185
 179.882      0.290483       0.36808     0.0995311      0.152877      0.172482     0.0332778  -4.97815e-15             0       1.52597      0.762985     -0.762985       1.52597
 182.592      0.300148      0.379878       0.10433      0.158067      0.177236       0.03587  -5.42905e-15             0       1.63207      0.816034     -0.816034       1.63207
 185.721      0.309438      0.391294      0.108913      0.162882      0.181586     0.0383927  -5.34276e-15             0       1.73947      0.869734     -0.869734       1.73947
 189.232      0.318342      0.402319      0.113261      0.167316      0.185538     0.0408228  -5.25091e-15             0        1.8477      0.923852     -0.923852        1.8477
 193.603      0.327899       0.41426      0.117863      0.171852      0.189525     0.0434249  -4.72981e-15             0       1.97005      0.985024     -0.985024       1.97005
 198.392      0.336985       0.42573      0.122157      0.175924      0.193052     0.0458715  -5.08841e-15             0       2.09274       1.04637      -1.04637       2.09274
  203.58      0.345616       0.43675      0.126145      0.179549      0.196148     0.0481503  -5.05364e-15             0       2.21553       1.10777      -1.10777       2.21553
  209.15      0.353806      0.447332      0.129832      0.182745      0.198839      0.050252  -4.91478e-15             0       2.33824       1.16912      -1.16912       2.33824
 215.362      0.361903      0.457926      0.133369      0.185645      0.201245     0.0522515  -4.77923e-15             0       2.46609       1.23304      -1.23304       2.46609
 221.973      0.369544      0.468058      0.136594      0.188123      0.203267     0.0540481  -4.68978e-15             0       2.59345       1.29673      -1.29673       2.59345
 228.985       0.37675      0.477741      0.139522      0.190204      0.204935      0.055644  -4.63472e-15             0       2.72034       1.36017      -1.36017       2.72034
 236.406      0.383532      0.486981      0.142165      0.191917      0.206274     0.0570432  -4.16974e-15             0       2.84674       1.42337      -1.42337       2.84674
 244.247      0.389902      0.495778      0.144539      0.193289       0.20731     0.0582519   -4.6262e-15             0       2.97262       1.48631      -1.48631       2.97262
 252.517      0.395869      0.504129      0.146655      0.194347      0.208066     0.0592783  -4.38506e-15             0       3.09796       1.54898      -1.54898       3.09796
 261.229      0.401441      0.512033      0.148529      0.195119      0.208567      0.060132  -4.33836e-15             0       3.22271       1.61135      -1.61135       3.22271
 270.399      0.406627      0.519489      0.150172      0.195631      0.208834     0.0608233  -4.29963e-15             0       3.34679       1.67339      -1.67339       3.34679
 280.048      0.411437      0.526497      0.151599      0.195909      0.208889     0.0613627  -4.35338e-15             0        3.4701       1.73505      -1.73505        3.4701
 290.203      0.415881      0.533061      0.152818      0.195974      0.208754     0.0617592   -4.2787e-15             0       3.59253       1.79627      -1.79627       3.59253
 300.908      0.419968      0.539191      0.153836      0.195841       0.20845     0.0620191  -4.40493e-15             0       3.71389       1.85695      -1.85695       3.71389
 312.225      0.423706      0.544895      0.154652      0.195515      0.207994     0.0621435   -4.0663e-15             0       3.83391       1.91696      -1.91696       3.83391
 324.177       0.42708      0.550154      0.155252      0.194994      0.207405     0.0621257  -4.04397e-15             0        3.9514        1.9757       -1.9757        3.9514
 336.868      0.430083      0.554973      0.155608       0.19425      0.206699     0.0619468  -3.85674e-15             0       4.06529       2.03265      -2.03265       4.06529
 348.912      0.432417      0.558884      0.155671       0.19335      0.205979     0.0616178  -3.60077e-15             0       4.16201       2.08101      -2.08101       4.16201
