                     %Re                     obs                       s                guesserr                   error     directory
                  300.02               1.3057168                       0                       0           5.6395286e-14  ./initial-2/
                     300               1.3057358                       0                       0           1.7237482e-14  ./initial-1/
                  299.98               1.3057548                       0                       0           9.5042262e-14  ./initial-0/
               273.17584                1.333678             0.091939032           1.4041145e-05           1.4667799e-14   search-0/
               260.38428               1.3478231              0.13593221           1.8282237e-05            3.348434e-16   search-1/
               250.15375                1.358241              0.17095487           1.8840555e-05           2.6547819e-16   search-2/
               243.24149               1.3642233              0.19444683           1.6475339e-05           6.8333397e-14   search-3/
               237.66561               1.3683237              0.21329653           1.8565512e-05           5.0572304e-14   search-4/
               233.43971               1.3711385              0.22754686           1.9958691e-05           1.2309308e-14   search-5/
               230.73594               1.3729144              0.23666146           1.6857832e-05           7.5044114e-14   search-6/
               228.64724               1.3743278              0.24370745           1.9525988e-05           2.5473777e-14   search-7/
               227.68894               1.3760286              0.24715716           1.9782635e-05             1.08873e-15   search-8/
               227.16258               1.3777207              0.24933842           1.8037821e-05           1.0871463e-15   search-9/
               226.34425                1.380393              0.25274852           1.4964976e-05           4.3894335e-14   search-10/
               210.85243               1.4428658              0.32314574           1.2994848e-05           7.9609509e-16   search-11/
               202.90801                1.487383              0.36631558           1.6811785e-05           5.1433469e-15   search-12/
               196.14629               1.5362348              0.40999347           1.5053968e-05            1.304788e-14   search-13/
               190.66822               1.5872402              0.45311331           1.4076737e-05           4.3721911e-14   search-14/
               186.37973                1.638408              0.49482617           1.5280412e-05           5.4182496e-14   search-15/
               183.08529               1.6884089              0.53466297           1.4142921e-05           3.7655416e-14   search-16/
                180.5736               1.7366165              0.57252025           1.1628524e-05           3.1230146e-14   search-17/
               178.41507               1.7897859              0.61387092           1.1819363e-05           3.8042207e-14   search-18/
               176.71114               1.8457136              0.65707816           1.2212526e-05           5.5705816e-14   search-19/
               175.46219               1.9029904              0.70114078            1.216929e-05           4.2925407e-14   search-20/
               174.62813               1.9606162               0.7453611           1.1722772e-05           8.6058793e-14   search-21/
               174.17884               2.0135875              0.78595694           1.1083665e-05           1.8607102e-14   search-22/
               174.08519               2.1342643              0.87837798           1.2339375e-05           5.8507994e-15   search-23/
               174.69703               2.2237728              0.94695856           1.6955425e-05           4.5605309e-16   search-24/
               175.88933               2.3206566               1.0212636           1.7378261e-05           4.8361833e-14   search-25/
               177.63221               2.4218455               1.0989767           1.5508477e-05           2.2425875e-15   search-26/
                179.8821               2.5259698               1.1790723           1.4862532e-05           7.9043685e-16   search-27/
               182.59243               2.6320671               1.2608279           1.3678836e-05           6.8072327e-16   search-28/
               185.72081               2.7394685               1.3437398           1.2355135e-05           6.0026692e-16   search-29/
               189.23158               2.8477048               1.4274547           1.1069898e-05           4.7067539e-16   search-30/
               193.60252               2.9700472               1.5222769           1.2284624e-05           3.7945279e-16   search-31/
               198.39239               3.0927367               1.6175857           1.2085435e-05           2.4547616e-16   search-32/
               203.57975               3.2155343               1.7132069           1.1278542e-05           1.4615339e-15   search-33/
               209.14954               3.3382423               1.8089994           1.0226012e-05           2.5949417e-16   search-34/
                215.3624               3.4660872               1.9090759           1.0169692e-05           8.6427909e-16   search-35/
               221.97266               3.5934526               2.0090766           9.8038172e-06           1.3272454e-15   search-36/
               228.98481               3.7203382               2.1090236           9.3817563e-06           2.1184103e-16   search-37/
               236.40632               3.8467353               2.2089362           8.9694846e-06           4.0231066e-16   search-38/
               244.24659               3.9726225               2.3088264           8.6801797e-06           6.0820725e-16   search-39/
               252.51653                4.097964               2.4086992           8.4928701e-06           2.2340932e-15   search-40/
               261.22883               4.2227086               2.5085515           8.3972752e-06           8.9094513e-16   search-41/
               270.39902               4.3467865               2.6083721           8.3816853e-06           9.9299754e-16   search-42/
               280.04751               4.4701037               2.7081409           8.4298925e-06           1.0912968e-15   search-43/
               290.20298               4.5925327                2.807827           8.5414821e-06            1.569586e-15   search-44/
               300.90762               4.7138923               2.9073845           8.7846706e-06           1.3129791e-15   search-45/
                312.2255                4.833911               3.0067421           9.3895324e-06           5.0987031e-15   search-46/
               324.17747               4.9514007               3.1051472           1.0759818e-05            2.559674e-15   search-47/
               336.86846               5.0652916               3.2020879           1.3820791e-05           3.1481569e-15   search-48/
               348.91188               5.1620125               3.2863407           1.6241781e-05           8.2602847e-15   search-49/
