                     %Lx                     obs                       s                guesserr                   error     directory
               8.5683482               1.6986018                       0                       0           4.1750515e-15  ./initial-2/
               8.5583482               1.7132867                       0                       0           1.8924631e-15  ./initial-1/
               8.5483482               1.7375011                       0                       0           1.8758914e-15  ./initial-0/
                8.570101               1.8346752             0.070956402           1.1897984e-05           5.3882182e-14   search-0/
               8.6269018                1.905388              0.11275978           1.7375888e-05           7.9151016e-15   search-1/
               8.7004266               1.9753068              0.15446397           1.7912409e-05            2.682208e-16   search-2/
               8.7907902               2.0548346              0.20206794           1.9128438e-05           2.4642606e-16   search-3/
               8.8694849               2.1284057              0.24598289           1.8152679e-05           3.7009358e-16   search-4/
               8.9321195               2.1987725               0.2877011           1.7508937e-05            2.167036e-16   search-5/
               8.9753503               2.2664645              0.32753267             1.76189e-05           5.5642818e-16   search-6/
               8.9984131               2.3329522              0.36643325           1.8398306e-05            4.669768e-15   search-7/
               9.0019001               2.3576493              0.38085404           5.7070888e-06           2.4968829e-14   search-9/
               9.0021094               2.3998804              0.40550321           6.4021343e-06           5.3242505e-15   search-10/
               8.9950618               2.4538852              0.43703516           1.1427569e-05           3.6804844e-16   search-11/
                8.990158               2.4841913              0.45473332           6.3621835e-06           1.0687085e-15   search-13/
               8.9873296               2.5060586              0.46750093           3.0217066e-06           1.9041076e-15   search-15/
               8.9856699               2.5270118              0.47973229           1.8878771e-06            5.158275e-15   search-17/
